timestamp,bitcoin_open,bitcoin_close,bitcoin_high,bitcoin_low,bitcoin_total_volume,bitcoin_market_cap,bitcoin_log_return_1,label,barrier_touched,days_to_barrier,return_at_barrier,volatility
2022-01-17,43138.0,42298.0,43184.0,41641.0,17694929625.845875,800822650383.9624,-0.01924712299018358,0.0,lower,4.0,-0.1472,0.0204
2022-01-18,42311.0,42395.0,42621.0,41339.0,18897950050.285973,803962100417.9756,0.002290627145408093,0.0,lower,2.0,-0.0406,0.0193
2022-01-19,42401.0,41750.0,42653.0,41244.0,19626113309.554142,790507925308.7825,-0.015330979459101893,0.0,lower,2.0,-0.1341,0.0185
2022-01-20,41752.0,40708.0,43508.0,40708.0,20930163211.171124,774235809673.4731,-0.025274817967179373,0.0,lower,1.0,-0.1089,0.0186
2022-01-21,40667.0,36509.0,41179.0,35762.0,38296960033.31628,692855029162.9379,-0.10886582779347702,1.0,time,5.0,0.0098,0.0371
2022-01-22,36385.0,35180.0,36801.0,34020.0,35517336417.257744,666220701468.4846,-0.03708106622679605,1.0,time,5.0,0.0579,0.0355
2022-01-23,35219.0,36306.0,36706.0,34805.0,22865032968.608204,687575973800.0704,0.03150527755882725,1.0,time,5.0,0.0417,0.0375
2022-01-24,36265.0,36774.0,37476.0,33065.0,36385158448.60688,696465421899.37,0.012808056863410392,1.0,time,5.0,0.0389,0.0365
2022-01-25,36675.0,36989.0,37542.0,35707.0,46168918584.85349,700571452648.8236,0.00582949741367499,1.0,time,5.0,0.0265,0.035
2022-01-26,36955.0,36870.0,39216.0,36355.0,26756873749.744743,700165819656.2855,-0.0032223588992716396,1.0,time,5.0,0.0447,0.0332
2022-01-27,36886.0,37277.0,37277.0,35580.0,22057410457.280827,702311456032.8538,0.01097830223027956,1.0,time,5.0,0.041,0.0321
2022-01-28,37367.0,37853.0,38022.0,36244.0,19214103304.052933,717026944842.8334,0.015333722503979153,0.0,time,5.0,-0.0228,0.0312
2022-01-29,37782.0,38232.0,38782.0,37422.0,14178650231.62196,722829009646.1814,0.009962624295545223,0.0,time,5.0,-0.03,0.0299
2022-01-30,38254.0,37983.0,38386.0,37504.0,11807185113.633108,719570142321.8397,-0.006534170069631306,1.0,upper,5.0,0.0927,0.0284
2022-01-31,37995.0,38556.0,38715.0,36832.0,17731563487.283978,727905398095.9747,0.014973038715495796,1.0,upper,4.0,0.0778,0.0276
2022-02-01,38430.0,38836.0,39138.0,38196.0,17109120250.158987,736102274236.6057,0.00723592158617684,1.0,upper,3.0,0.0705,0.0263
2022-02-02,38801.0,37001.0,38900.0,36849.0,16709908527.231106,700645616423.8325,-0.048402712201870486,1.0,upper,2.0,0.1189,0.0289
2022-02-03,37052.0,37101.0,37180.0,36415.0,16136299994.837618,703003347951.7092,0.0026989841220017353,1.0,upper,1.0,0.1162,0.0275
2022-02-04,37282.0,41674.0,41674.0,37128.0,25347215343.882504,777355085535.6107,0.11623350971997881,1.0,time,5.0,0.063,0.0454
2022-02-05,41617.0,41494.0,41957.0,41191.0,16752051696.248552,786295053042.2418,-0.004328594677060671,1.0,time,5.0,0.0502,0.0432
2022-02-06,41518.0,42476.0,42526.0,41387.0,13206494654.908047,804942041477.0581,0.02339037207065127,0.0,time,5.0,-0.0007,0.0414
2022-02-07,42413.0,43911.0,44476.0,41788.0,24171856714.475758,833392518214.8341,0.033225647628320386,0.0,time,5.0,-0.0384,0.0401
2022-02-08,43978.0,44184.0,45302.0,42901.0,29024977264.932137,837406846076.2306,0.006197874428966801,0.0,time,5.0,-0.0448,0.0381
2022-02-09,44166.0,44384.0,44758.0,43309.0,19780565063.098923,841339973338.8694,0.004516311533534641,0.0,time,5.0,-0.0402,0.0362
2022-02-10,44390.0,43628.0,45694.0,43341.0,27877618433.98099,826942197610.3904,-0.017179898065924654,1.0,time,5.0,0.0215,0.0354
2022-02-11,43477.0,42445.0,43926.0,42158.0,23279080009.72499,803706779791.898,-0.02749002587656531,1.0,time,5.0,0.0374,0.0352
2022-02-12,42437.0,42255.0,43039.0,41914.0,15479727288.782782,799547462142.6093,-0.004486430193485452,0.0,time,5.0,-0.0409,0.0335
2022-02-13,42268.0,42248.0,42751.0,41992.0,12146423251.39967,802059713029.3901,-0.00016567459181362007,0.0,time,5.0,-0.0529,0.0319
2022-02-14,42172.0,42635.0,42857.0,41715.0,18090873762.822777,808280617642.0496,0.009118496789380818,0.0,lower,4.0,-0.062,0.0303
2022-02-15,42626.0,44574.0,44707.0,42527.0,19801081788.555756,848321283143.9929,0.04447521720371131,0.0,lower,2.0,-0.0943,0.0315
2022-02-16,44527.0,44063.0,44527.0,43515.0,16847003857.433496,836256083783.791,-0.011530301371888846,0.0,lower,1.0,-0.0828,0.0304
2022-02-17,43954.0,40563.0,44194.0,40329.0,22270664615.4777,770096677778.6456,-0.08276410698110466,0.0,lower,4.0,-0.0903,0.0393
2022-02-18,40558.0,40073.0,40994.0,39791.0,20130002755.177864,759881874201.3011,-0.012153530219933288,0.0,lower,3.0,-0.0782,0.0375
2022-02-19,40056.0,40193.0,40442.0,39763.0,11735183838.17719,761447243939.9269,0.0029900602846683042,0.0,lower,2.0,-0.0812,0.0357
2022-02-20,40188.0,38514.0,40188.0,38195.0,15998424231.017673,730381814665.4404,-0.04267103955176942,1.0,time,5.0,0.0206,0.0359
2022-02-21,38512.0,37060.0,39468.0,36957.0,25174914104.16337,703004241590.1829,-0.038483590700482385,1.0,time,5.0,0.0533,0.0355
2022-02-22,37162.0,38337.0,38344.0,36546.0,22212181617.200245,727094284067.6588,0.033877266437462174,0.0,time,5.0,-0.014,0.0362
2022-02-23,38302.0,37372.0,39232.0,37256.0,18507851467.85067,708829287814.1068,-0.025493726363966726,1.0,upper,5.0,0.1455,0.035
2022-02-24,37318.0,38363.0,38905.0,34557.0,40839699480.89129,727657714638.0917,0.02617169249162984,1.0,upper,4.0,0.1193,0.0348
2022-02-25,38361.0,39316.0,39610.0,38107.0,22579249141.515377,745763194704.1796,0.02453810728204375,1.0,upper,3.0,0.0948,0.0342
2022-02-26,39256.0,39090.0,39877.0,38826.0,14568201294.74542,741083625917.93,-0.00576488089951952,1.0,upper,2.0,0.1006,0.0326
2022-02-27,39179.0,37804.0,39851.0,37421.0,19424397945.619602,717619764688.0872,-0.03345176267205373,1.0,upper,1.0,0.134,0.0324
2022-02-28,37788.0,43225.0,44199.0,37588.0,30634280854.538326,819019441071.749,0.13400411443654453,0.0,time,5.0,-0.0911,0.0521
2022-03-01,43286.0,44460.0,44755.0,42992.0,27880763034.093914,841254375272.0455,0.028170876966696224,0.0,lower,3.0,-0.1259,0.0499
2022-03-02,44417.0,43981.0,44969.0,43471.0,25615956856.40275,834437956671.6672,-0.010832186059927232,0.0,lower,2.0,-0.1151,0.0479
2022-03-03,43975.0,42492.0,44090.0,41979.0,22366184128.900482,807454920681.7217,-0.034441899558356276,0.0,lower,3.0,-0.1001,0.0473
2022-03-04,42488.0,39200.0,42488.0,38760.0,25121267305.979286,743810477766.2219,-0.08063907612135016,1.0,time,5.0,0.0687,0.0517
2022-03-05,39206.0,39463.0,39624.0,38828.0,14818212144.749968,748197160856.1006,0.00668677726399887,1.0,time,5.0,0.0001,0.0493
2022-03-06,39466.0,38443.0,39668.0,38254.0,16995562040.606796,729501899968.2964,-0.026186899299100952,1.0,time,5.0,0.0086,0.0474
2022-03-07,38470.0,38076.0,39455.0,37275.0,24596395439.058964,723198804467.6718,-0.009592462372255991,1.0,upper,2.0,0.0978,0.0451
2022-03-08,38032.0,38733.0,39335.0,37991.0,22556397749.428085,735453953725.9198,0.017107787471632517,0.0,time,5.0,-0.023,0.0434
2022-03-09,38736.0,41986.0,42501.0,38736.0,29211702119.448605,796849504897.2562,0.08064427952143943,0.0,lower,4.0,-0.1036,0.0485
2022-03-10,41913.0,39468.0,42004.0,38909.0,27653455219.04128,749384110700.1091,-0.06184601238721048,0.0,time,5.0,-0.0035,0.0503
2022-03-11,39437.0,38775.0,40183.0,38347.0,23624165274.522385,738267961692.6816,-0.017714507932317755,1.0,time,5.0,0.0598,0.048
2022-03-12,38751.0,38904.0,39345.0,38751.0,12440826653.84724,738456528057.6692,0.003321364038882238,1.0,time,5.0,0.0525,0.0457
2022-03-13,38814.0,37853.0,39238.0,37768.0,14461647575.513742,718551088031.3688,-0.027386836121172885,1.0,upper,5.0,0.1001,0.0441
2022-03-14,37867.0,39669.0,39715.0,37709.0,21250969229.221596,751354026218.9767,0.046859789262483666,1.0,time,5.0,0.0619,0.0448
