timestamp,bitcoin_open,bitcoin_close,bitcoin_high,bitcoin_low,bitcoin_total_volume,bitcoin_market_cap,signal,label,barrier_touched,return_at_barrier,bitcoin_close_topo_num_holes_0,bitcoin_close_topo_betti_0,bitcoin_close_topo_max_hole_lifetime_0,bitcoin_close_topo_avg_hole_lifetime_0,bitcoin_close_topo_l1_norm_0,bitcoin_close_topo_l2_norm_0,bitcoin_close_topo_sum_hole_lifetimes_0,bitcoin_close_topo_persistence_entropy_0,bitcoin_close_topo_std_persistence_0,bitcoin_close_topo_wasserstein_0,bitcoin_close_topo_num_holes_1,bitcoin_close_topo_betti_1,bitcoin_close_topo_max_hole_lifetime_1,bitcoin_close_topo_avg_hole_lifetime_1,bitcoin_close_topo_l1_norm_1,bitcoin_close_topo_l2_norm_1,bitcoin_close_topo_sum_hole_lifetimes_1,bitcoin_close_topo_persistence_entropy_1,bitcoin_close_topo_std_persistence_1,bitcoin_close_topo_wasserstein_1,bitcoin_log_return_1,strategy_returns,position_change,transaction_cost,strategy_returns_gross,meta_prediction
2020-01-01,7193.96,7193.75,7239.84,7174.58,18123516838.8979,130422953817.668,0.0,0.0,upper,0.0725,41.0,41.0,1.0711945295333862,0.42939485282432743,17.605188965797424,3.212882922148654,17.605188965797424,3.539218224906072,0.2595981484826968,0.8521996326744556,5.0,5.0,0.20313283801078796,0.08088414669036866,0.40442073345184326,0.23345699194765723,0.40442073345184326,1.3024717169907145,0.06601657543390617,0.21937708984711365,-0.00019459444494260061,-0.0,0,0.0,-0.0,0.0
2020-01-02,7194.41,6963.85,7203.05,6953.31,20313194628.09452,126280790200.20206,0.0,0.0,upper,0.0472,41.0,41.0,1.1570398807525635,0.45141903965211494,18.508180625736713,3.3448230696122745,18.508180625736713,3.550749008099231,0.26285933562029834,1.137938030064106,5.0,5.0,0.2194119095802307,0.08736620545387268,0.4368310272693634,0.25216624669952603,0.4368310272693634,1.3024716896418231,0.0713071478850259,0.23056653059291185,-0.032480111159292016,0.0,0,0.0,0.0,0.0
2020-01-03,6963.31,7300.35,7371.04,6891.25,31015776262.21867,132766262579.09486,0.0,0.0,upper,0.0578,41.0,41.0,1.2667146921157837,0.4850172051569311,19.885705411434174,3.6330329278164473,19.885705411434174,3.535322337263805,0.29442043081656516,1.56712257117033,4.0,4.0,0.24020975828170776,0.11340315639972687,0.45361262559890747,0.27496837053862044,0.45361262559890747,1.15928113454255,0.07772789279110237,0.27724825285231197,0.047189809881726635,-0.0,0,0.0,-0.0,0.0
2020-01-04,7319.41,7351.38,7376.23,7269.76,20611640058.34164,133474716218.18333,0.0,0.0,upper,0.1028,41.0,41.0,1.3784136772155762,0.5063839438484936,20.76174169778824,3.8141080422768994,20.76174169778824,3.5317107890854196,0.3136724840040299,1.1592407822608948,4.0,4.0,0.20055484771728516,0.10819388926029205,0.4327755570411682,0.24784352699562193,0.4327755570411682,1.224120591004558,0.06042090528235283,0.22277739661587084,0.006965758492512528,-0.0,0,0.0,-0.0,0.0
2020-01-05,7348.62,7349.97,7473.64,7330.32,21929224570.56102,133388991086.87987,0.0,0.0,upper,0.051,41.0,41.0,1.4162040948867798,0.5321781478095345,21.819304060190916,3.973534898732175,21.819304060190916,3.5403984935014545,0.3191919206369864,1.1379679255187511,4.0,4.0,0.12260085344314575,0.09545689821243286,0.38182759284973145,0.20360199127226955,0.38182759284973145,1.3028888781928694,0.03537546178030136,0.32806175184715675,-0.0001918191192405128,0.0,0,0.0,0.0,0.0
2020-01-06,7350.06,7734.68,7752.96,7349.44,28148518761.51164,140557168287.4443,1.0,1.0,upper,0.056,41.0,41.0,1.4742876291275024,0.5914725270576593,24.250373609364033,4.346905789241859,24.250373609364033,3.555637102730343,0.3332090891112927,2.427175699205165,5.0,5.0,0.3073629140853882,0.14852088689804077,0.7426044344902039,0.3851427086040923,0.7426044344902039,1.4418711020238617,0.0872268728844427,0.5281459739870099,0.05101788119117712,-0.001,1,0.001,-0.0,1.0
2020-01-07,7734.45,8147.42,8147.42,7734.45,34823187724.289955,147798610895.50055,1.0,1.0,time,0.0029,41.0,41.0,1.974310040473938,0.6176821208763413,25.324966955929995,4.672934234519823,25.324966955929995,3.531137255098672,0.38866673477933616,1.0745933465659618,5.0,5.0,0.31098103523254395,0.15026923418045043,0.7513461709022522,0.38967645966038966,0.7513461709022522,1.441871258050261,0.08825364525905999,0.07222528411075742,0.051987199943561734,0.051987199943561734,0,0.0,0.051987199943561734,1.0
2020-01-08,8138.67,8045.79,8388.78,7899.66,39971512000.06816,146089575425.2795,1.0,1.0,time,0.008,41.0,41.0,1.9419704675674438,0.6133094313668042,25.14568668603897,4.677804642342088,25.14568668603897,3.527893167885302,0.39693242864082373,1.2028534524142742,5.0,5.0,0.31672203540802,0.15304332971572876,0.7652166485786438,0.39687022355498547,0.7652166485786438,1.441871243082123,0.0898828910218155,0.11460009815504996,-0.012552339456942431,-0.012552339456942431,0,0.0,-0.012552339456942431,1.0
2020-01-09,8027.56,7832.8,8038.98,7778.17,29276053440.88472,141913856953.47913,1.0,1.0,upper,0.1166,41.0,41.0,1.333661675453186,0.5971010405479408,24.481142662465572,4.295278163552892,24.481142662465572,3.5786395160414943,0.3057058503606368,2.2312897071242332,5.0,5.0,0.3316737413406372,0.16026811599731444,0.8013405799865723,0.41560549483361225,0.8013405799865723,1.441871125745772,0.09412606685636928,0.29846547781387356,-0.026828928203834104,-0.026828928203834104,0,0.0,-0.026828928203834104,1.0
2020-01-10,7826.99,8180.51,8180.51,7688.29,35777298156.26295,146879934259.3087,1.0,1.0,upper,0.0732,41.0,41.0,1.6336461305618286,0.568258903375486,23.298615038394928,4.1893632938481895,23.298615038394928,3.5569063887957793,0.324267255627381,1.920354925096035,4.0,4.0,0.13870257139205933,0.10799366235733032,0.4319746494293213,0.23034192758002053,0.4319746494293213,1.3028887952489316,0.04002149161351674,0.5980789740983623,0.043434450801690144,0.043434450801690144,0,0.0,0.043434450801690144,1.0
2020-01-11,8151.94,8012.09,8217.85,8002.02,31504583511.03613,145561586658.57422,1.0,1.0,upper,0.094,41.0,41.0,1.8536912202835083,0.5767329240717539,23.64604988694191,4.424879224726711,23.64604988694191,3.517966044047,0.38069578980468366,1.7932409346103668,3.0,3.0,0.126950204372406,0.09284927447636922,0.27854782342910767,0.1746663983499227,0.27854782342910767,0.99453612166274,0.039350507833103565,0.2640813463825805,-0.020802844968659494,-0.020802844968659494,0,0.0,-0.020802844968659494,1.0
2020-01-12,7983.41,8171.4,8171.4,7972.94,27533390875.51989,148204228775.38776,1.0,1.0,upper,0.0743,41.0,41.0,1.541837215423584,0.537291506441628,22.02895176410675,4.075526820018921,22.02895176410675,3.526870151963255,0.3412298482221677,1.6231928169727325,2.0,2.0,0.10644274950027466,0.0708456039428711,0.1416912078857422,0.11212721676618151,0.1416912078857422,0.5609793181612057,0.035597145557403564,0.21083299648929466,0.019688601930074504,0.019688601930074504,0,0.0,0.019688601930074504,1.0
2020-01-13,8160.01,8110.65,8164.32,8054.45,27962176780.628242,147446058196.45944,1.0,1.0,upper,0.0818,41.0,41.0,1.405365228652954,0.5119427489798244,20.989652708172798,3.8381979911903383,20.989652708172798,3.537637138608413,0.31181073496530504,1.0392990559339523,1.0,1.0,0.03415793180465698,0.03415793180465698,0.03415793180465698,0.03415793180465698,0.03415793180465698,-0.0,0.0,0.10160791130348107,-0.007462239939709934,-0.007462239939709934,0,0.0,-0.007462239939709934,1.0
2020-01-14,8099.45,8801.87,8832.87,8099.13,55384169405.51928,159481192213.82108,1.0,0.0,time,-0.0127,41.0,41.0,1.9508196115493774,0.4787687780108394,19.629519898444414,3.8212289884123614,19.629519898444414,3.4833097255794296,0.35626072006687404,2.4512807093560696,1.0,1.0,0.029554784297943115,0.029554784297943115,0.029554784297943115,0.029554784297943115,0.029554784297943115,-0.0,0.0,0.04505169360396198,0.08178618602811422,0.08178618602811422,0,0.0,0.08178618602811422,1.0
2020-01-15,8795.71,8820.85,8859.04,8570.39,48160401007.254,159960761751.8495,1.0,0.0,time,-0.0217,41.0,41.0,1.7473928928375244,0.45012675634608035,18.455197010189295,3.5732298598408714,18.455197010189295,3.484229177985733,0.3298482157707865,1.2827424854040146,1.0,1.0,0.026472896337509155,0.026472896337509155,0.026472896337509155,0.026472896337509155,0.026472896337509155,-0.0,0.0,0.039617552911482626,0.0021540383480806754,0.0021540383480806754,0,0.0,0.0021540383480806754,1.0
