timestamp,bitcoin_open,bitcoin_close,bitcoin_high,bitcoin_low,bitcoin_total_volume,bitcoin_market_cap,signal,label,barrier_touched,return_at_barrier,bitcoin_close_topo_num_holes_0,bitcoin_close_topo_betti_0,bitcoin_close_topo_max_hole_lifetime_0,bitcoin_close_topo_avg_hole_lifetime_0,bitcoin_close_topo_l1_norm_0,bitcoin_close_topo_l2_norm_0,bitcoin_close_topo_sum_hole_lifetimes_0,bitcoin_close_topo_persistence_entropy_0,bitcoin_close_topo_std_persistence_0,bitcoin_close_topo_wasserstein_0,bitcoin_close_topo_num_holes_1,bitcoin_close_topo_betti_1,bitcoin_close_topo_max_hole_lifetime_1,bitcoin_close_topo_avg_hole_lifetime_1,bitcoin_close_topo_l1_norm_1,bitcoin_close_topo_l2_norm_1,bitcoin_close_topo_sum_hole_lifetimes_1,bitcoin_close_topo_persistence_entropy_1,bitcoin_close_topo_std_persistence_1,bitcoin_close_topo_wasserstein_1,bitcoin_log_return_1,strategy_returns,position_change,transaction_cost,strategy_returns_gross,meta_prediction
2020-01-01,7193.96,7193.75,7239.84,7174.58,18123516838.8979,130422953817.668,-1.0,0.0,upper,0.0725,43.0,43.0,0.4778771698474884,0.17098755839952204,7.352465011179447,1.4090671734384943,7.352465011179447,3.495311186747859,0.13014216366106252,0.19102252461016178,1.0,1.0,0.007440686225891113,0.007440686225891113,0.007440686225891113,0.007440686225891113,0.007440686225891113,-0.0,0.0,0.007440686225891113,-0.00019459444494260061,-0.001,1,0.001,-0.0,1.0
2020-01-02,7194.41,6963.85,7203.05,6953.31,20313194628.09452,126280790200.20206,0.0,0.0,upper,0.0472,43.0,43.0,0.5076433420181274,0.17907977351095788,7.7004302609711885,1.4853875070400553,7.7004302609711885,3.4890531650616947,0.138713754033682,0.1754658129066229,1.0,1.0,0.058773159980773926,0.058773159980773926,0.058773159980773926,0.058773159980773926,0.058773159980773926,-0.0,0.0,0.05557405686933888,-0.032480111159292016,0.031480111159292015,1,0.001,0.032480111159292016,0.0
2020-01-03,6963.31,7300.35,7371.04,6891.25,31015776262.21867,132766262579.09486,0.0,0.0,upper,0.0578,43.0,43.0,0.5434324741363525,0.1831304195748512,7.874608041718602,1.5375146093956815,7.874608041718602,3.4785791131219823,0.14642014248886268,0.18187007308006287,1.0,1.0,0.0546608567237854,0.0546608567237854,0.0546608567237854,0.0546608567237854,0.0546608567237854,-0.0,0.0,0.022708283583830296,0.047189809881726635,-0.0,0,0.0,-0.0,0.0
2020-01-04,7319.41,7351.38,7376.23,7269.76,20611640058.34164,133474716218.18333,0.0,0.0,upper,0.1028,43.0,43.0,0.5857133865356445,0.18823480194564476,8.094096483662724,1.5880317663773946,8.094096483662724,3.479300557997506,0.15236539942416852,0.2098455224186182,1.0,1.0,0.05891364812850952,0.05891364812850952,0.05891364812850952,0.05891364812850952,0.05891364812850952,-0.0,0.0,0.03318547748446185,0.006965758492512528,-0.0,0,0.0,-0.0,0.0
2020-01-05,7348.62,7349.97,7473.64,7330.32,21929224570.56102,133388991086.87987,0.0,0.0,upper,0.051,43.0,43.0,0.6379649639129639,0.19792482022975766,8.51076726987958,1.6802356368664793,8.51076726987958,3.478472739178459,0.16273103172340758,0.2165959943085909,1.0,1.0,0.036642372608184814,0.036642372608184814,0.036642372608184814,0.036642372608184814,0.036642372608184814,-0.0,0.0,0.026552332810784268,-0.0001918191192405128,0.0,0,0.0,0.0,0.0
2020-01-06,7350.06,7734.68,7752.96,7349.44,28148518761.51164,140557168287.4443,1.0,1.0,upper,0.056,43.0,43.0,0.6607254147529602,0.20806872013003327,8.94695496559143,1.7371088480113253,8.94695496559143,3.5024766171534067,0.16396012568911447,0.23586687818169594,1.0,1.0,0.0406222939491272,0.0406222939491272,0.0406222939491272,0.0406222939491272,0.0406222939491272,-0.0,0.0,0.05212426569783517,0.05101788119117712,-0.001,1,0.001,-0.0,1.0
2020-01-07,7734.45,8147.42,8147.42,7734.45,34823187724.289955,147798610895.50055,1.0,1.0,time,0.0029,43.0,43.0,0.7416374683380127,0.22722814284091772,9.770810142159462,1.865322847667209,9.770810142159462,3.521339161094345,0.17112665535069768,0.26111095398664474,2.0,2.0,0.04559683799743652,0.027405500411987305,0.05481100082397461,0.04651851708683788,0.05481100082397461,0.4528733408006407,0.01819133758544922,0.6623297021847426,0.051987199943561734,0.051987199943561734,0,0.0,0.051987199943561734,1.0
2020-01-08,8138.67,8045.79,8388.78,7899.66,39971512000.06816,146089575425.2795,1.0,1.0,time,0.008,43.0,43.0,0.8430340886116028,0.25211877514456593,10.841107331216335,2.052353696906572,10.841107331216335,3.5333018722707625,0.18545412493917288,0.3102855607867241,2.0,2.0,0.05183085799217224,0.031152382493019104,0.06230476498603821,0.05287854544066884,0.06230476498603821,0.4528729078581125,0.020678475499153137,0.2497317935746839,-0.012552339456942431,-0.012552339456942431,0,0.0,-0.012552339456942431,1.0
2020-01-09,8027.56,7832.8,8038.98,7778.17,29276053440.88472,141913856953.47913,1.0,1.0,upper,0.1166,43.0,43.0,0.8950116634368896,0.2784870330157668,11.974942419677973,2.2029542872457015,11.974942419677973,3.5631894602207934,0.1878978821311794,0.32551730424165726,2.0,2.0,0.059995174407958984,0.036059439182281494,0.07211887836456299,0.061207884703433364,0.07211887836456299,0.45287223214025657,0.02393573522567749,0.3270587099803185,-0.026828928203834104,-0.026828928203834104,0,0.0,-0.026828928203834104,1.0
2020-01-10,7826.99,8180.51,8180.51,7688.29,35777298156.26295,146879934259.3087,1.0,1.0,upper,0.0732,43.0,43.0,0.87352454662323,0.3131830927071183,13.466872986406088,2.4401971173281387,13.466872986406088,3.5759917086190995,0.20098391931740453,0.33931224420666695,2.0,2.0,0.06845909357070923,0.04114660620689392,0.08229321241378784,0.06984289753931708,0.08229321241378784,0.4528729297704448,0.027312487363815308,0.33906208909365504,0.043434450801690144,0.043434450801690144,0,0.0,0.043434450801690144,1.0
2020-01-11,8151.94,8012.09,8217.85,8002.02,31504583511.03613,145561586658.57422,1.0,1.0,upper,0.094,43.0,43.0,0.953470766544342,0.3345844314195389,14.387130551040173,2.5759242323027127,14.387130551040173,3.5886522347797407,0.20582651056371268,0.3829370103776455,2.0,2.0,0.07472455501556396,0.04491239786148071,0.08982479572296143,0.07623500765196649,0.08982479572296143,0.4528730199680918,0.029812157154083252,0.25099261742510937,-0.020802844968659494,-0.020802844968659494,0,0.0,-0.020802844968659494,1.0
