timestamp,bitcoin_open,bitcoin_close,bitcoin_high,bitcoin_low,bitcoin_total_volume,bitcoin_market_cap,bitcoin_log_return_1,hilo_high_ma,hilo_low_ma,signal,enter_long,enter_short,strategy_returns,position_change,transaction_cost,strategy_returns_gross,label,barrier_touched,days_to_barrier,return_at_barrier,volatility
2022-10-03,19077.04,19620.57,19646.91,19056.01,26634227151.925247,375767908259.0832,0.028716444603794133,19800.041932463693,18908.722682056476,-1,False,False,-0.028716444603794133,0,0.0,-0.028716444603794133,0.0,time,5.0,-0.0104,0.0253
2022-10-04,19619.67,20345.0,20383.0,19521.07,30974520027.944332,390177741507.47705,0.03625667575066952,19737.717545970954,18974.644145645183,1,True,False,-0.03725667575066952,1,0.001,-0.03625667575066952,0.0,time,5.0,-0.0451,0.0263
2022-10-05,20344.0,20162.0,20346.0,19785.21,29366342083.101757,386368899196.38165,-0.009035536821903459,19665.616036776762,18965.461316516146,1,False,False,-0.009035536821903459,0,0.0,-0.009035536821903459,0.0,lower,5.0,-0.0519,0.0254
2022-10-06,20157.0,19949.05,20421.0,19886.08,31354758329.142307,382505641462.15643,-0.01061812147731923,19661.87482942141,18983.571053212916,1,False,False,-0.01061812147731923,0,0.0,-0.01061812147731923,0.0,time,5.0,-0.0457,0.0245
2022-10-07,19952.43,19457.31,20044.0,19373.8,25445042398.337975,373170861484.13965,-0.024958688222858277,19806.09986353713,19091.070842570334,1,False,False,-0.024958688222858277,0,0.0,-0.024958688222858277,0.0,time,5.0,-0.0158,0.0246
2022-10-08,19494.51,19418.04,19533.5,19280.34,12996183216.30484,372391945609.07526,-0.002020304041359245,19914.079890829704,19229.89867405627,1,False,False,-0.002020304041359245,0,0.0,-0.002020304041359245,0.0,time,5.0,-0.0018,0.0234
2022-10-09,19419.4,19448.15,19559.84,19357.56,14404623229.04686,372264710552.3351,0.0015494189692250887,20015.463912663763,19361.134939245017,1,False,False,0.0015494189692250887,0,0.0,0.0015494189692250887,0.0,time,5.0,-0.0129,0.0223
2022-10-10,19448.94,19142.69,19517.27,19094.26,23743487600.53748,367207056773.2261,-0.01583103034524213,20021.17113013101,19363.667951396015,-1,False,True,-0.01683103034524213,1,0.001,-0.01583103034524213,0.0,time,5.0,-0.0037,0.0216
2022-10-11,19137.01,19058.63,19228.69,18969.08,25102717820.99086,365118514776.26794,-0.004400902150625745,19923.63690410481,19347.002361116814,-1,False,False,0.004400902150625745,0,0.0,0.004400902150625745,1.0,time,5.0,0.0112,0.0206
2022-10-12,19060.7,19153.04,19211.19,19033.02,22339104401.384174,367301644901.367,0.00494143240044752,19850.87752328385,19349.113888893455,-1,False,False,-0.00494143240044752,0,0.0,-0.00494143240044752,1.0,time,5.0,0.0209,0.0197
2022-10-13,19152.89,19383.94,19478.17,18317.03,37194496437.923996,371647189087.47595,0.01198343840905636,19784.15601862708,19298.143111114765,-1,False,False,-0.01198343840905636,0,0.0,-0.01198343840905636,0.0,time,5.0,-0.0019,0.0192
2022-10-14,19381.6,19198.11,19880.56,19115.85,34806651159.13548,367584653730.75476,-0.009633051484626832,19673.062814901663,19232.330488891814,-1,False,False,0.009633051484626832,0,0.0,0.009633051484626832,0.0,time,5.0,-0.0033,0.0185
2022-10-15,19194.64,19072.78,19207.45,19030.3,13103099352.405506,365870425566.52997,-0.006549648990787397,19580.688251921332,19192.468391113453,-1,False,False,0.006549648990787397,0,0.0,0.006549648990787397,0.0,time,5.0,-0.0022,0.0176
2022-10-16,19077.79,19272.92,19342.2,19077.79,15683330320.159586,369552982160.53754,0.010438814125982326,19560.18460153707,19017.38071289076,-1,False,False,-0.010438814125982326,0,0.0,-0.010438814125982326,0.0,time,5.0,-0.0052,0.0172
2022-10-17,19274.21,19557.9,19614.89,19161.27,23713928577.519844,375052275829.7958,0.014678295056130813,19624.259681229658,19037.07457031261,-1,False,False,-0.014678295056130813,0,0.0,-0.014678295056130813,0.0,time,5.0,-0.0183,0.017
