timestamp,bitcoin_open,bitcoin_close,bitcoin_high,bitcoin_low,bitcoin_total_volume,bitcoin_market_cap,bitcoin_log_return_1,hilo_high_ma,hilo_low_ma,signal,enter_long,exit_long,strategy_returns,position_change,transaction_cost,strategy_returns_gross,label,barrier_touched,days_to_barrier,return_at_barrier,volatility
2022-02-23,38302.0,37372.0,39232.0,37256.0,18507851467.85067,708829287814.1068,-0.025493726363966726,41151.453359265586,39317.30932191026,0,False,False,-0.0,0,0.0,-0.0,,,,,
2022-02-24,37318.0,38363.0,38905.0,34557.0,40839699480.89129,727657714638.0917,0.02617169249162984,40851.92624469684,38682.60141232223,0,False,False,0.0,0,0.0,0.0,,,,,
2022-02-25,38361.0,39316.0,39610.0,38107.0,22579249141.515377,745763194704.1796,0.02453810728204375,40686.336078737266,38605.854557345934,0,False,False,0.0,0,0.0,0.0,,,,,
2022-02-26,39256.0,39090.0,39877.0,38826.0,14568201294.74542,741083625917.93,-0.00576488089951952,40578.4246015723,38635.207283033145,0,False,False,-0.0,0,0.0,-0.0,,,,,
2022-02-27,39179.0,37804.0,39851.0,37421.0,19424397945.619602,717619764688.0872,-0.03345176267205373,40481.43465469599,38473.312978628725,0,False,False,-0.0,0,0.0,-0.0,,,,,
2022-02-28,37788.0,43225.0,44199.0,37588.0,30634280854.538326,819019441071.749,0.13400411443654453,40977.11003406986,38355.2712481449,1,True,False,-0.001,1,0.001,0.0,0.0,time,5.0,-0.0911,0.0521
2022-03-01,43286.0,44460.0,44755.0,42992.0,27880763034.093914,841254375272.0455,0.028170876966696224,41480.82869619388,38973.50174839225,1,False,False,0.028170876966696224,0,0.0,0.028170876966696224,0.0,lower,3.0,-0.1259,0.0499
2022-03-02,44417.0,43981.0,44969.0,43471.0,25615956856.40275,834437956671.6672,-0.010832186059927232,41945.91820336803,39573.16818193995,1,False,False,-0.010832186059927232,0,0.0,-0.010832186059927232,0.0,lower,2.0,-0.1151,0.0479
2022-03-03,43975.0,42492.0,44090.0,41979.0,22366184128.900482,807454920681.7217,-0.034441899558356276,42231.7957762523,39893.94575768129,1,False,False,-0.034441899558356276,0,0.0,-0.034441899558356276,0.0,lower,3.0,-0.1001,0.0473
2022-03-04,42488.0,39200.0,42488.0,38760.0,25121267305.979286,743810477766.2219,-0.08063907612135016,42265.95633941866,39742.752989990455,0,False,True,-0.08163907612135016,1,0.001,-0.08063907612135016,,,,,
2022-03-05,39206.0,39463.0,39624.0,38828.0,14818212144.749968,748197160856.1006,0.00668677726399887,41913.69549416284,39620.7859246584,0,False,False,0.0,0,0.0,0.0,,,,,
2022-03-06,39466.0,38443.0,39668.0,38254.0,16995562040.606796,729501899968.2964,-0.026186899299100952,41614.26942827446,39438.54780137061,0,False,False,-0.0,0,0.0,-0.0,,,,,
2022-03-07,38470.0,38076.0,39455.0,37275.0,24596395439.058964,723198804467.6718,-0.009592462372255991,41326.36683783787,39150.07476118786,0,False,False,-0.0,0,0.0,-0.0,,,,,
2022-03-08,38032.0,38733.0,39335.0,37991.0,22556397749.428085,735453953725.9198,0.017107787471632517,41060.85125945949,38995.53145969615,0,False,False,0.0,0,0.0,0.0,,,,,
2022-03-09,38736.0,41986.0,42501.0,38736.0,29211702119.448605,796849504897.2562,0.08064427952143943,41252.87109153155,38960.92726506999,1,True,False,-0.001,1,0.001,0.0,0.0,lower,4.0,-0.1036,0.0485
2022-03-10,41913.0,39468.0,42004.0,38909.0,27653455219.04128,749384110700.1091,-0.06184601238721048,41353.02161266068,38954.003629727325,1,False,False,-0.06184601238721048,0,0.0,-0.06184601238721048,0.0,time,5.0,-0.0035,0.0503
2022-03-11,39437.0,38775.0,40183.0,38347.0,23624165274.522385,738267961692.6816,-0.017714507932317755,41197.018730972595,38873.06981243035,0,False,True,-0.018714507932317756,1,0.001,-0.017714507932317755,,,,,
2022-03-12,38751.0,38904.0,39345.0,38751.0,12440826653.84724,738456528057.6692,0.003321364038882238,40950.082900176254,38856.79383743964,0,False,False,0.0,0,0.0,0.0,,,,,
2022-03-13,38814.0,37853.0,39238.0,37768.0,14461647575.513742,718551088031.3688,-0.027386836121172885,40721.805180152754,38711.62132578102,0,False,False,-0.0,0,0.0,-0.0,,,,,
2022-03-14,37867.0,39669.0,39715.0,37709.0,21250969229.221596,751354026218.9767,0.046859789262483666,40587.56448946572,38577.938482343554,0,False,False,0.0,0,0.0,0.0,,,,,
2022-03-15,39699.0,39332.0,39781.0,38321.0,20768829817.938637,747642430663.595,-0.008531589324885729,40480.02255753696,38543.68001803108,0,False,False,-0.0,0,0.0,-0.0,,,,,
2022-03-16,39309.0,41166.0,41551.0,39029.0,34974203468.766266,779761001844.4108,0.045574236018899025,40622.819549865366,38608.38934896027,1,True,False,-0.001,1,0.001,0.0,0.0,time,5.0,-0.0025,0.0429
2022-03-17,41129.0,41002.0,41374.0,40681.0,18861644942.593346,778474325709.8895,-0.0039918269344253535,40722.97694321665,38884.73743576557,1,False,False,-0.0039918269344253535,0,0.0,-0.0039918269344253535,1.0,time,5.0,0.0336,0.0409
2022-03-18,40943.0,41837.0,42337.0,40311.0,30316128166.48974,794378970588.3145,0.020160269462751415,40938.18001745443,39074.905777663495,1,False,False,0.020160269462751415,0,0.0,0.020160269462751415,1.0,time,5.0,0.0228,0.0393
2022-03-19,41828.0,42202.0,42323.0,41612.0,16580741571.959858,800887993391.0255,0.008686497818730085,41122.82268179384,39413.18500730836,1,False,False,0.008686497818730085,0,0.0,0.008686497818730085,1.0,time,5.0,0.0403,0.0374
2022-03-20,42223.0,41283.0,42271.0,41021.0,16856192301.960054,784054464871.6631,-0.02201682033261068,41275.912990888,39627.560339667245,1,False,False,-0.02201682033261068,0,0.0,-0.02201682033261068,1.0,time,5.0,0.0713,0.0365
2022-03-21,41249.0,41062.0,41481.0,40615.0,21335882483.315796,779205413378.8728,-0.005367673340681736,41303.257925436264,39759.21896104495,1,False,False,-0.005367673340681736,0,0.0,-0.005367673340681736,1.0,upper,4.0,0.0766,0.0347
2022-03-22,41009.0,42402.0,43080.0,40937.0,28688623151.357098,803937099701.4115,0.03211241132619967,41540.156868711434,39916.256432905626,1,False,False,0.03211241132619967,0,0.0,0.03211241132619967,1.0,upper,5.0,0.0969,0.0343
2022-03-23,42370.0,42802.0,42802.0,41868.0,21851891598.642384,810894331277.664,0.009389299531177066,41708.40261954991,40176.48890851821,1,False,False,0.009389299531177066,0,0.0,0.009389299531177066,1.0,upper,4.0,0.0875,0.0327
2022-03-24,42845.0,43936.0,44133.0,42726.0,26212783703.864426,834251096724.507,0.026149199117611228,42031.68227027659,40516.42372071578,1,False,False,0.026149199117611228,0,0.0,0.026149199117611228,1.0,upper,4.0,0.0673,0.0317
2022-03-25,43939.0,44332.0,44999.0,43721.0,26147756108.07925,842031938721.7855,0.008972734327846114,42427.32463423972,40943.70055795368,1,False,False,0.008972734327846114,0,0.0,0.008972734327846114,1.0,upper,4.0,0.0682,0.0302
2022-03-26,44298.0,44511.0,44737.0,44157.0,13676534294.229202,845235093872.7649,0.004029585723359656,42735.28134967442,41372.14048355986,1,False,False,0.004029585723359656,0,0.0,0.004029585723359656,1.0,upper,3.0,0.0641,0.0287
2022-03-27,44483.0,46715.0,46715.0,44413.0,22545392529.67392,887283025181.1342,0.04832896260815268,43265.910503051164,41777.588419085216,1,False,False,0.04832896260815268,0,0.0,0.04832896260815268,0.0,time,5.0,-0.0096,0.03
2022-03-28,46723.0,46995.0,48079.0,46660.0,30051327357.066643,892747620147.7012,0.005975900827345874,43907.65576931101,42428.57662987385,1,False,False,0.005975900827345874,0,0.0,0.005975900827345874,0.0,time,5.0,-0.0248,0.0286
2022-03-29,47061.0,47459.0,47967.0,47061.0,26128040680.825665,901430001888.9999,0.00982496733831658,44448.90166673621,43046.23307922401,1,False,False,0.00982496733831658,0,0.0,0.00982496733831658,0.0,time,5.0,-0.0218,0.0272
2022-03-30,47451.0,47063.0,47651.0,46751.0,24497248306.346912,895356010540.8462,-0.008379050736918347,44875.848111171385,43540.20200199414,1,False,False,-0.008379050736918347,0,0.0,-0.008379050736918347,0.0,time,5.0,-0.0094,0.0265
2022-03-31,47031.0,45528.0,47468.0,45363.0,27736469645.537262,865010142444.9791,-0.033159608372840155,45221.4683630152,43783.24173506159,1,False,False,-0.033159608372840155,0,0.0,-0.033159608372840155,1.0,time,5.0,0.0023,0.0281
2022-04-01,45528.0,46270.0,46658.0,44347.0,32948605532.135277,879144224206.3806,0.016166281618085507,45413.005914613175,43858.409503720046,1,False,False,0.016166281618085507,0,0.0,0.016166281618085507,0.0,lower,5.0,-0.0687,0.027
2022-04-02,46229.0,45842.0,47026.0,45804.0,24803837259.76474,871050305858.7916,-0.009293101446733646,45628.071792664756,44117.82156989071,1,False,False,-0.009293101446733646,0,0.0,-0.009293101446733646,0.0,lower,4.0,-0.0594,0.0261
2022-04-03,45847.0,46435.0,47322.0,45667.0,21510196790.30345,882346640419.069,0.01285278375579706,45853.92888697612,44324.37869390528,1,False,False,0.01285278375579706,0,0.0,0.01285278375579706,0.0,lower,3.0,-0.0722,0.0249
