Date,Close,state,raw_state,returns,cum_returns,portfolio_value,transaction_costs,cumulative_costs,bnh_returns,bnh_cum_returns,bnh_portfolio_value
2024-04-30,63798.0,Flat,2,0.0,0.9963268315832501,996.32683158325,0.0,4.012123577828744,0.012184673964778625,0.9307869627381751,930.786962738175
2024-05-01,60749.0,Flat,2,0.0,0.9963268315832501,996.32683158325,0.0,4.012123577828744,-0.04779146681714164,0.8863032884946456,886.3032884946456
2024-05-02,58298.0,Flat,2,0.0,0.9963268315832501,996.32683158325,0.0,4.012123577828744,-0.04034634314968144,0.8505441918823495,850.5441918823495
2024-05-03,59135.0,Flat,2,0.0,0.9963268315832501,996.32683158325,0.0,4.012123577828744,0.01435726783080038,0.8627556826471361,862.755682647136
2024-05-04,62839.0,Long,1,0.0,0.9963268315832501,996.32683158325,0.0,4.012123577828744,0.06263634057664658,0.9167955414198593,916.7955414198593
2024-05-05,63820.0,Long,1,-0.0010000000000000009,0.9953305047516668,995.3305047516668,0.9963268315832501,5.008450409411994,0.015611324177660313,0.9311079338215983,931.1079338215983
2024-05-06,64010.0,Long,1,0.016346260872330598,1.011600436836526,1011.600436836526,0.0,5.008450409411994,0.0029771231588844316,0.9338799568147996,933.8799568147996
2024-05-07,63172.0,Long,1,0.0017366271883849649,1.0133572096589185,1013.3572096589185,0.0,5.008450409411994,-0.013091704421184236,0.9216538764553119,921.6538764553119
2024-05-08,62363.0,Long,1,-0.013572187168113925,0.9996037359412699,999.60373594127,0.0,5.008450409411994,-0.012806306591527927,0.909850894342155,909.850894342155
2024-05-09,61216.0,Long,1,-0.013078104466505147,0.9865308138575213,986.5308138575213,0.0,5.008450409411994,-0.018392315956576866,0.8931166292200401,893.1166292200401
2024-05-10,63149.0,Flat,2,-0.018369082187605246,0.9684091482571673,968.4091482571673,0.0,5.008450409411994,0.031576711970726645,0.9213183157771876,921.3183157771875
2024-05-11,60888.0,Flat,2,0.02967594953258823,0.9971476092677437,997.1476092677437,0.9684091482571673,5.976859557669162,-0.03580420909278059,0.8883312421580927,888.3312421580927
2024-05-12,60777.0,Flat,2,0.0,0.9971476092677437,997.1476092677437,0.0,5.976859557669162,-0.0018230193141505202,0.8867117971462751,886.7117971462751
2024-05-13,61507.0,Flat,2,0.0,0.9971476092677437,997.1476092677437,0.0,5.976859557669162,0.012011122628625914,0.8973622012780483,897.3622012780484
2024-05-14,62879.0,Flat,2,0.0,0.9971476092677437,997.1476092677437,0.0,5.976859557669162,0.022306404149121217,0.9173791252079015,917.3791252079016
2024-05-15,61569.0,Long,1,0.0,0.9971476092677437,997.1476092677437,0.0,5.976859557669162,-0.020833664657516793,0.898266756149514,898.266756149514
2024-05-16,66221.0,Long,1,-0.0010000000000000009,0.9961504616584761,996.150461658476,0.9971476092677438,6.9740071669369055,0.07555750458834809,0.9661375506988414,966.1375506988414
2024-05-17,65261.0,Long,1,0.07619434514137136,1.0720514937468184,1072.0514937468183,0.0,6.9740071669369055,-0.014496911855755745,0.9521315397858245,952.1315397858245
2024-05-18,67053.0,Long,1,-0.015295414395506413,1.055654021896639,1055.654021896639,0.0,6.9740071669369055,0.027458972433765938,0.9782760934901226,978.2760934901225
2024-05-19,66913.0,Long,1,0.028259936211972425,1.0854867372173502,1085.4867372173503,0.0,6.9740071669369055,-0.0020879006159306712,0.9762335502319743,976.2335502319743
2024-05-20,66253.0,Long,1,-0.0017745567336224788,1.0835604794185634,1083.5604794185633,0.0,6.9740071669369055,-0.00986355416735163,0.9666044177292753,966.6044177292753
2024-05-21,71430.0,Long,1,-0.009964146997311185,1.0727637235211598,1072.7637235211598,0.0,6.9740071669369055,0.07813985781775923,1.0421347494966589,1042.1347494966587
2024-05-22,70190.0,Long,1,0.07832752402939347,1.156790649853125,1156.7906498531252,0.0,6.9740071669369055,-0.01735965280694385,1.0240436520673455,1024.0436520673454
2024-05-23,69181.0,Long,1,-0.018540803761334268,1.135342821421252,1135.342821421252,0.0,6.9740071669369055,-0.014375267132070046,1.0093227510139768,1009.3227510139768
2024-05-24,67906.0,Long,1,-0.014457006800781325,1.1189291625307467,1118.9291625307467,0.0,6.9740071669369055,-0.018429915728306878,0.9907210177701263,990.7210177701263
2024-05-25,68540.0,Long,1,-0.01717179023508153,1.0997151456638532,1099.7151456638533,0.0,6.9740071669369055,0.009336435661060793,0.9999708208105977,999.9708208105977
2024-05-26,69268.0,Long,1,0.00852247637551895,1.1090874420125738,1109.0874420125738,0.0,6.9740071669369055,0.01062153487014883,1.010592045752969,1010.5920457529689
2024-05-27,68509.0,Long,1,0.011500795423033727,1.121842829789416,1121.842829789416,0.0,6.9740071669369055,-0.01095744066524229,0.9995185433748649,999.5185433748649
2024-05-28,69367.0,Long,1,-0.011528749729456833,1.1089093845689884,1108.9093845689883,0.0,6.9740071669369055,0.012523901969084372,1.0120364156283737,1012.0364156283737
2024-05-29,68317.0,Long,1,0.013064549090590516,1.1233967856607063,1123.3967856607064,0.0,6.9740071669369055,-0.015136880649300077,0.9967173411922615,996.7173411922615
2024-05-30,67577.0,Long,1,-0.015835506692987167,1.105607228342496,1105.607228342496,0.0,6.9740071669369055,-0.01083185737078618,0.9859210411134777,985.9210411134777
2024-05-31,68372.0,Long,1,-0.010761031887792427,1.0937097537029286,1093.7097537029285,0.0,6.9740071669369055,0.01176435769566564,0.9975197689008197,997.5197689008197
2024-06-01,67475.0,Long,1,0.011780898959551367,1.1065946378023788,1106.5946378023787,0.0,6.9740071669369055,-0.013119405604633427,0.9844329024539696,984.4329024539696
2024-06-02,67704.0,Long,1,-0.012901715840439865,1.0923176682348978,1092.3176682348978,0.0,6.9740071669369055,0.0033938495739163077,0.9877739196405122,987.7739196405122
2024-06-03,67740.0,Long,1,0.0036751085490731583,1.0963320542357318,1096.3320542357317,0.0,6.9740071669369055,0.0005317263381778847,0.9882991450497502,988.2991450497502
2024-06-04,68808.0,Long,1,0.00031005920654370023,1.0966719820825765,1096.6719820825765,0.0,6.9740071669369055,0.015766164747564204,1.0038808321904815,1003.8808321904816
2024-06-05,70600.0,Long,1,0.015645756457564497,1.1138302448280752,1113.8302448280751,0.0,6.9740071669369055,0.026043483315893567,1.0300253858947797,1030.0253858947797
2024-06-06,71185.0,Long,1,0.025170760063944142,1.1418661986726066,1141.8661986726067,0.0,6.9740071669369055,0.008286118980169954,1.0385602987948992,1038.5602987948992
2024-06-07,70760.0,Long,1,0.007258087380567657,1.150153963319489,1150.153963319489,0.0,6.9740071669369055,-0.005970358923930608,1.032359721046949,1032.359721046949
2024-06-08,69325.0,Long,1,-0.003940664846454833,1.1456215920282253,1145.6215920282252,0.0,6.9740071669369055,-0.02027981910684007,1.011423652650929,1011.4236526509291
2024-06-09,69315.0,Long,1,-0.0202758074999293,1.1223931891604984,1122.3931891604984,0.0,6.9740071669369055,-0.00014424810674362742,1.0112777567039184,1011.2777567039184
2024-06-10,69654.0,Long,1,-0.000490344539148313,1.1218428297894163,1121.8428297894163,0.0,6.9740071669369055,0.0048907162951741245,1.0162236293075775,1016.2236293075774
2024-06-11,69493.0,Long,1,0.004963566842219214,1.1274111716615405,1127.4111716615405,0.0,6.9740071669369055,-0.002311425043787896,1.0138747045607068,1013.8747045607068
2024-06-12,67329.0,Long,1,-0.0018521443236801938,1.1253230434594939,1125.3230434594939,0.0,6.9740071669369055,-0.031139827032938605,0.9823028216276147,982.3028216276148
2024-06-13,68225.0,Flat,2,-0.032091484464902065,1.089209756492317,1089.2097564923172,0.0,6.9740071669369055,0.013307787134815507,0.9953750984797637,995.3750984797637
2024-06-14,66700.0,Flat,2,0.013281680512416738,1.1036762924890555,1103.6762924890554,1.089209756492317,8.063216923429223,-0.02235251007695127,0.9731259665606484,973.1259665606484
2024-06-15,66011.0,Flat,2,0.0,1.1036762924890555,1103.6762924890554,0.0,8.063216923429223,-0.010329835082458771,0.9630737358116186,963.0737358116186
2024-06-16,66190.0,Flat,2,0.0,1.1036762924890555,1103.6762924890554,0.0,8.063216923429223,0.0027116692672433107,0.9656852732631082,965.6852732631081
2024-06-17,66616.0,Flat,2,0.0,1.1036762924890555,1103.6762924890554,0.0,8.063216923429223,0.0064360175253059815,0.9719004406057594,971.9004406057594
2024-06-18,66460.0,Flat,2,0.0,1.1036762924890555,1103.6762924890554,0.0,8.063216923429223,-0.002341779752611961,0.9696244638323942,969.6244638323942
2024-06-19,65109.0,Flat,2,0.0,1.1036762924890555,1103.6762924890554,0.0,8.063216923429223,-0.020328016852241948,0.9499139213912632,949.9139213912632
2024-06-20,64907.0,Flat,2,0.0,1.1036762924890555,1103.6762924890554,0.0,8.063216923429223,-0.003102489671166775,0.9469668232616493,946.9668232616493
2024-06-21,64845.0,Flat,2,0.0,1.1036762924890555,1103.6762924890554,0.0,8.063216923429223,-0.0009552128429907158,0.9460622683901836,946.0622683901836
2024-06-22,64072.0,Flat,2,0.0,1.1036762924890555,1103.6762924890554,0.0,8.063216923429223,-0.011920734058138649,0.9347845116862649,934.7845116862649
2024-06-23,64240.0,Flat,2,0.0,1.1036762924890555,1103.6762924890554,0.0,8.063216923429223,0.0026220501935323437,0.9372355635960429,937.2355635960429
2024-06-24,63221.0,Flat,2,0.0,1.1036762924890555,1103.6762924890554,0.0,8.063216923429223,-0.015862391033623857,0.9223687665956636,922.3687665956636
2024-06-25,60363.0,Flat,2,0.0,1.1036762924890555,1103.6762924890554,0.0,8.063216923429223,-0.045206497840907245,0.8806717049400364,880.6717049400364
2024-06-26,61770.0,Flat,2,0.0,1.1036762924890555,1103.6762924890554,0.0,8.063216923429223,0.02330898066696485,0.9011992646844267,901.1992646844267
2024-06-27,60750.0,Flat,2,0.0,1.1036762924890555,1103.6762924890554,0.0,8.063216923429223,-0.01651287032540072,0.8863178780893463,886.3178780893462
2024-06-28,61563.0,Flat,2,0.0,1.1036762924890555,1103.6762924890554,0.0,8.063216923429223,0.013382716049382681,0.8981792185813073,898.1792185813073
2024-06-29,60317.0,Flat,2,0.0,1.1036762924890555,1103.6762924890554,0.0,8.063216923429223,-0.020239429527475927,0.8800005835837875,880.0005835837875
2024-06-30,60864.0,Flat,2,0.0,1.1036762924890555,1103.6762924890554,0.0,8.063216923429223,0.009068753419434028,0.887981091885267,887.981091885267
2024-07-01,62734.0,Flat,2,0.0,1.1036762924890555,1103.6762924890554,0.0,8.063216923429223,0.03072423764458465,0.9152636339762477,915.2636339762477
2024-07-02,62820.0,Flat,2,0.0,1.1036762924890555,1103.6762924890554,0.0,8.063216923429223,0.0013708674721841785,0.9165183391205388,916.5183391205388
2024-07-03,62043.0,Flat,2,0.0,1.1036762924890555,1103.6762924890554,0.0,8.063216923429223,-0.012368672397325642,0.9051822240378159,905.1822240378159
2024-07-04,60245.0,Flat,2,0.0,1.1036762924890555,1103.6762924890554,0.0,8.063216923429223,-0.028979901036378042,0.8789501327653114,878.9501327653114
2024-07-05,57189.0,Flat,2,0.0,1.1036762924890555,1103.6762924890554,0.0,8.063216923429223,-0.05072620134450989,0.8343643313588746,834.3643313588746
2024-07-06,56740.0,Flat,2,0.0,1.1036762924890555,1103.6762924890554,0.0,8.063216923429223,-0.00785116018814802,0.8278136033380991,827.813603338099
2024-07-07,58230.0,Flat,2,0.0,1.1036762924890555,1103.6762924890554,0.0,8.063216923429223,0.026260133944307373,0.8495520994426773,849.5520994426773
2024-07-08,55880.0,Flat,2,0.0,1.1036762924890555,1103.6762924890554,0.0,8.063216923429223,-0.04035720419027988,0.8152665518951882,815.2665518951882
2024-07-09,56665.0,Flat,2,0.0,1.1036762924890555,1103.6762924890554,0.0,8.063216923429223,0.014047959914101682,0.8267193837355197,826.7193837355197
2024-07-10,57988.0,Flat,2,0.0,1.1036762924890555,1103.6762924890554,0.0,8.063216923429223,0.023347745521927088,0.846021417525021,846.021417525021
2024-07-11,57704.0,Flat,2,0.0,1.1036762924890555,1103.6762924890554,0.0,8.063216923429223,-0.004897565013451066,0.8418779726299203,841.8779726299202
2024-07-12,57388.0,Flat,2,0.0,1.1036762924890555,1103.6762924890554,0.0,8.063216923429223,-0.005476223485373577,0.8372676607043856,837.2676607043857
2024-07-13,57899.0,Flat,2,0.0,1.1036762924890555,1103.6762924890554,0.0,8.063216923429223,0.008904300550637734,0.8447229435966268,844.7229435966268
2024-07-14,59153.0,Long,1,0.0,1.1036762924890555,1103.6762924890554,0.0,8.063216923429223,0.02165840515380224,0.863018295351755,863.018295351755
2024-07-15,60942.0,Long,1,-0.001000000000000112,1.1025726161965663,1102.5726161965663,1.1036762924890555,9.166893215918279,0.030243605565229092,0.8891190802719499,889.1190802719499
2024-07-16,64835.0,Long,1,0.024036189318749512,1.129074260337136,1129.074260337136,0.0,9.166893215918279,0.06388041088247842,0.9459163724431733,945.9163724431733
2024-07-17,65162.0,Long,1,0.06866882046548417,1.206606458012426,1206.606458012426,0.0,9.166893215918279,0.005043572144674879,0.9506871699104196,950.6871699104196
2024-07-18,64136.0,Long,1,0.0026837770305703224,1.2098447207093774,1209.8447207093775,0.0,9.166893215918279,-0.015745373070194302,0.9357182457471328,935.7182457471328
2024-07-19,63960.0,Long,1,-0.013952128968742428,1.1929648111338882,1192.9648111338881,0.0,9.166893215918279,-0.002744168641636513,0.9331504770797464,933.1504770797465
2024-07-20,66690.0,Long,1,-0.0019500475811610185,1.1906384729895263,1190.6384729895262,0.0,9.166893215918279,0.04268292682926833,0.9729800706136381,972.9800706136381
2024-07-21,67206.0,Long,1,0.04273477554082783,1.2415201408830077,1241.5201408830076,0.0,9.166893215918279,0.007737291947818248,0.9805083014793846,980.5083014793846
2024-07-22,68088.0,Long,1,0.0064158297106879925,1.2494855226893022,1249.4855226893023,0.0,9.166893215918279,0.013123828229622436,0.993376324005719,993.376324005719
2024-07-23,67608.0,Long,1,0.015341535345110069,1.2686545489988437,1268.6545489988437,0.0,9.166893215918279,-0.0070497003877335596,0.9863733185492105,986.3733185492105
2024-07-24,65942.0,Long,1,-0.009065837343034788,1.257153133213119,1257.153133213119,0.0,9.166893215918279,-0.024642054194769836,0.9620670537772459,962.0670537772459
2024-07-25,65404.0,Long,1,-0.02430792005921545,1.2265943553487824,1226.5943553487823,0.0,9.166893215918279,-0.008158684904916447,0.9542178518280761,954.217851828076
2024-07-26,65750.0,Long,1,-0.008238757055289203,1.2164887424496746,1216.4887424496746,0.0,9.166893215918279,0.005290196318268103,0.9592658515946426,959.2658515946426
2024-07-27,67920.0,Long,1,0.006746729901323301,1.224696063422983,1224.6960634229831,0.0,9.166893215918279,0.03300380228136879,0.9909252720959411,990.9252720959411
2024-07-28,68055.0,Long,1,0.03235267300854017,1.2643182546977532,1264.3182546977532,0.0,9.166893215918279,0.0019876325088339364,0.9928948673805841,992.8948673805841
2024-07-29,68242.0,Long,1,-0.0023257525575919313,1.2613777632832799,1261.3777632832798,0.0,9.166893215918279,0.0027477775328779153,0.9956231215896822,995.6231215896822
2024-07-30,66770.0,Long,1,0.007141065553211368,1.2703853445782487,1270.3853445782488,0.0,9.166893215918279,-0.02157029395387,0.9741472381897232,974.1472381897231
2024-07-31,66219.0,Long,1,-0.021227347973220456,1.2434184328088067,1243.4184328088068,0.0,9.166893215918279,-0.00825220907593227,0.9661083715094395,966.1083715094395
2024-08-01,64680.0,Long,1,-0.00927977010117953,1.231879795612772,1231.879795612772,0.0,9.166893215918279,-0.023241063743034474,0.9436549852645094,943.6549852645094
2024-08-02,65358.0,Flat,2,-0.02424764321972439,1.2020096138391667,1202.0096138391666,0.0,9.166893215918279,0.010482374768089109,0.9535467304718276,953.5467304718276
2024-08-03,61407.0,Flat,2,0.010813522845154466,1.2150075722585119,1215.0075722585118,1.2020096138391667,10.368902829757445,-0.060451666207656296,0.8959032418079427,895.9032418079427
2024-08-04,60739.0,Flat,2,0.0,1.2150075722585119,1215.0075722585118,0.0,10.368902829757445,-0.010878238637288873,0.8861573925476351,886.1573925476351
2024-08-05,58006.0,Flat,2,0.0,1.2150075722585119,1215.0075722585118,0.0,10.368902829757445,-0.044995801708951455,0.8462840302296403,846.2840302296403
2024-08-06,53956.0,Flat,2,0.0,1.2150075722585119,1215.0075722585118,0.0,10.368902829757445,-0.06982036341068165,0.7871961716903505,787.1961716903505
2024-08-07,55960.0,Flat,2,0.0,1.2150075722585119,1215.0075722585118,0.0,10.368902829757445,0.03714137445325827,0.8164337194712732,816.4337194712732
2024-08-08,55100.0,Flat,2,0.0,1.2150075722585119,1215.0075722585118,0.0,10.368902829757445,-0.015368120085775594,0.8038866680283623,803.8866680283622
2024-08-09,60913.0,Flat,2,0.0,1.2150075722585119,1215.0075722585118,0.0,10.368902829757445,0.1054990925589836,0.8886959820256194,888.6959820256194
2024-08-10,60888.0,Flat,2,0.0,1.2150075722585119,1215.0075722585118,0.0,10.368902829757445,-0.0004104214207147905,0.8883312421580929,888.3312421580929
2024-08-11,58804.0,Flat,2,0.0,1.2150075722585119,1215.0075722585118,0.0,10.368902829757445,-0.034226777033241396,0.8579265268010855,857.9265268010855
2024-08-12,59350.0,Flat,2,0.0,1.2150075722585119,1215.0075722585118,0.0,10.368902829757445,0.00928508264743888,0.8658924455078638,865.8924455078638
2024-08-13,60601.0,Flat,2,0.0,1.2150075722585119,1215.0075722585118,0.0,10.368902829757445,0.021078348778432954,0.8841440284788888,884.1440284788888
2024-08-14,58739.0,Flat,2,0.0,1.2150075722585119,1215.0075722585118,0.0,10.368902829757445,-0.030725565584726278,0.8569782031455166,856.9782031455167
2024-08-15,57624.0,Flat,2,0.0,1.2150075722585119,1215.0075722585118,0.0,10.368902829757445,-0.018982277532814673,0.8407108050538357,840.7108050538357
2024-08-16,58882.0,Flat,2,0.0,1.2150075722585119,1215.0075722585118,0.0,10.368902829757445,0.021831181452172777,0.8590645151877682,859.0645151877682
2024-08-17,59431.0,Flat,2,0.0,1.2150075722585119,1215.0075722585118,0.0,10.368902829757445,0.009323732210183122,0.8670742026786497,867.0742026786496
2024-08-18,58438.0,Flat,2,0.0,1.2150075722585119,1215.0075722585118,0.0,10.368902829757445,-0.016708451818074788,0.8525867351404979,852.5867351404979
2024-08-19,59575.0,Flat,2,0.0,1.2150075722585119,1215.0075722585118,0.0,10.368902829757445,0.01945651801909709,0.8691751043156021,869.1751043156021
2024-08-20,59060.0,Flat,2,0.0,1.2150075722585119,1215.0075722585118,0.0,10.368902829757445,-0.008644565673520788,0.8616614630445566,861.6614630445566
2024-08-21,61145.0,Long,1,0.0,1.2150075722585119,1215.0075722585118,0.0,10.368902829757445,0.03530308161191997,0.8920807679962649,892.0807679962649
2024-08-22,60388.0,Long,1,-0.0009999999999998899,1.2137925646862533,1213.7925646862534,1.2150075722585119,11.583910402015958,-0.012380407228718582,0.8810364448075632,881.0364448075632
2024-08-23,64050.0,Long,1,-0.013027984830652484,1.1979792935659621,1197.979293565962,0.0,11.583910402015958,0.060641186990792795,0.9344635406028419,934.4635406028418
2024-08-24,64157.0,Long,1,0.061610824955696586,1.2717877861224036,1271.7877861224035,0.0,11.583910402015958,0.001670569867291194,0.9360246272358552,936.0246272358552
2024-08-25,64266.0,Long,1,0.0013728763319240667,1.273533793473201,1273.533793473201,0.0,11.583910402015958,0.00169895724550706,0.9376148930582706,937.6148930582706
2024-08-26,62923.0,Long,1,0.0015423683923536657,1.2754980517428485,1275.4980517428485,0.0,11.583910402015958,-0.020897519683814147,0.9180210673747481,918.0210673747481
2024-08-27,59527.0,Flat,2,-0.02199545779796519,1.2474428881743518,1247.4428881743518,0.0,11.583910402015958,-0.05397072612558207,0.868474803769951,868.474803769951
2024-08-28,59015.0,Flat,2,-0.056159689527929824,1.1773868828706562,1177.386882870656,1.2474428881743518,12.83135329019031,-0.008601138978950762,0.8610049312830087,861.0049312830087
2024-08-29,59352.0,Flat,2,0.0,1.1773868828706562,1177.386882870656,0.0,12.83135329019031,0.005710412606964255,0.8659216246972656,865.9216246972657
2024-08-30,59156.0,Flat,2,0.0,1.1773868828706562,1177.386882870656,0.0,12.83135329019031,-0.0033023318506537613,0.863062064135858,863.062064135858
2024-08-31,58960.0,Flat,2,0.0,1.1773868828706562,1177.386882870656,0.0,12.83135329019031,-0.003313273378862669,0.8602025035744504,860.2025035744504
2024-09-01,57358.0,Flat,2,0.0,1.1773868828706562,1177.386882870656,0.0,12.83135329019031,-0.02717096336499325,0.8368299728633535,836.8299728633535
2024-09-02,59109.0,Flat,2,0.0,1.1773868828706562,1177.386882870656,0.0,12.83135329019031,0.03052756372258436,0.862376353184908,862.376353184908
2024-09-03,57505.0,Flat,2,0.0,1.1773868828706562,1177.386882870656,0.0,12.83135329019031,-0.02713630749970397,0.8389746432844091,838.9746432844091
2024-09-04,57988.0,Flat,2,0.0,1.1773868828706562,1177.386882870656,0.0,12.83135329019031,0.008399269628727835,0.8460214175250206,846.0214175250205
2024-09-05,56132.0,Flat,2,0.0,1.1773868828706562,1177.386882870656,0.0,12.83135329019031,-0.03200662205973648,0.8189431297598547,818.9431297598547
2024-09-06,53923.0,Flat,2,0.0,1.1773868828706562,1177.386882870656,0.0,12.83135329019031,-0.03935366635787074,0.786714715065215,786.7147150652149
2024-09-07,54151.0,Flat,2,0.0,1.1773868828706562,1177.386882870656,0.0,12.83135329019031,0.004228251395508309,0.7900411426570564,790.0411426570564
2024-09-08,54792.0,Flat,2,0.0,1.1773868828706562,1177.386882870656,0.0,12.83135329019031,0.011837269856512345,0.7993930728604354,799.3930728604354
2024-09-09,57049.0,Flat,2,0.0,1.1773868828706562,1177.386882870656,0.0,12.83135329019031,0.041192144838662514,0.8323217881007259,832.3217881007258
2024-09-10,57624.0,Flat,2,0.0,1.1773868828706562,1177.386882870656,0.0,12.83135329019031,0.010079054847587088,0.8407108050538349,840.7108050538349
2024-09-11,57382.0,Flat,2,0.0,1.1773868828706562,1177.386882870656,0.0,12.83135329019031,-0.004199639039289216,0.8371801231361785,837.1801231361785
2024-09-12,58107.0,Long,1,0.0,1.1773868828706562,1177.386882870656,0.0,12.83135329019031,0.012634624098149194,0.8477575792944464,847.7575792944464
2024-09-13,60621.0,Long,1,-0.0010000000000000009,1.1762094959877853,1176.2094959877854,1.1773868828706562,14.008740173060966,0.04326501110021175,0.8844358203729092,884.4358203729092
2024-09-14,60003.0,Long,1,0.04124030474487084,1.2247167340461327,1224.7167340461326,0.0,14.008740173060966,-0.010194487058939994,0.8754194508476546,875.4194508476546
2024-09-15,59215.0,Long,1,-0.008770336113634425,1.2139755566445554,1213.9755566445554,0.0,14.008740173060966,-0.013132676699498358,0.8639228502232199,863.9228502232199
2024-09-16,58211.0,Long,1,-0.014529943013296909,1.1963365609869745,1196.3365609869745,0.0,14.008740173060966,-0.016955163387655126,0.8492748971433565,849.2748971433565
2024-09-17,60317.0,Long,1,-0.016012309357140486,1.1771804498771934,1177.1804498771935,0.0,14.008740173060966,0.03617872910618258,0.8800005835837871,880.000583583787
2024-09-18,61440.0,Long,1,0.036515164533035493,1.220165387689532,1220.165387689532,0.0,14.008740173060966,0.01861829998176301,0.8963846984330766,896.3846984330766
2024-09-19,62967.0,Long,1,0.024983421750663037,1.2506492941757408,1250.6492941757408,0.0,14.008740173060966,0.024853515625000044,0.918663009541594,918.663009541594
2024-09-20,63128.0,Long,1,0.018584113736716867,1.2738915029034474,1273.8915029034474,0.0,14.008740173060966,0.002556894881445837,0.9210119342884645,921.0119342884645
2024-09-21,63403.0,Long,1,0.003842733739837456,1.2787867287625467,1278.7867287625468,0.0,14.008740173060966,0.004356228614877722,0.9250240728312558,925.0240728312558
2024-09-22,63583.0,Long,1,0.0029738365655351817,1.2825896314960619,1282.5896314960619,0.0,14.008740173060966,0.002838982382537214,0.9276501998774466,927.6501998774465
