Date,Price,ST_StrongBull_USD,ST_WeakBull_USD,ST_Neutral_USD,ST_WeakBear_USD,ST_StrongBear_USD,MT_StrongBull_USD,MT_WeakBull_USD,MT_Neutral_USD,MT_WeakBear_USD,MT_StrongBear_USD,LT_StrongBull_USD,LT_WeakBull_USD,LT_Neutral_USD,LT_WeakBear_USD,LT_StrongBear_USD,OV_StrongBull_USD,OV_WeakBull_USD,OV_Neutral_USD,OV_WeakBear_USD,OV_StrongBear_USD,ST_StrongBull_BTC,ST_WeakBull_BTC,ST_Neutral_BTC,ST_WeakBear_BTC,ST_StrongBear_BTC,MT_StrongBull_BTC,MT_WeakBull_BTC,MT_Neutral_BTC,MT_WeakBear_BTC,MT_StrongBear_BTC,LT_StrongBull_BTC,LT_WeakBull_BTC,LT_Neutral_BTC,LT_WeakBear_BTC,LT_StrongBear_BTC,OV_StrongBull_BTC,OV_WeakBull_BTC,OV_Neutral_BTC,OV_WeakBear_BTC,OV_StrongBear_BTC,RSI_Oversold_USD,RSI_Overbought_USD,RSI_Bullish_USD,RSI_Bearish_USD,RSI_Oversold_BTC,RSI_Overbought_BTC,RSI_Bullish_BTC,RSI_Bearish_BTC,VOL_Low,VOL_High,SSR_RiskOn,SSR_RiskOff,ShortTerm_USD,MediumTerm_USD,LongTerm_USD,Overall_USD,ShortTerm_BTC,MediumTerm_BTC,LongTerm_BTC,Overall_BTC
2015-08-07,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,1.0,0.0,0.0,0.0,,,,,,,,
2015-08-08,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0.0,1.0,0.0,0.0,,,,,,,,
2015-08-09,1.008793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,1.0,0.0,0.0,0.0,,,,,,,,
2015-08-10,0.687586,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,1.0,0.0,0.0,0.0,-2.0,,,,,,,
2015-08-11,1.067,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,
2015-08-12,1.26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,
2015-08-13,1.83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,1.0,0.0,0.0,0.0,2.0,,,,,,,
2015-08-14,1.83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,1.0,0.0,0.0,0.0,1.0,,,,,,,
2015-08-15,1.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,1.0,0.0,0.0,0.0,1.0,,,,,,,
2015-08-16,1.48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,
2015-08-17,1.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,1.0,0.0,0.0,0.0,-1.0,,,,,,,
2015-08-18,1.28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,1.0,0.0,0.0,0.0,-1.0,,,,,,,
2015-08-19,1.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0.0,1.0,0.0,0.0,-1.0,,,,,,,
2015-08-20,1.48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,,
2015-08-21,1.41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,
2015-08-22,1.38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,1.0,0.0,0.0,0.0,1.0,,,,,,,
2015-08-23,1.36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,
2015-08-24,1.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,,
2015-08-25,1.16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0.0,1.0,0.0,0.0,-1.0,,,,,,,
2015-08-26,1.12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,1.0,0.0,0.0,0.0,-2.0,,,,,,,
2015-08-27,1.13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,,,,,1.0,0.0,0.0,0.0,-2.0,,,,,,,
2015-08-28,1.19,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,,,,,1.0,0.0,0.0,0.0,0.0,-2.0,,,,,,
2015-08-29,1.17,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,1.0,0.0,0.0,0.0,0.0,-2.0,,,,,,
2015-08-30,1.32,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,1.0,0.0,0.0,0.0,0.0,2.0,,,,,,
2015-08-31,1.35,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,1.0,0.0,0.0,0.0,2.0,2.0,,,,,,
2015-09-01,1.35,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,1.0,0.0,0.0,0.0,2.0,0.0,,,,,,
2015-09-02,1.28,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2015-09-03,1.26,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,1.0,0.0,0.0,0.0,0.0,-2.0,,,,,,
2015-09-04,1.27,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,1.0,0.0,0.0,0.0,0.0,-2.0,,,,,,
2015-09-05,1.33,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2015-09-06,1.3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2015-09-07,1.26,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,1.0,0.0,0.0,0.0,-1.0,0.0,,,,,,
2015-09-08,1.24,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,1.0,0.0,0.0,0.0,-1.0,0.0,,,,,,
2015-09-09,1.21,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,1.0,0.0,0.0,0.0,-1.0,0.0,,,,,,
2015-09-10,1.17,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,1.0,0.0,0.0,0.0,-1.0,0.0,,,,,,
2015-09-11,0.976509,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,1.0,0.0,0.0,0.0,-2.0,-2.0,,,,,,
2015-09-12,1.038,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,1.0,0.0,0.0,0.0,-2.0,-2.0,,,,,,
2015-09-13,0.938652,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,,,,,1.0,0.0,0.0,0.0,-2.0,-2.0,,,,,,
2015-09-14,0.874023,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,,,,,1.0,0.0,0.0,0.0,-2.0,-2.0,,,,,,
2015-09-15,0.941823,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,,,,,1.0,0.0,0.0,0.0,-1.0,-2.0,,,,,,
2015-09-16,0.90322,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,,,,,1.0,0.0,0.0,0.0,-2.0,-2.0,,,,,,
2015-09-17,0.883079,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,,,,,1.0,0.0,0.0,0.0,-1.0,-2.0,,,,,,
2015-09-18,0.846071,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,,,,,1.0,0.0,0.0,0.0,-2.0,-2.0,,,,,,
2015-09-19,0.882104,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,,,,,1.0,0.0,0.0,0.0,-1.0,-2.0,,,,,,
2015-09-20,0.936328,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,,,,,1.0,0.0,0.0,0.0,0.0,-2.0,,,,,,
2015-09-21,0.901093,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,,,,,1.0,0.0,0.0,0.0,0.0,-2.0,,,,,,
2015-09-22,0.897142,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,,,,,1.0,0.0,0.0,0.0,0.0,-2.0,,,,,,
2015-09-23,0.894048,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,,,,,1.0,0.0,0.0,0.0,-1.0,-2.0,,,,,,
2015-09-24,0.816037,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,,,,,1.0,0.0,0.0,0.0,-2.0,-1.0,,,,,,
2015-09-25,0.740519,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,1.0,0.0,0.0,0.0,-2.0,-2.0,,,,,,
2015-09-26,0.777801,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,1.0,0.0,0.0,0.0,-2.0,-2.0,,,,,,
2015-09-27,0.721358,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,1.0,0.0,0.0,0.0,-2.0,-2.0,,,,,,
2015-09-28,0.583057,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,,,,,1.0,0.0,0.0,0.0,-2.0,-2.0,,,,,,
2015-09-29,0.657832,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,,,,,1.0,0.0,0.0,0.0,-1.0,-2.0,,,,,,
2015-09-30,0.734763,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,1.0,0.0,0.0,0.0,0.0,-2.0,,,,,,
2015-10-01,0.685812,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,1.0,0.0,0.0,0.0,-1.0,-2.0,,,,,,
2015-10-02,0.676222,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,1.0,0.0,0.0,0.0,-1.0,-2.0,,,,,,
2015-10-03,0.687476,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,1.0,0.0,0.0,0.0,0.0,-2.0,,,,,,
2015-10-04,0.667547,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,,,,,1.0,0.0,0.0,0.0,-1.0,-2.0,,,,,,
2015-10-05,0.628255,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,,,,,1.0,0.0,0.0,0.0,-1.0,-2.0,,,,,,
2015-10-06,0.645658,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,1.0,0.0,0.0,0.0,-2.0,-2.0,,,,,,
2015-10-07,0.610013,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,1.0,0.0,0.0,0.0,-2.0,-2.0,,,,,,
2015-10-08,0.623483,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,1.0,0.0,0.0,0.0,-2.0,-2.0,,,,,,
2015-10-09,0.650769,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,1.0,0.0,0.0,0.0,0.0,-2.0,,,,,,
2015-10-10,0.629795,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,1.0,0.0,0.0,0.0,0.0,-2.0,,,,,,
2015-10-11,0.637044,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,1.0,0.0,0.0,0.0,0.0,-2.0,,,,,,
2015-10-12,0.628787,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,1.0,0.0,0.0,0.0,0.0,-2.0,,,,,,
2015-10-13,0.602627,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,1.0,0.0,0.0,0.0,-2.0,-2.0,,,,,,
2015-10-14,0.517689,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,,,,,1.0,0.0,0.0,0.0,-2.0,-2.0,,,,,,
2015-10-15,0.561499,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,1.0,0.0,0.0,0.0,-1.0,-2.0,,,,,,
2015-10-16,0.533148,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,1.0,0.0,0.0,0.0,-2.0,-2.0,,,,,,
2015-10-17,0.549028,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,1.0,0.0,0.0,0.0,-1.0,-2.0,,,,,,
2015-10-18,0.518445,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,1.0,0.0,0.0,0.0,-2.0,-2.0,,,,,,
2015-10-19,0.487067,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,1.0,0.0,0.0,0.0,-2.0,-2.0,,,,,,
2015-10-20,0.432979,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,,,,,1.0,0.0,0.0,0.0,-2.0,-2.0,,,,,,
2015-10-21,0.439769,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,1,,,,,1.0,0.0,0.0,0.0,-2.0,-2.0,,,,,,
2015-10-22,0.565462,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,1.0,0.0,0.0,0.0,1.0,-2.0,,,,,,
2015-10-23,0.540738,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,1.0,0.0,0.0,0.0,1.0,-2.0,,,,,,
2015-10-24,0.568574,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,1.0,0.0,0.0,0.0,1.0,-2.0,,,,,,
2015-10-25,0.631939,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,
2015-10-26,0.743958,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,1.0,0.0,0.0,0.0,2.0,0.0,,,,,,
2015-10-27,0.854455,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,1.0,0.0,0.0,0.0,2.0,0.0,,,,,,
2015-10-28,1.01,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,,,,,0.0,1.0,0.0,0.0,2.0,1.0,,,,,,
2015-10-29,1.16,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,,,,,0.0,1.0,0.0,0.0,2.0,2.0,,,,,,
2015-10-30,1.042,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,,,,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,
2015-10-31,0.907092,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,0.0,1.0,0.0,0.0,0.0,1.0,-2.0,0.0,,,,
2015-11-01,1.059,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,,,,,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,,,,
2015-11-02,0.955046,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,
2015-11-03,1.002,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,
2015-11-04,0.901809,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,0.0,1.0,0.0,0.0,-1.0,0.0,-2.0,-1.0,,,,
2015-11-05,0.906601,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,0.0,1.0,0.0,0.0,-1.0,1.0,-2.0,0.0,,,,
2015-11-06,0.909442,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,0.0,1.0,0.0,0.0,0.0,1.0,-2.0,0.0,,,,
2015-11-07,0.922482,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,
2015-11-08,1.03,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,
2015-11-09,0.995803,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,,,,
2015-11-10,0.934834,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,
2015-11-11,0.788761,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,0.0,1.0,0.0,0.0,-2.0,1.0,-2.0,-1.0,,,,
2015-11-12,0.900742,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,,,,
2015-11-13,0.904082,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,,,,
2015-11-14,0.884229,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,,,,
2015-11-15,0.910826,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,
2015-11-16,0.933841,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,
2015-11-17,0.995273,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,,,,
2015-11-18,0.994429,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,,,,
2015-11-19,0.951471,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,
2015-11-20,0.926803,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,
2015-11-21,0.973572,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,,,,
2015-11-22,0.964739,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,
2015-11-23,0.94522,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,
2015-11-24,0.899361,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,1.0,0.0,0.0,0.0,-2.0,0.0,0.0,-1.0,,,,
2015-11-25,0.867707,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,,,,
2015-11-26,0.894875,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,,,,
2015-11-27,0.870713,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,-1.0,,,,
2015-11-28,0.917399,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
