,Date,Open,High,Low,Close,Volume,dxy,creditSpreads,realGDP,kalman_close,kalman_smooth,close_kalman_diff,close_slope,kalman_smooth_slope,RSI14,log,log_return,log_return_90,log_return_30,log_return_7,ln_volume,lnrange,lncreditSpreads,lnrealGDP,ln_atr,hidden_state,state,unfav,signal,position,open_return,strategy_return,trade,cum_strategy_return,cum_buy_hold_return
790,2024-03-08,0.929258,0.951031,0.883362,0.90842,481518.1557738987,102.73999786376952,3.26,23053.545,1.093079450223211,0.9370881156700953,3.67101198373445,0.367344,3.3634838972484573,2.500274321774393,1.465819390934471,0.24734444186033383,1.1975245316603247,2.526768773212814,2.273138842648559,0.964713669254669,-0.18808071115070174,1.1817271953786161,10.045574832694832,1.4257450285421323,1,Long,0.0,Long,1,-0.02059600240191639,-0.02059600240191639,0,1.4224507940909743,1.2411204136912093
791,2024-03-09,0.910119,0.92008,0.838736,0.846724,398302.9205786976,102.73999786376952,3.26,23053.545,1.163611376589394,0.9942026871575549,2.613614165548769,0.09153100000000003,3.362218508030806,1.8756224633260727,1.3906172826896572,0.5834824792908623,1.0596334418079238,2.2660841911669154,0.5087430898234567,0.7885337077900091,0.0280885262769463,1.1817271953786161,10.045574832694832,1.4487020844115335,1,Long,0.0,Long,1,-0.07030948700115036,-0.07030948700115036,0,1.2521295214729085,1.0835483870967746
792,2024-03-10,0.846129,0.859413,0.766389,0.766389,395388.2425301311,102.73999786376952,3.26,23053.545,1.1997880796665852,1.0492505860354688,1.307704735351439,-0.06846300000000005,3.327184691905974,1.1962085626637,1.2840297955281625,0.47822606931173095,0.9959144081682645,1.9118342521617988,-0.3651219901753526,0.7817136360009026,0.2816293494027964,1.1817271953786161,10.045574832694832,1.4952887395440986,1,Long,0.0,Long,1,-0.09061502442298996,-0.09061502442298996,0,1.0480527498809042,0.894747599113519
793,2024-03-11,0.769457,0.769545,0.674376,0.683997,382349.0130416927,102.87000274658205,3.26,23053.545,1.2041697169673458,1.1024080602226864,-0.019527125985902574,-0.14336700000000002,3.266380893196484,0.6264810931322494,1.1624179018443592,0.34249168210530256,0.9351920071690805,1.475308842498869,-0.8227844131306407,0.7505744202543044,0.4827999006683332,1.1817271953786161,10.045574832694832,1.5385804359192505,1,Long,0.0,Long,1,-0.11161117515338737,-0.11161117515338737,0,0.81946717569057,0.6832725929573997
794,2024-03-12,0.683577,0.735398,0.664439,0.696155,230037.83054174375,102.95999908447266,3.2,23053.545,1.2123185135263324,1.1541613584729262,-0.04248885841593459,-0.223275,3.188884414764853,0.6884758353986388,1.181256702233346,-0.032194110824290155,0.9656651679389945,1.53885538474003,-1.2068712526858483,0.2787736413802041,0.13072798131240315,1.1631508098056809,10.045574832694832,1.5183365521796777,1,Long,0.0,Long,1,0.011922577851507521,0.011922577851507521,0,0.8411599147410034,0.7033415414922433
795,2024-03-13,0.691727,0.706774,0.667628,0.698445,282889.0972147252,102.79000091552734,3.15,23053.545,1.2204802197283633,1.2049437182802816,-0.19747186736856634,-0.202376,3.104957395915856,0.7007543888137915,1.184768204895304,-0.0026835502334980684,0.9281367799613629,1.3675965619971728,-1.1031632461443954,0.4708137434494849,-0.3821028919257771,1.1474024528375417,10.045574832694832,1.5032912585000127,1,Long,0.0,Long,1,0.010470893864197972,0.010470893864197972,0,0.8604385047952723,0.721177049987688
796,2024-03-14,0.69897,0.735644,0.698306,0.718488,281211.5967418151,103.36000061035156,3.15,23053.545,1.2347629906921802,1.2551785342101993,-0.10651878073649435,-0.21066699999999994,3.0231532693371355,0.8118622819391229,1.2150198620767316,-0.05784616467602842,0.9371408979939886,1.2637297996747592,-1.1148594384138586,0.4652909952073315,-0.4384812447518059,1.1474024528375417,10.045574832694832,1.4641872569467553,1,Long,0.0,Long,1,0.026842353749088055,0.026842353749088055,0,0.9103770532694115,0.7673774932282693
797,2024-03-15,0.717732,0.720122,0.614242,0.636014,220997.50736834327,103.43000030517578,3.16,23053.545,1.2193051356037188,1.3052204058378152,0.03669380420126242,-0.27240600000000004,2.9513890641192293,0.24263354877725782,1.0846486299775397,0.2960991260274693,0.9058954945460269,1.1213378421341949,-1.5490679802668743,0.24154480148318674,0.7942640176093867,1.1505720275988207,10.045574832694832,1.4801294403753047,1,Long,0.0,Long,1,-0.11065550929873558,-0.11065550929873558,0,0.6989833074872671,0.5718074365919725
798,2024-03-16,0.638311,0.644569,0.579905,0.595231,93967.7034087845,103.43000030517578,3.16,23053.545,1.1912829546112433,1.3557296561591359,0.782496060365357,-0.2514930000000001,2.8986075268446787,-0.0007695292265948213,1.0137887544400355,0.12027978029961217,0.8566476244558043,0.8735904125226872,-1.5313210002239754,-0.5525745649077315,0.17970460721678677,1.1505720275988207,10.045574832694832,1.3896471559585521,1,Long,0.0,Long,1,-0.06908701244377746,-0.06908701244377746,0,0.581605626581124,0.46321595666092086
799,2024-03-17,0.594212,0.624496,0.560469,0.56091,1048384.0654444804,103.43000030517578,3.16,23053.545,1.1541154120415267,1.4075012540310101,1.4441453061470626,-0.20547899999999997,2.872427391265593,-0.1942523491806465,0.9502873189115343,0.09499998584269596,0.8388969559813368,0.6938131642363881,-1.3552255788130265,1.6872035805475583,0.20798545648524724,1.1505720275988207,10.045574832694832,1.3029263338303758,1,Long,0.0,Long,1,-0.05580331598823307,-0.05580331598823307,0,0.4933467880322502,0.38156365427234684
800,2024-03-18,0.561053,0.68711,0.528991,0.675643,528625.4702143441,103.58000183105467,3.13,23053.545,1.1599667759107726,1.4614373962731246,0.0657433575004876,-0.008353999999999973,2.8786495409431474,0.4956653072387397,1.1492782822079413,-0.25001826498543384,1.0227597775254136,1.233858118696668,-0.04490140043665135,1.0513835685826904,1.9756969930503263,1.1410330045520618,10.045574832694832,1.3834816055184496,1,Long,0.0,Long,1,0.200547898326896,0.200547898326896,0,0.7928343478453386,0.6586333415414924
