,precision,recall,f1-score,support
0.0,0.5309882747068677,0.8781163434903048,0.6617954070981211,361.0
1.0,0.5510204081632653,0.16167664670658682,0.24999999999999997,334.0
accuracy,0.5338129496402878,0.5338129496402878,0.5338129496402878,0.5338129496402878
macro avg,0.5410043414350665,0.5198964950984458,0.45589770354906056,695.0
weighted avg,0.5406152280513811,0.5338129496402878,0.46389660714017517,695.0
