timestamp,bitcoin_open,bitcoin_close,bitcoin_high,bitcoin_low,bitcoin_total_volume,bitcoin_market_cap,signal,label,bitcoin_log_return_1,primary_signal,momentum_3,momentum_5,momentum_10,sma_5,sma_10,price_vs_sma5,price_vs_sma10,volatility_5,volume_sma_5,volume_ratio,signal_x_momentum3,signal_x_momentum5,meta_confidence,refined_by_meta,strategy_returns,position_change,transaction_cost,strategy_returns_gross,barrier_touched,days_to_barrier,return_at_barrier,volatility
2022-04-21,41384.0,40529.0,42859.0,39975.0,32131220615.550182,770787243369.5001,0,,-0.021190647183363318,1.0,-0.00746926580790519,0.0019530284301607637,0.02335622664377346,40799.4,40640.4,-0.006627548444339881,-0.002741114752807583,0.021074890254170933,25406296127.492195,1.2646951942271087,-0.00746926580790519,0.0019530284301607637,0.8838562770674185,1,-0.0,0,0.0,-0.0,,,,
2022-04-22,40432.0,39757.0,40776.0,39265.0,46022063018.95215,756144456297.8489,0,,-0.01923184102878764,1.0,-0.041953829100197626,0.00045295553486490725,-0.011167487439685653,40803.0,40595.5,-0.025635369948288078,-0.020654998706753247,0.021399241611670592,31285152842.969093,1.4710512443379342,-0.041953829100197626,0.00045295553486490725,0.7651104981099011,1,-0.0,0,0.0,-0.0,,,,
2022-04-23,39757.0,39562.0,39966.0,39347.0,15010797471.968071,752414150959.3553,1,0.0,-0.004916864631491924,1.0,-0.04432688359059833,-0.031150511828378358,-0.03987380172309185,40548.6,40431.2,-0.02433129627163455,-0.02149824887710472,0.015029244783380214,28163904457.366688,0.5329799884348696,-0.04432688359059833,-0.031150511828378358,0.660060333566761,0,-0.001,1,0.001,-0.0,time,5.0,-0.0059,0.0185
2022-04-24,39499.0,39643.0,39872.0,39299.0,16778683767.597218,752446283899.8965,0,,0.00204532613440231,1.0,-0.021860889733277378,-0.04470094944334668,-0.007908105808453691,40177.6,40399.6,-0.013305921707618129,-0.018727908197110787,0.010321114449836485,26976086625.828217,0.6219836109042032,-0.021860889733277378,-0.04470094944334668,0.7389017318022055,1,0.00104532613440231,1,0.001,0.00204532613440231,,,,
2022-04-25,39469.0,40111.0,40332.0,37715.0,32883645913.964718,770112436973.4149,0,,0.011736223181435839,1.0,0.008904092361093685,-0.03106505302316598,-0.011727893167763126,39920.4,40352.0,0.00477450125750245,-0.005972442505947639,0.013937791170340424,28565282157.60647,1.1511752529707935,0.008904092361093685,-0.03106505302316598,0.7531543194675618,1,0.0,0,0.0,0.0,,,,
2022-04-26,40458.0,38179.0,40607.0,37472.0,31053018153.386673,725434540422.046,1,0.0,-0.04936498467854532,1.0,-0.034957787776148774,-0.057983172543117245,-0.05614338689740417,39450.4,40124.9,-0.03222781011092413,-0.0484960710182456,0.023299387048533175,28349641665.173767,1.0953584006507524,-0.034957787776148774,-0.057983172543117245,0.6663230827078332,0,-0.001,1,0.001,-0.0,time,5.0,-0.0008,0.023
2022-04-27,38134.0,38595.0,39390.0,36902.0,28170490245.865635,746473028158.29,0,,0.010837108170640302,1.0,-0.02643594077138456,-0.029227557411273475,-0.028787840660308484,39218.0,40010.5,-0.015885562751797644,-0.03537821321903001,0.024728044739244167,24779327110.556465,1.136854528784378,-0.02643594077138456,-0.029227557411273475,0.7166735008872979,1,0.009837108170640301,1,0.001,0.010837108170640302,,,,
2022-04-28,39224.0,39328.0,40184.0,37265.0,31484572271.03238,756090806420.8264,1,0.0,0.01881399898180703,1.0,-0.01952082969758917,-0.005914766695313656,-0.03688103051378755,39171.2,39859.9,0.004002940936198129,-0.013344238194275437,0.027106555085138907,28074082070.369324,1.12148180631924,-0.01952082969758917,-0.005914766695313656,0.6072745128319191,0,-0.001,1,0.001,0.0,lower,5.0,-0.0546,0.0223
2022-04-29,39742.0,38292.0,39847.0,37743.0,27758348826.409065,735829877665.6912,1,1.0,-0.0266957362995176,1.0,0.0029597422666911566,-0.034079156471508165,-0.07725673526435006,38901.0,39539.3,-0.015655124546926857,-0.03154582908650383,0.029229037263261058,30270015082.131695,0.9170246116855998,0.0029597422666911566,-0.034079156471508165,0.6720978280391219,0,-0.0266957362995176,0,0.0,-0.0266957362995176,time,5.0,0.0293,0.0225
2022-04-30,38651.0,38279.0,38756.0,37628.0,20955789685.355682,719611115951.2947,0,,-0.00033955414255800907,1.0,-0.008187589065941192,-0.045673256712622456,-0.0753194675942701,38534.6,39227.5,-0.0066329999532886985,-0.024179465935886824,0.027790197457791082,27884443836.40989,0.7515225983454197,-0.008187589065941192,-0.045673256712622456,0.8047793954947474,1,-0.001339554142558009,1,0.001,-0.00033955414255800907,,,,
2022-05-01,37821.0,38148.0,38582.0,37070.0,24857664487.014507,733294957352.5364,0,,-0.0034281112248827892,1.0,-0.030004068348250645,-0.0008119646926321167,-0.05874805694687757,38528.4,38989.4,-0.009873236365901539,-0.021580224368674572,0.01721315889197004,26645373103.135456,0.9329073528375332,-0.030004068348250645,-0.0008119646926321167,0.8614012061415315,1,-0.0,0,0.0,-0.0,,,,
2022-05-02,38538.0,38034.0,39037.0,37693.0,29825308569.42226,733787526677.6703,0,,-0.0029928351865816287,1.0,-0.006737699780632989,-0.014535561601243696,-0.043338280051311684,38416.2,38817.1,-0.009948927796085916,-0.02017409852874119,0.01609054165053205,26976336767.84678,1.105610032455229,-0.006737699780632989,-0.014535561601243696,0.7721517292526066,1,-0.0,0,0.0,-0.0,,,,
2022-05-03,38562.0,37240.0,38600.0,36933.0,23070122642.32804,718542028695.8999,1,1.0,-0.02109704412121798,1.0,-0.02714281982287936,-0.05309194467046374,-0.05869268489965118,37998.6,38584.9,-0.019963893406599098,-0.034855604135296536,0.011916091190347823,25293446842.10591,0.9120988051309515,-0.02714281982287936,-0.05309194467046374,0.5253062312062072,0,-0.001,1,0.001,-0.0,upper,1.0,0.0571,0.0187
2022-05-04,37758.0,39429.0,39875.0,37024.0,31748901527.20592,755764276888.7715,0,,0.057118133759114564,1.0,0.03357974205725078,0.02969288624255717,-0.005398178745301796,38226.0,38563.5,0.03147072673049767,0.022443502275467653,0.030486208771573233,26091557382.26528,1.216826617976664,0.03357974205725078,0.02969288624255717,0.8121875453544123,1,0.056118133759114563,1,0.001,0.057118133759114564,,,,
2022-05-05,39699.0,35933.0,39798.0,35654.0,37402043365.58407,696020943881.887,0,,-0.09284549284206794,1.0,-0.055240048377767303,-0.06128686747302703,-0.10416095335444142,37756.8,38145.7,-0.04830388168488864,-0.058006538089483195,0.05272460280324465,29380808118.310963,1.2730093472913715,-0.055240048377767303,-0.06128686747302703,0.8719201636055065,1,-0.0,0,0.0,-0.0,,,,
