timestamp,bitcoin_open,bitcoin_close,bitcoin_high,bitcoin_low,bitcoin_total_volume,bitcoin_market_cap,bitcoin_log_return_1,hilo_high_ma,hilo_low_ma,signal,enter_long,enter_short,strategy_returns,position_change,transaction_cost,strategy_returns_gross,label,barrier_touched,days_to_barrier,return_at_barrier,volatility
2023-03-24,28454.0,27595.0,28507.0,27210.0,21551272690.413612,533634255119.3758,-0.030864995770241703,28678.4,27229.8,1,False,False,-0.030864995770241703,0,0.0,-0.030864995770241703,1.0,time,5.0,0.0286,0.0375
2023-03-25,27651.0,27670.0,27921.0,27403.0,15053754845.31385,534960802333.31067,0.002714196907369908,28678.0,27269.8,1,False,False,0.002714196907369908,0,0.0,0.002714196907369908,1.0,time,5.0,0.0133,0.0357
2023-03-26,27668.0,28048.0,28246.0,27540.0,14450374261.063795,542675619058.77966,0.01356853438004408,28561.4,27300.0,1,False,False,0.01356853438004408,0,0.0,0.01356853438004408,1.0,time,5.0,0.0166,0.034
2023-03-27,28020.0,27182.0,28078.0,26720.0,18519053231.63728,525230880103.13837,-0.031362338645723076,28487.0,27299.6,-1,False,True,-0.03236233864572308,1,0.001,-0.031362338645723076,1.0,time,5.0,0.0473,0.0345
2023-03-28,27175.0,27291.0,27482.0,26705.0,17658503318.910484,528042785008.98267,0.00400198797487886,28321.2,27247.6,-1,False,False,-0.00400198797487886,0,0.0,-0.00400198797487886,1.0,time,5.0,0.0341,0.0328
2023-03-29,27280.0,28395.0,28629.0,27280.0,21097595427.489532,548808373530.0567,0.03965609582136128,28046.8,27115.6,1,True,False,-0.04065609582136128,1,0.001,-0.03965609582136128,0.0,time,5.0,-0.0206,0.033
2023-03-30,28387.0,28041.0,29007.0,27801.0,22702531379.35043,542369769760.28796,-0.012545348460839793,28071.2,27129.6,1,False,False,-0.012545348460839793,0,0.0,-0.012545348460839793,1.0,time,5.0,0.0048,0.0319
2023-03-31,28054.0,28517.0,28654.0,27626.0,19112345639.962193,551707238559.8757,0.016832675803938917,28288.4,27209.2,1,False,False,0.016832675803938917,0,0.0,0.016832675803938917,0.0,time,5.0,-0.0113,0.0306
2023-04-01,28513.0,28499.0,28741.0,28352.0,10085380788.870918,550949831049.3949,-0.0006314017327768083,28370.0,27226.4,1,False,False,-0.0006314017327768083,0,0.0,-0.0006314017327768083,0.0,time,5.0,-0.0161,0.0292
2023-04-02,28506.0,28237.0,28554.0,27954.0,11682876586.814528,545181408318.2205,-0.009235824252344224,28502.6,27552.8,1,False,False,-0.009235824252344224,0,0.0,-0.009235824252344224,0.0,time,5.0,-0.0108,0.0281
2023-04-03,28243.0,27815.0,28457.0,27372.0,19711493345.476036,539350908801.9282,-0.015057731160117414,28717.0,27802.6,1,False,False,-0.015057731160117414,0,0.0,-0.015057731160117414,1.0,time,5.0,0.0055,0.0274
2023-04-04,27824.0,28175.0,28418.0,27732.0,14871614372.831093,544313567953.4008,0.012859616398583374,28682.6,27821.0,1,False,False,0.012859616398583374,0,0.0,0.012859616398583374,1.0,time,5.0,0.0062,0.0262
2023-04-05,28209.0,28197.0,28731.0,27884.0,16507617903.813946,545409754928.52686,0.0007805293804340541,28564.8,27807.2,1,False,False,0.0007805293804340541,0,0.0,0.0007805293804340541,1.0,upper,5.0,0.0505,0.025
2023-04-06,28186.0,28043.0,28186.0,27850.0,13079528995.139923,542601176317.4441,-0.005476542848642742,28580.2,27858.8,1,False,False,-0.005476542848642742,0,0.0,-0.005476542848642742,1.0,upper,4.0,0.056,0.0239
2023-04-07,28044.0,27934.0,28122.0,27824.0,10141276803.893911,540432353743.3232,-0.003894461574051678,28469.2,27758.4,1,False,False,-0.003894461574051678,0,0.0,-0.003894461574051678,1.0,upper,3.0,0.0599,0.0228
2023-04-08,27934.0,27968.0,28196.0,27904.0,8844199146.1801,541094458101.44714,0.0012164145895452675,28382.8,27732.4,1,False,False,0.0012164145895452675,0,0.0,0.0012164145895452675,1.0,upper,2.0,0.0587,0.0217
2023-04-09,27974.0,28351.0,28499.0,27879.0,11429030269.731691,548568597244.1978,0.013601303447152237,28330.6,27838.8,1,False,False,0.013601303447152237,0,0.0,0.013601303447152237,1.0,upper,1.0,0.0451,0.0209
2023-04-10,28331.0,29658.0,29708.0,28224.0,17475381731.251884,574059578670.3654,0.04506960063260001,28346.8,27868.2,1,False,False,0.04506960063260001,0,0.0,0.04506960063260001,1.0,time,5.0,0.0218,0.0236
2023-04-11,29679.0,30261.0,30532.0,29639.0,18320296514.777645,585359301945.2595,0.02012785118793082,28542.2,27936.2,1,False,False,0.02012785118793082,0,0.0,0.02012785118793082,1.0,time,5.0,0.0015,0.0228
2023-04-12,30246.0,29904.0,30426.0,29844.0,18407698928.06657,578850627447.6105,-0.011867504027600981,29011.4,28294.0,1,False,False,-0.011867504027600981,0,0.0,-0.011867504027600981,0.0,time,5.0,-0.0147,0.0225
2023-04-13,29908.0,30405.0,30540.0,29908.0,16404033694.47376,587939018759.4221,0.01661481785886609,29472.2,28698.0,1,False,False,0.01661481785886609,0,0.0,0.01661481785886609,0.0,time,5.0,-0.0013,0.0216
2023-04-14,30429.0,30468.0,31015.0,30122.0,20984067684.216217,589051372432.549,0.002069883938468572,29941.0,29098.8,1,False,False,0.002069883938468572,0,0.0,0.002069883938468572,0.0,lower,5.0,-0.0552,0.0206
2023-04-15,30479.0,30312.0,30567.0,30266.0,11028264273.146706,586969785778.0928,-0.005133278794241989,30444.2,29547.4,1,False,False,-0.005133278794241989,0,0.0,-0.005133278794241989,0.0,lower,4.0,-0.05,0.02
2023-04-16,30330.0,30305.0,30535.0,30225.0,11188035367.077023,586268225587.8677,-0.00023095831305128346,30616.0,29955.8,1,False,False,-0.00023095831305128346,0,0.0,-0.00023095831305128346,0.0,lower,3.0,-0.0498,0.0191
2023-04-17,30314.0,29467.0,30314.0,29327.0,16771824487.579357,569958059900.5195,-0.028041722274548358,30616.6,30073.0,-1,False,True,-0.02904172227454836,1,0.001,-0.028041722274548358,0.0,lower,3.0,-0.042,0.0207
2023-04-18,29457.0,30366.0,30443.0,29277.0,18078539248.52104,587730212230.9563,0.03005256833129586,30594.2,29969.6,-1,False,False,-0.03005256833129586,0,0.0,-0.03005256833129586,0.0,lower,1.0,-0.0518,0.0214
2023-04-19,30404.0,28833.0,30404.0,28713.0,24136616861.636356,558796473890.5958,-0.05180299695073899,30574.8,29843.4,-1,False,False,0.05180299695073899,0,0.0,0.05180299695073899,0.0,lower,2.0,-0.0546,0.0266
2023-04-20,28856.0,28256.0,29027.0,28110.0,21695904964.799046,546141074655.3764,-0.020214740087707454,30452.6,29561.6,-1,False,False,0.020214740087707454,0,0.0,0.020214740087707454,1.0,time,5.0,0.0034,0.0259
2023-04-21,28236.0,27300.0,28355.0,27238.0,20420333533.71415,528357279464.0127,-0.03441912223063544,30144.6,29130.4,-1,False,False,0.03441912223063544,0,0.0,0.03441912223063544,1.0,time,5.0,0.0378,0.0265
