timestamp,bitcoin_open,bitcoin_close,bitcoin_high,bitcoin_low,bitcoin_total_volume,bitcoin_market_cap,barrier_touched,return_at_barrier,bitcoin_log_return_1,bitcoin_close_topo_window_start_idx,bitcoin_close_topo_window_end_idx,bitcoin_close_topo_tau_used,bitcoin_close_topo_num_holes_0,bitcoin_close_topo_betti_0,bitcoin_close_topo_max_hole_lifetime_0,bitcoin_close_topo_avg_hole_lifetime_0,bitcoin_close_topo_num_relevant_holes_0,bitcoin_close_topo_l1_norm_0,bitcoin_close_topo_l2_norm_0,bitcoin_close_topo_l3_norm_0,bitcoin_close_topo_persistence_entropy_0,bitcoin_close_topo_std_persistence_0,bitcoin_close_topo_wasserstein_0,bitcoin_close_topo_num_holes_1,bitcoin_close_topo_betti_1,bitcoin_close_topo_max_hole_lifetime_1,bitcoin_close_topo_avg_hole_lifetime_1,bitcoin_close_topo_num_relevant_holes_1,bitcoin_close_topo_l1_norm_1,bitcoin_close_topo_l2_norm_1,bitcoin_close_topo_l3_norm_1,bitcoin_close_topo_persistence_entropy_1,bitcoin_close_topo_std_persistence_1,bitcoin_close_topo_wasserstein_1,bitcoin_close_topo_num_holes_0_ma5,bitcoin_close_topo_num_holes_0_ma10,bitcoin_close_topo_max_hole_lifetime_0_ma5,bitcoin_close_topo_avg_hole_lifetime_0_ma5,bitcoin_close_topo_num_relevant_holes_0_ma5,bitcoin_close_topo_l1_norm_0_ma5,bitcoin_close_topo_l1_norm_0_ma10,bitcoin_close_topo_persistence_entropy_0_ma5,bitcoin_close_topo_num_holes_1_ma5,bitcoin_close_topo_num_holes_1_ma10,bitcoin_close_topo_max_hole_lifetime_1_ma5,bitcoin_close_topo_avg_hole_lifetime_1_ma5,bitcoin_close_topo_num_relevant_holes_1_ma5,bitcoin_close_topo_l1_norm_1_ma5,bitcoin_close_topo_l1_norm_1_ma10,bitcoin_close_topo_persistence_entropy_1_ma5,signal,label,meta_decision,final_signal,primary_signal
2023-12-05,41985.0,44106.0,44368.0,41453.0,37740677039.99004,863171503830.3232,,,0.049545448644776106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,1
2023-12-06,44082.0,43788.0,44282.0,43496.0,30306637687.601166,857037901744.5414,,,-0.007236020377694704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,1
2023-12-07,43757.0,43270.0,44030.0,42908.0,27712048105.023373,848245522795.3333,,,-0.01190025300551746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,1
2023-12-08,43286.0,44202.0,44676.0,43134.0,24726661392.984177,863242780337.311,,,0.02131048269193817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,1
2023-12-09,44158.0,43745.0,44346.0,43699.0,17074228506.041449,855611272269.695,,,-0.010392716370503631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,1
2023-12-10,43715.0,43758.0,44036.0,43591.0,11865167562.179707,856192504674.1926,,,0.0002971326719231363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,1
2023-12-11,43786.0,41201.0,43819.0,40322.0,39734542163.66172,806178244439.1412,,,-0.0602119253245666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,1
2023-12-12,41262.0,41451.0,42042.0,40720.0,24919333990.627098,812055172695.532,,,0.00604947883705766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,1
2023-12-13,41459.0,42932.0,43304.0,40712.0,26301358636.124893,840112594142.6609,,,0.035105461876635866,0.0,20.0,4.0,12.0,12.0,1.0010626316070557,0.6496926608184973,6.0,7.796311929821968,2.4739811695744645,1.738067351121365,2.3686440694031794,0.29656030656400034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,1.0010626316070557,0.6496926608184973,6.0,7.796311929821968,7.796311929821968,2.3686440694031794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1
2023-12-14,42885.0,43010.0,43329.0,42068.0,22978695605.48269,841400560142.884,,,0.0018151781763669297,1.0,21.0,4.0,12.0,12.0,1.0184030532836914,0.6308590434491634,6.0,7.570308521389961,2.4558785791587354,1.736919019852575,2.332422282593592,0.32346329044055977,0.12878048419952393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,1.0097328424453735,0.6402758521338303,6.0,7.683310225605965,7.683310225605965,2.3505331759983856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1
2023-12-15,43032.0,41992.0,43100.0,41761.0,17134765249.072596,821883086852.3783,,,-0.023953522845646284,2.0,22.0,4.0,12.0,12.0,1.10745370388031,0.7260921833415827,5.0,8.713106200098991,2.754545357841205,1.9198141138432356,2.3649575163308607,0.3241658299759006,0.2285454422235489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,1.0423064629236858,0.6688812958697478,5.666666666666667,8.026575550436974,8.026575550436974,2.355341289442544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1
2023-12-16,41890.0,42247.0,42666.0,41760.0,13524832238.374014,825747211475.3832,,,0.006054221414984989,3.0,23.0,4.0,12.0,12.0,1.085442304611206,0.7020385960737864,7.0,8.424463152885437,2.691252243682157,1.8912526462591501,2.3550684860670006,0.33273367160002604,0.2897813469171524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,1.0530904233455658,0.6771706209207574,6.0,8.12604745104909,8.12604745104909,2.355273088598658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1
2023-12-17,42248.0,41411.0,42319.0,41305.0,16536428696.461372,810534011290.7083,,,-0.019986799342745214,4.0,24.0,4.0,12.0,12.0,1.151326060295105,0.6909953927000364,5.0,8.291944712400436,2.6399746874484817,1.8604935894774757,2.363605629037589,0.32142530982803486,0.25209856033325195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,1.0727375507354737,0.6799355752766132,5.8,8.15922690331936,8.15922690331936,2.356939596686444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1
2023-12-18,41355.0,42684.0,42684.0,40571.0,26473040426.60815,834757901244.3383,,,0.03027759673208007,5.0,25.0,4.0,12.0,12.0,1.2450443506240845,0.7171156791349252,5.0,8.605388149619102,2.7714498888149324,1.9716571929206275,2.352270710979981,0.3547153458618334,0.3790851980447769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,1.1215338945388793,0.6934201789398988,5.6,8.321042147278785,8.233587111035982,2.3536649250018042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1
2023-12-19,42609.0,42250.0,43327.0,41837.0,23402523667.558952,827483345952.5029,,,-0.010219788951135613,6.0,26.0,4.0,12.0,12.0,1.3545411825180054,0.8380279019474983,6.0,10.05633482336998,3.1737454392943447,2.22355672448739,2.373729357734402,0.3702669014971207,0.38877616822719574,1.0,1.0,0.2823982238769531,0.2823982238769531,0.0,0.2823982238769531,0.2823982238769531,0.2823982238769531,-0.0,0.0,0.2823982238769531,12.0,12.0,1.1887615203857422,0.7348539506395658,5.6,8.81824740767479,8.49397964136941,2.361926340029967,0.2,0.14285714285714285,0.05647964477539062,0.05647964477539062,0.0,0.05647964477539062,0.04034260341099331,-0.0,1.0,,1.0,1.0,1
2023-12-20,42276.0,43634.0,44201.0,42246.0,28334648885.87903,854173854159.8182,,,0.032232309166649646,7.0,27.0,4.0,12.0,12.0,1.4076532125473022,0.878616988658905,5.0,10.54340386390686,3.324776699695215,2.334137172646786,2.3771175921765604,0.3862777875350519,0.45400434732437134,3.0,3.0,0.3109344244003296,0.1618825594584147,1.0,0.48564767837524414,0.34389132762953456,0.3209166698113955,0.8219218679391003,0.11495413005250159,4.19990631015707,12.0,12.0,1.2488014221191406,0.7653589117030303,5.6,9.184306940436363,8.750157669186592,2.3643583551991068,0.8,0.5,0.11866652965545654,0.08885615666707355,0.2,0.15360918045043945,0.09600573778152466,0.16438437358782004,1.0,,1.0,1.0,1
2023-12-21,43660.0,43850.0,44215.0,43366.0,21948638202.58336,858312140014.9476,,,0.004938055848359437,8.0,28.0,4.0,12.0,12.0,1.642470121383667,0.9702643069128195,4.0,11.643171682953835,3.6430393005266595,2.549911845469394,2.3879026429507904,0.40566626697668634,0.36525364220142365,3.0,3.0,0.36280274391174316,0.2200122276941935,1.0,0.6600366830825806,0.420135654524344,0.3794581733743773,0.9966993203191419,0.10214014424262698,0.3545168924429146,12.0,12.0,1.3602069854736327,0.819004053870837,5.0,9.828048646450043,9.071603670716286,2.3709251865758647,1.4,0.7777777777777778,0.19122707843780518,0.13285860220591225,0.4,0.28561651706695557,0.15867584281497532,0.3637242376516484,1.0,,1.0,1.0,1
2023-12-22,43875.0,44004.0,44243.0,43467.0,20833936534.62855,861822676200.4246,,,0.0035058200589971468,9.0,29.0,4.0,12.0,12.0,1.895740270614624,1.1216113703946273,3.0,13.459336444735527,4.173018517495757,2.907823947595118,2.3994242427214885,0.4395014934540723,0.6195189654827118,4.0,4.0,0.4187471866607666,0.23670539259910583,1.0,0.9468215703964233,0.5190142124990549,0.44870945620414354,1.2959022743935038,0.1063696164724998,2.5011854829098215,12.0,12.0,1.5090898275375366,0.9051272494097551,4.6,10.86152699291706,9.51037694811821,2.3780889093126443,2.2,1.1,0.2749765157699585,0.18019968072573342,0.6,0.47498083114624023,0.23749041557312012,0.6229046925303492,1.0,,1.0,1.0,1
