timestamp,bitcoin_open,bitcoin_close,bitcoin_high,bitcoin_low,bitcoin_total_volume,bitcoin_market_cap,bitcoin_log_return_1,ma,std,banda_superior,banda_inferior,signal,strategy_returns,position_change,transaction_cost,strategy_returns_gross,label,barrier_touched,days_to_barrier,return_at_barrier,volatility,barrier_signal
2021-12-15,48306.0,48937.0,49422.0,46666.0,33782603071.208714,925006387197.2257,0.010806695957836614,51825.95,3761.228739248338,59348.40747849667,44303.49252150332,1,0.010806695957836614,0,0.0,0.010806695957836614,0.0,time,5.0,-0.0379,0.04,1.0
2021-12-16,48933.0,47695.0,49378.0,47550.0,24699414443.565502,901558072618.6224,-0.025707185987990013,51519.3,3838.6253721050603,59196.55074421012,43842.04925578988,1,-0.025707185987990013,0,0.0,-0.025707185987990013,1.0,time,5.0,0.0299,0.038,1.0
2021-12-17,47719.0,46329.0,48036.0,45741.0,30617760444.44956,875783175210.4042,-0.02905845568819773,51109.1,3936.7191509789627,58982.538301957924,43235.66169804207,1,-0.02905845568819773,0,0.0,-0.02905845568819773,1.0,time,5.0,0.0511,0.0362,1.0
2021-12-18,46258.0,46970.0,47466.0,45653.0,23305069269.64378,887944269264.0427,0.013740985129930147,50595.7,3760.9806825796363,58117.66136515927,43073.73863484072,1,0.013740985129930147,0,0.0,0.013740985129930147,1.0,upper,5.0,0.0804,0.035,1.0
2021-12-19,46904.0,46807.0,48126.0,46550.0,23002876885.701263,884905649263.6449,-0.0034763356506034757,50043.6,3436.6609927293885,56916.92198545877,43170.278014541225,1,-0.0034763356506034757,0,0.0,-0.0034763356506034757,1.0,upper,4.0,0.0838,0.0329,1.0
2021-12-20,46770.0,47117.0,47517.0,45676.0,29356191956.181854,890808857615.3627,0.0066011056955890286,49548.9,3073.896034608092,55696.69206921619,43401.107930783815,1,0.0066011056955890286,0,0.0,0.0066011056955890286,1.0,upper,3.0,0.0772,0.0313,1.0
2021-12-21,47123.0,49145.0,49366.0,46791.0,25764127608.31085,929203956014.2224,0.04214124193470329,49147.7,2496.375079358576,54140.45015871715,44154.94984128285,1,0.04214124193470329,0,0.0,0.04214124193470329,1.0,time,5.0,0.0342,0.0334,1.0
2021-12-22,49058.0,48756.0,49876.0,48730.0,21887790445.928295,921888029984.8673,-0.007946845225002719,48760.1,1797.3755692237942,52354.851138447586,45165.34886155241,1,-0.007946845225002719,0,0.0,-0.007946845225002719,1.0,time,5.0,0.0406,0.0316,1.0
2021-12-23,48778.0,50901.0,51420.0,48260.0,26419703744.656948,960809259355.0854,0.04305430293532222,48615.85,1456.1709079494594,51528.191815898914,45703.50818410108,1,0.04305430293532222,0,0.0,0.04305430293532222,0.0,time,5.0,-0.0644,0.033,1.0
2021-12-24,50928.0,50889.0,51951.0,50699.0,22535489970.197155,962312381228.0947,-0.00023577954721661925,48702.2,1539.1050919969634,51780.410183993925,45623.98981600607,1,-0.00023577954721661925,0,0.0,-0.00023577954721661925,0.0,lower,4.0,-0.0642,0.0312,1.0
2021-12-25,50924.0,50663.0,51384.0,50398.0,17235296605.82555,958099737762.7762,-0.0044509290433018996,48771.95,1596.6305137284812,51965.21102745696,45578.68897254304,1,-0.0044509290433018996,0,0.0,-0.0044509290433018996,0.0,lower,3.0,-0.0597,0.0296,1.0
2021-12-26,50478.0,50853.0,51377.0,49687.0,19632044502.131416,961723851972.3851,0.003743256666065431,48791.5,1620.6270229046756,52032.75404580935,45550.24595419065,1,0.003743256666065431,0,0.0,0.003743256666065431,0.0,lower,2.0,-0.0635,0.028,1.0
2021-12-27,50869.0,50774.0,52050.0,50546.0,22793878136.833546,960280703699.8921,-0.0015547052636135713,48797.8,1628.4498150082643,52054.699630016534,45540.90036998347,1,-0.0015547052636135713,0,0.0,-0.0015547052636135713,0.0,lower,1.0,-0.0619,0.0266,1.0
2021-12-28,50732.0,47725.0,50732.0,47388.0,29538983233.48695,902655839568.4547,-0.061929042929034006,48657.55,1591.789938369757,51841.12987673952,45473.970123260486,1,-0.061929042929034006,0,0.0,-0.061929042929034006,0.0,time,5.0,-0.0071,0.0321,1.0
2021-12-29,47654.0,46507.0,48199.0,46224.0,26348739119.378136,874314106559.5542,-0.025852530713744798,48588.6,1655.5584651649756,51899.71693032995,45277.483069670045,1,-0.025852530713744798,0,0.0,-0.025852530713744798,1.0,time,5.0,0.0005,0.0311,1.0
2021-12-30,46575.0,47192.0,47976.0,46225.0,23753871435.216618,892648631305.5416,0.014621547802707524,48583.0,1660.3149669487852,51903.62993389757,45262.37006610243,1,0.014621547802707524,0,0.0,0.014621547802707524,0.0,time,5.0,-0.0269,0.0302,1.0
2021-12-31,47205.0,46320.0,48779.0,45702.0,25895349604.886154,876192941903.0961,-0.018650553436034317,48436.9,1726.5154106344849,51889.93082126897,44983.86917873103,1,-0.018650553436034317,0,0.0,-0.018650553436034317,0.0,lower,5.0,-0.0594,0.029,1.0
2022-01-01,46381.0,47816.0,48146.0,46379.0,18904585811.03402,904551946917.3206,0.031786478257213306,48325.15,1688.4544560042104,51702.05891200842,44948.241087991584,1,0.031786478257213306,0,0.0,0.031786478257213306,0.0,lower,4.0,-0.0912,0.0299,1.0
2022-01-02,47807.0,47387.0,48012.0,46757.0,33756128241.98571,897536090320.9355,-0.009012382040889307,48359.7,1660.196757521434,51680.09351504286,45039.30648495713,1,-0.009012382040889307,0,0.0,-0.009012382040889307,0.0,lower,3.0,-0.0822,0.0284,1.0
2022-01-03,47371.0,46531.0,47568.0,45811.0,21890019531.577713,880330191985.1965,-0.018229172344592565,48265.7,1709.626062530835,51684.95212506167,44846.44787493833,1,-0.018229172344592565,0,0.0,-0.018229172344592565,0.0,lower,2.0,-0.064,0.0274,1.0
2022-01-04,46538.0,45938.0,47575.0,45725.0,24895990583.663242,876242689666.1957,-0.012826095868908363,48115.75,1777.808345451887,51671.36669090377,44560.13330909623,1,-0.012826095868908363,0,0.0,-0.012826095868908363,0.0,lower,2.0,-0.0611,0.0261,1.0
2022-01-05,45873.0,43647.0,47081.0,42467.0,31837641246.01787,827723202715.1049,-0.05115810986620147,47913.35,2039.4120482707917,51992.17409654158,43834.525903458416,1,-0.05115810986620147,0,0.0,-0.05115810986620147,0.0,time,5.0,-0.0416,0.0285,1.0
2022-01-06,43526.0,43216.0,43929.0,42604.0,26366602396.811768,819522879407.0583,-0.009923754351101606,47757.7,2272.2029908393833,52302.10598167876,43213.294018321234,1,-0.009923754351101606,0,0.0,-0.009923754351101606,0.0,time,5.0,-0.0102,0.0271,1.0
2022-01-07,43201.0,41527.0,43201.0,40685.0,79685254648.07628,787735561341.1113,-0.03986697895396469,47485.55,2663.7435168733323,52813.03703374667,42158.06296625334,1,-0.03986697895396469,0,0.0,-0.03986697895396469,1.0,upper,5.0,0.0574,0.0273,1.0
2022-01-08,41532.0,41757.0,42702.0,40617.0,23337017232.770664,792892599975.9554,0.005523283817078168,47233.05,2954.8870398750532,53142.824079750106,41323.2759202499,1,0.005523283817078168,0,0.0,0.005523283817078168,1.0,time,5.0,0.0202,0.0265,1.0
2022-01-09,41670.0,41862.0,42894.0,41421.0,18016718173.608612,791648558214.5575,0.0025113922717813755,46970.3,3190.031761927422,53350.363523854845,40590.23647614516,1,0.0025113922717813755,0,0.0,0.0025113922717813755,1.0,time,5.0,0.0296,0.0255,1.0
2022-01-10,41888.0,41870.0,42415.0,39692.0,27984634062.049942,792407724467.5966,0.00019108584589743027,46606.55,3340.2427342462292,53287.03546849246,39926.064531507545,1,0.00019108584589743027,0,0.0,0.00019108584589743027,1.0,upper,2.0,0.0492,0.0244,1.0
2022-01-11,41891.0,42777.0,43223.0,41383.0,22813557397.82151,809621515508.4065,0.021430994937039823,46307.6,3404.680252395686,53116.96050479137,39498.239495208625,1,0.021430994937039823,0,0.0,0.021430994937039823,1.0,time,5.0,0.008,0.0249,1.0
2022-01-12,42811.0,43982.0,44288.0,42544.0,28250302540.221024,832460077955.3481,0.027779884340564314,45961.65,3261.9058729038666,52485.461745807734,39437.83825419227,1,0.027779884340564314,0,0.0,0.027779884340564314,0.0,time,5.0,-0.039,0.0258,1.0
2022-01-13,43946.0,42608.0,44391.0,42388.0,43905745871.292786,806510860231.8285,-0.031738430237079666,45547.6,3126.2892986650963,51800.17859733019,39295.02140266981,1,-0.031738430237079666,0,0.0,-0.031738430237079666,0.0,time,5.0,-0.005,0.0261,1.0
2022-01-14,42563.0,43121.0,43495.0,41794.0,20238314434.86153,816129314317.4397,0.011968088354875632,45170.5,2925.1809930508234,51020.86198610165,39320.13801389835,1,0.011968088354875632,0,0.0,0.011968088354875632,0.0,time,5.0,-0.0323,0.0253,1.0
2022-01-15,43192.0,43227.0,43803.0,42586.0,14651008624.734596,816800318526.6782,0.002455182592454678,44789.2,2627.3419147196373,50043.88382943927,39534.516170560724,1,0.002455182592454678,0,0.0,0.002455182592454678,0.0,lower,5.0,-0.06,0.0242,1.0
2022-01-16,43173.0,43120.0,43570.0,42739.0,14452346388.550371,816325578941.135,-0.0024783734181649942,44406.5,2238.359326311297,48883.21865262259,39929.78134737741,1,-0.0024783734181649942,0,0.0,-0.0024783734181649942,0.0,lower,4.0,-0.0576,0.023,1.0
2022-01-17,43138.0,42298.0,43184.0,41641.0,17694929625.845875,800822650383.9624,-0.01924712299018358,44135.15,2141.759121425911,48418.668242851825,39851.63175714818,1,-0.01924712299018358,0,0.0,-0.01924712299018358,0.0,lower,4.0,-0.1472,0.0224,1.0
2022-01-18,42311.0,42395.0,42621.0,41339.0,18897950050.285973,803962100417.9756,0.002290627145408093,43929.55,2099.0290104814358,48127.60802096287,39731.491979037135,1,0.002290627145408093,0,0.0,0.002290627145408093,0.0,lower,3.0,-0.1495,0.0214,1.0
2022-01-19,42401.0,41750.0,42653.0,41244.0,19626113309.554142,790507925308.7825,-0.015330979459101893,43657.45,2004.4506131423884,47666.35122628477,39648.54877371522,1,-0.015330979459101893,0,0.0,-0.015330979459101893,0.0,lower,2.0,-0.1341,0.0206,1.0
2022-01-20,41752.0,40708.0,43508.0,40708.0,20930163211.171124,774235809673.4731,-0.025274817967179373,43376.85,2004.9147317478462,47386.67946349569,39367.02053650431,1,-0.025274817967179373,0,0.0,-0.025274817967179373,0.0,lower,1.0,-0.1089,0.0205,1.0
2022-01-21,40667.0,36509.0,41179.0,35762.0,38296960033.31628,692855029162.9379,-0.10886582779347702,42811.5,2264.635174522558,47340.77034904512,38282.22965095488,1,-0.10886582779347702,0,0.0,-0.10886582779347702,1.0,time,5.0,0.0098,0.0365,1.0
2022-01-22,36385.0,35180.0,36801.0,34020.0,35517336417.257744,666220701468.4846,-0.03708106622679605,42201.15,2588.4045741487757,47377.95914829755,37024.34085170245,1,-0.03708106622679605,0,0.0,-0.03708106622679605,1.0,time,5.0,0.0579,0.0352,1.0
2022-01-23,35219.0,36306.0,36706.0,34805.0,22865032968.608204,687575973800.0704,0.03150527755882725,41689.9,2695.7528759924717,47081.405751984945,36298.39424801506,1,0.03150527755882725,0,0.0,0.03150527755882725,1.0,time,5.0,0.0417,0.0367,1.0
2022-01-24,36265.0,36774.0,37476.0,33065.0,36385158448.60688,696465421899.37,0.012808056863410392,41231.7,2714.4386082384285,46660.57721647686,35802.82278352314,1,0.012808056863410392,0,0.0,0.012808056863410392,1.0,time,5.0,0.0389,0.0359,1.0
2022-01-25,36675.0,36989.0,37542.0,35707.0,46168918584.85349,700571452648.8236,0.00582949741367499,40898.8,2809.249227294239,46517.29845458848,35280.30154541152,1,0.00582949741367499,0,0.0,0.00582949741367499,1.0,time,5.0,0.0265,0.0345,1.0
2022-01-26,36955.0,36870.0,39216.0,36355.0,26756873749.744743,700165819656.2855,-0.0032223588992716396,40581.5,2890.9474953816243,46363.39499076325,34799.60500923675,1,-0.0032223588992716396,0,0.0,-0.0032223588992716396,1.0,time,5.0,0.0447,0.0329,1.0
2022-01-27,36886.0,37277.0,37277.0,35580.0,22057410457.280827,702311456032.8538,0.01097830223027956,40369.0,2972.8295576685905,46314.659115337185,34423.340884662815,1,0.01097830223027956,0,0.0,0.01097830223027956,1.0,time,5.0,0.041,0.0318,1.0
2022-01-28,37367.0,37853.0,38022.0,36244.0,19214103304.052933,717026944842.8334,0.015333722503979153,40173.8,3004.8929151601405,46183.585830320284,34164.01416967972,1,0.015333722503979153,0,0.0,0.015333722503979153,0.0,time,5.0,-0.0228,0.031,1.0
2022-01-29,37782.0,38232.0,38782.0,37422.0,14178650231.62196,722829009646.1814,0.009962624295545223,39992.3,3007.184119124809,46006.66823824962,33977.931761750384,1,0.009962624295545223,0,0.0,0.009962624295545223,0.0,time,5.0,-0.03,0.0298,1.0
2022-01-30,38254.0,37983.0,38386.0,37504.0,11807185113.633108,719570142321.8397,-0.006534170069631306,39797.95,3005.0489176333035,45808.0478352666,33787.85216473339,1,-0.006534170069631306,0,0.0,-0.006534170069631306,1.0,upper,5.0,0.0927,0.0284,1.0
2022-01-31,37995.0,38556.0,38715.0,36832.0,17731563487.283978,727905398095.9747,0.014973038715495796,39586.9,2932.153149945874,45451.206299891746,33722.59370010826,1,0.014973038715495796,0,0.0,0.014973038715495796,1.0,upper,4.0,0.0778,0.0276,1.0
2022-02-01,38430.0,38836.0,39138.0,38196.0,17109120250.158987,736102274236.6057,0.00723592158617684,39329.6,2746.0574686363175,44821.714937272634,33837.48506272736,1,0.00723592158617684,0,0.0,0.00723592158617684,1.0,upper,3.0,0.0705,0.0264,1.0
2022-02-02,38801.0,37001.0,38900.0,36849.0,16709908527.231106,700645616423.8325,-0.048402712201870486,39049.25,2679.143124504478,44407.536249008954,33690.963750991046,1,-0.048402712201870486,0,0.0,-0.048402712201870486,1.0,upper,2.0,0.1189,0.0289,1.0
2022-02-03,37052.0,37101.0,37180.0,36415.0,16136299994.837618,703003347951.7092,0.0026989841220017353,38748.25,2531.7235625891485,43811.697125178296,33684.802874821704,1,0.0026989841220017353,0,0.0,0.0026989841220017353,1.0,upper,1.0,0.1162,0.0276,1.0
2022-02-04,37282.0,41674.0,41674.0,37128.0,25347215343.882504,777355085535.6107,0.11623350971997881,38670.6,2407.915464506841,43486.43092901368,33854.76907098632,1,0.11623350971997881,0,0.0,0.11623350971997881,1.0,time,5.0,0.063,0.0449,1.0
2022-02-05,41617.0,41494.0,41957.0,41191.0,16752051696.248552,786295053042.2418,-0.004328594677060671,38589.3,2273.4776769014225,43136.255353802844,34042.34464619716,1,-0.004328594677060671,0,0.0,-0.004328594677060671,1.0,time,5.0,0.0502,0.0429,1.0
2022-02-06,41518.0,42476.0,42526.0,41387.0,13206494654.908047,804942041477.0581,0.02339037207065127,38598.2,2289.0553234216245,43176.310646843245,34020.08935315675,1,0.02339037207065127,0,0.0,0.02339037207065127,0.0,time,5.0,-0.0007,0.0411,1.0
2022-02-07,42413.0,43911.0,44476.0,41788.0,24171856714.475758,833392518214.8341,0.033225647628320386,38674.0,2441.4291759240737,43556.85835184815,33791.14164815185,-1,0.032225647628320385,1,0.001,0.033225647628320386,1.0,time,5.0,-0.0384,0.0399,-1.0
2022-02-08,43978.0,44184.0,45302.0,42901.0,29024977264.932137,837406846076.2306,0.006197874428966801,38795.7,2654.2226357260747,44104.145271452144,33487.25472854785,-1,-0.006197874428966801,0,0.0,-0.006197874428966801,1.0,time,5.0,-0.0448,0.038,-1.0
2022-02-09,44166.0,44384.0,44758.0,43309.0,19780565063.098923,841339973338.8694,0.004516311533534641,38979.5,2908.694905388368,44796.88981077674,33162.11018922326,-1,-0.004516311533534641,0,0.0,-0.004516311533534641,1.0,time,5.0,-0.0402,0.0361,-1.0
2022-02-10,44390.0,43628.0,45694.0,43341.0,27877618433.98099,826942197610.3904,-0.017179898065924654,39335.45,3023.7723820456004,45382.9947640912,33287.905235908795,-1,0.017179898065924654,0,0.0,0.017179898065924654,0.0,time,5.0,0.0215,0.0353,-1.0
2022-02-11,43477.0,42445.0,43926.0,42158.0,23279080009.72499,803706779791.898,-0.02749002587656531,39698.7,2933.323193563132,45565.346387126265,33832.05361287373,-1,0.02749002587656531,0,0.0,0.02749002587656531,0.0,time,5.0,0.0374,0.0351,-1.0
2022-02-12,42437.0,42255.0,43039.0,41914.0,15479727288.782782,799547462142.6093,-0.004486430193485452,39996.15,2872.171748914719,45740.49349782944,34251.80650217056,-1,0.004486430193485452,0,0.0,0.004486430193485452,1.0,time,5.0,-0.0409,0.0334,-1.0
2022-02-13,42268.0,42248.0,42751.0,41992.0,12146423251.39967,802059713029.3901,-0.00016567459181362007,40269.85,2809.0866145235564,45888.02322904711,34651.67677095289,-1,0.00016567459181362007,0,0.0,0.00016567459181362007,1.0,time,5.0,-0.0529,0.0318,-1.0
2022-02-14,42172.0,42635.0,42857.0,41715.0,18090873762.822777,808280617642.0496,0.009118496789380818,40552.15,2744.9904280344363,46042.13085606888,35062.169143931125,-1,-0.009118496789380818,0,0.0,-0.009118496789380818,1.0,lower,4.0,-0.062,0.0303,-1.0
2022-02-15,42626.0,44574.0,44707.0,42527.0,19801081788.555756,848321283143.9929,0.04447521720371131,40937.35,2741.627873612518,46420.60574722503,35454.094252774965,-1,-0.04447521720371131,0,0.0,-0.04447521720371131,1.0,lower,2.0,-0.0943,0.0314,-1.0
2022-02-16,44527.0,44063.0,44527.0,43515.0,16847003857.433496,836256083783.791,-0.011530301371888846,41276.65,2684.095266075535,46644.84053215107,35908.45946784893,-1,0.011530301371888846,0,0.0,0.011530301371888846,1.0,lower,1.0,-0.0828,0.0304,-1.0
2022-02-17,43954.0,40563.0,44194.0,40329.0,22270664615.4777,770096677778.6456,-0.08276410698110466,41412.15,2568.0598098258506,46548.269619651706,36276.0303803483,-1,0.08276410698110466,0,0.0,0.08276410698110466,1.0,lower,4.0,-0.0903,0.0392,-1.0
2022-02-18,40558.0,40073.0,40994.0,39791.0,20130002755.177864,759881874201.3011,-0.012153530219933288,41504.2,2479.5394012005418,46463.27880240108,36545.12119759891,-1,0.012153530219933288,0,0.0,0.012153530219933288,1.0,lower,3.0,-0.0782,0.0374,-1.0
2022-02-19,40056.0,40193.0,40442.0,39763.0,11735183838.17719,761447243939.9269,0.0029900602846683042,41614.7,2360.7579982532025,46336.215996506406,36893.18400349359,-1,-0.0029900602846683042,0,0.0,-0.0029900602846683042,1.0,lower,2.0,-0.0812,0.0356,-1.0
2022-02-20,40188.0,38514.0,40188.0,38195.0,15998424231.017673,730381814665.4404,-0.04267103955176942,41612.6,2363.638974124576,46339.87794824915,36885.322051750845,-1,0.04267103955176942,0,0.0,0.04267103955176942,0.0,time,5.0,0.0206,0.0359,-1.0
2022-02-21,38512.0,37060.0,39468.0,36957.0,25174914104.16337,703004241590.1829,-0.038483590700482385,41523.8,2502.7137397550227,46529.227479510046,36518.37252048996,-1,0.038483590700482385,0,0.0,0.038483590700482385,0.0,time,5.0,0.0533,0.0354,-1.0
2022-02-22,37162.0,38337.0,38344.0,36546.0,22212181617.200245,727094284067.6588,0.033877266437462174,41590.6,2390.9772809241445,46372.55456184829,36808.64543815171,-1,-0.033877266437462174,0,0.0,-0.033877266437462174,1.0,time,5.0,-0.014,0.0362,-1.0
2022-02-23,38302.0,37372.0,39232.0,37256.0,18507851467.85067,708829287814.1068,-0.025493726363966726,41604.15,2364.8197945143716,46333.78958902875,36874.510410971256,-1,0.025493726363966726,0,0.0,0.025493726363966726,0.0,upper,5.0,0.1455,0.0349,-1.0
2022-02-24,37318.0,38363.0,38905.0,34557.0,40839699480.89129,727657714638.0917,0.02617169249162984,41438.6,2473.0879780891537,46384.7759561783,36492.424043821695,-1,-0.02617169249162984,0,0.0,-0.02617169249162984,0.0,upper,4.0,0.1193,0.0348,-1.0
2022-02-25,38361.0,39316.0,39610.0,38107.0,22579249141.515377,745763194704.1796,0.02453810728204375,41329.7,2518.0641708307853,46365.82834166157,36293.57165833843,-1,-0.02453810728204375,0,0.0,-0.02453810728204375,0.0,upper,3.0,0.0948,0.0342,-1.0
2022-02-26,39256.0,39090.0,39877.0,38826.0,14568201294.74542,741083625917.93,-0.00576488089951952,41160.4,2550.5551387472788,46261.510277494555,36059.28972250545,-1,0.00576488089951952,0,0.0,0.00576488089951952,0.0,upper,2.0,0.1006,0.0326,-1.0
2022-02-27,39179.0,37804.0,39851.0,37421.0,19424397945.619602,717619764688.0872,-0.03345176267205373,40855.05,2569.4167569807164,45993.88351396144,35716.21648603857,-1,0.03345176267205373,0,0.0,0.03345176267205373,0.0,upper,1.0,0.134,0.0324,-1.0
2022-02-28,37788.0,43225.0,44199.0,37588.0,30634280854.538326,819019441071.749,0.13400411443654453,40807.1,2512.337114908753,45831.77422981751,35782.42577018249,-1,-0.13400411443654453,0,0.0,-0.13400411443654453,1.0,time,5.0,-0.0911,0.052,-1.0
2022-03-01,43286.0,44460.0,44755.0,42992.0,27880763034.093914,841254375272.0455,0.028170876966696224,40810.9,2518.082957121953,45847.06591424391,35774.73408575609,-1,-0.028170876966696224,0,0.0,-0.028170876966696224,1.0,lower,3.0,-0.1259,0.0498,-1.0
2022-03-02,44417.0,43981.0,44969.0,43471.0,25615956856.40275,834437956671.6672,-0.010832186059927232,40828.55,2540.009790180187,45908.569580360374,35748.53041963963,-1,0.010832186059927232,0,0.0,0.010832186059927232,1.0,lower,2.0,-0.1151,0.0478,-1.0
2022-03-03,43975.0,42492.0,44090.0,41979.0,22366184128.900482,807454920681.7217,-0.034441899558356276,40830.9,2541.60527184994,45914.110543699884,35747.68945630012,-1,0.034441899558356276,0,0.0,0.034441899558356276,1.0,lower,3.0,-0.1001,0.0473,-1.0
2022-03-04,42488.0,39200.0,42488.0,38760.0,25121267305.979286,743810477766.2219,-0.08063907612135016,40678.15,2543.3143787090166,45764.77875741803,35591.52124258197,-1,0.08063907612135016,0,0.0,0.08063907612135016,0.0,time,5.0,0.0687,0.0517,-1.0
2022-03-05,39206.0,39463.0,39624.0,38828.0,14818212144.749968,748197160856.1006,0.00668677726399887,40538.9,2529.0404025826465,45596.980805165294,35480.81919483471,-1,-0.00668677726399887,0,0.0,-0.00668677726399887,0.0,time,5.0,0.0001,0.0493,-1.0
2022-03-06,39466.0,38443.0,39668.0,38254.0,16995562040.606796,729501899968.2964,-0.026186899299100952,40329.3,2519.872388164176,45369.04477632835,35289.555223671654,-1,0.026186899299100952,0,0.0,0.026186899299100952,0.0,time,5.0,0.0086,0.0474,-1.0
2022-03-07,38470.0,38076.0,39455.0,37275.0,24596395439.058964,723198804467.6718,-0.009592462372255991,40004.4,2357.452492126239,44719.30498425248,35289.495015747525,-1,0.009592462372255991,0,0.0,0.009592462372255991,0.0,upper,2.0,0.0978,0.0451,-1.0
2022-03-08,38032.0,38733.0,39335.0,37991.0,22556397749.428085,735453953725.9198,0.017107787471632517,39737.9,2168.1649019633833,44074.22980392677,35401.57019607323,-1,-0.017107787471632517,0,0.0,-0.017107787471632517,1.0,time,5.0,-0.023,0.0434,-1.0
2022-03-09,38736.0,41986.0,42501.0,38736.0,29211702119.448605,796849504897.2562,0.08064427952143943,39809.05,2219.4091075875876,44247.86821517518,35370.23178482483,-1,-0.08064427952143943,0,0.0,-0.08064427952143943,1.0,lower,4.0,-0.1036,0.0485,-1.0
2022-03-10,41913.0,39468.0,42004.0,38909.0,27653455219.04128,749384110700.1091,-0.06184601238721048,39778.8,2219.745163182997,44218.290326366,35339.30967363401,-1,0.06184601238721048,0,0.0,0.06184601238721048,1.0,time,5.0,-0.0035,0.0502,-1.0
2022-03-11,39437.0,38775.0,40183.0,38347.0,23624165274.522385,738267961692.6816,-0.017714507932317755,39707.9,2228.4478879871313,44164.795775974264,35251.00422402574,-1,0.017714507932317755,0,0.0,0.017714507932317755,0.0,time,5.0,0.0598,0.048,-1.0
2022-03-12,38751.0,38904.0,39345.0,38751.0,12440826653.84724,738456528057.6692,0.003321364038882238,39727.4,2219.137727278819,44165.67545455764,35289.12454544236,-1,-0.003321364038882238,0,0.0,-0.003321364038882238,0.0,time,5.0,0.0525,0.0457,-1.0
2022-03-13,38814.0,37853.0,39238.0,37768.0,14461647575.513742,718551088031.3688,-0.027386836121172885,39767.05,2175.6279547222784,44118.30590944456,35415.79409055544,-1,0.027386836121172885,0,0.0,0.027386836121172885,0.0,upper,5.0,0.1001,0.0441,-1.0
