,precision,recall,f1-score,support
0.0,0.5877551020408164,0.3988919667590028,0.4752475247524753,361.0
1.0,0.5177777777777778,0.6976047904191617,0.5943877551020408,334.0
accuracy,0.5424460431654676,0.5424460431654676,0.5424460431654676,0.5424460431654676
macro avg,0.5527664399092971,0.5482483785890823,0.5348176399272581,695.0
weighted avg,0.5541257116755576,0.5424460431654676,0.5325034052370147,695.0
