,precision,recall,f1-score,support
0.0,0.486328125,0.7323529411764705,0.584507042253521,340.0
1.0,0.5027322404371585,0.2591549295774648,0.3420074349442379,355.0
accuracy,0.4906474820143885,0.4906474820143885,0.4906474820143885,0.4906474820143885
macro avg,0.49453018271857924,0.49575393537696766,0.46325723859887946,695.0
weighted avg,0.4947072055470378,0.4906474820143885,0.4606403363617289,695.0
