timestamp,bitcoin_open,bitcoin_close,bitcoin_high,bitcoin_low,bitcoin_total_volume,bitcoin_market_cap,bitcoin_log_return_1,ema_fast,ema_slow,tr1,tr2,tr3,tr,atr,signal,trailing_stop,raw_stop,strategy_returns,position_change,transaction_cost,strategy_returns_gross
2020-01-01,7193.96,7193.75,7239.84,7174.58,18123516838.8979,130422953817.668,-0.00019459444494260061,7243.702236827358,7482.31093687305,65.26000000000022,44.69000000000051,20.56999999999971,65.26000000000022,188.52857142857152,0,,,-0.0,0,0.0,-0.0
2020-01-02,7194.41,6963.85,7203.05,6953.31,20313194628.09452,126280790200.20206,-0.032480111159292016,7208.720707223939,7460.248769346538,249.73999999999978,9.300000000000182,240.4399999999996,249.73999999999978,185.92285714285723,0,,,-0.0,0,0.0,-0.0
2020-01-03,6963.31,7300.35,7371.04,6891.25,31015776262.21867,132766262579.09486,0.047189809881726635,7220.174368820946,7453.444566395622,479.78999999999996,407.1899999999996,72.60000000000036,479.78999999999996,212.15928571428574,0,,,0.0,0,0.0,0.0
2020-01-04,7319.41,7351.38,7376.23,7269.76,20611640058.34164,133474716218.18333,0.006965758492512528,7236.575072718328,7449.1013933575105,106.46999999999935,75.8799999999992,30.590000000000146,106.46999999999935,215.1242857142857,0,,,0.0,0,0.0,0.0
2020-01-05,7348.62,7349.97,7473.64,7330.32,21929224570.56102,133388991086.87987,-0.0001918191192405128,7250.749438628537,7444.8830361933615,143.32000000000062,122.26000000000022,21.0600000000004,143.32000000000062,199.7064285714286,0,,,-0.0,0,0.0,-0.0
2020-01-06,7350.06,7734.68,7752.96,7349.44,28148518761.51164,140557168287.4443,0.05101788119117712,7311.24075879997,7457.214821887262,403.52000000000044,402.9899999999998,0.5300000000006548,403.52000000000044,201.8185714285715,0,,,0.0,0,0.0,0.0
2020-01-07,7734.45,8147.42,8147.42,7734.45,34823187724.289955,147798610895.50055,0.051987199943561734,7415.763163949973,7486.585254998442,412.97000000000025,412.7399999999998,0.23000000000047294,412.97000000000025,215.7107142857144,0,,,0.0,0,0.0,0.0
2020-01-08,8138.67,8045.79,8388.78,7899.66,39971512000.06816,146089575425.2795,-0.012552339456942431,7494.516518456227,7510.381201594253,489.1200000000008,241.36000000000058,247.76000000000022,489.1200000000008,241.3885714285716,0,,,-0.0,0,0.0,-0.0
2020-01-09,8027.56,7832.8,8038.98,7778.17,29276053440.88472,141913856953.47913,-0.026828928203834104,7536.801953649198,7524.101150462583,260.8099999999995,6.8100000000004,267.6199999999999,267.6199999999999,244.30000000000018,1,7197.62,7197.62,-0.001,1,0.001,-0.0
2020-01-10,7826.99,8180.51,8180.51,7688.29,35777298156.26295,146879934259.3087,0.043434450801690144,7617.265459443049,7552.033441932261,492.22000000000025,347.71000000000004,144.51000000000022,492.22000000000025,267.31928571428585,1,7485.479857142857,7485.479857142857,0.043434450801690144,0,0.0,0.043434450801690144
