timestamp,bitcoin_open,bitcoin_close,bitcoin_high,bitcoin_low,bitcoin_total_volume,bitcoin_market_cap,bitcoin_log_return_1,atr,hilo_high_ma,hilo_low_ma,hilo_signal,long_atr,short_atr,long_trail_stop,short_trail_stop,long_stop,short_stop,signal,long_trailing_stop,short_trailing_stop,enter_long,enter_short,strategy_returns,position_change,transaction_cost,strategy_returns_gross
2020-01-11,8151.94,8012.09,8217.85,8002.02,31504583511.03613,145561586658.57422,-0.020802844968659494,275.3407142857144,7841.195,7492.6675000000005,1,7736.749285714286,0.0,7931.709285714285,0.0,0,0,1,7931.709285714285,0.0,False,False,-0.001,1,0.001,-0.0
2020-01-12,7983.41,8171.4,8171.4,7972.94,27533390875.51989,148204228775.38776,0.019688601930074504,274.2964285714287,7947.046249999999,7631.513749999999,1,7897.103571428571,0.0,7931.709285714285,0.0,0,0,1,7931.709285714285,0.0,False,False,0.019688601930074504,0,0.0,0.019688601930074504
2020-01-13,8160.01,8110.65,8164.32,8054.45,27962176780.628242,147446058196.45944,-0.007462239939709934,271.18571428571437,8046.4425,7719.41125,1,7839.464285714285,0.0,7931.709285714285,0.0,0,0,1,7931.709285714285,0.0,False,False,-0.007462239939709934,0,0.0,-0.007462239939709934
2020-01-14,8099.45,8801.87,8832.87,8099.13,55384169405.51928,159481192213.82108,0.08178618602811422,312.5007142857144,8132.7775,7809.9275,1,8489.369285714287,0.0,8489.369285714287,0.0,0,0,1,8489.369285714287,0.0,False,False,0.08178618602811422,0,0.0,0.08178618602811422
2020-01-15,8795.71,8820.85,8859.04,8570.39,48160401007.254,159960761751.8495,0.0021540383480806754,328.4571428571431,8267.76625,7903.63875,1,8492.392857142857,0.0,8492.392857142857,0.0,0,0,1,8492.392857142857,0.0,False,False,0.0021540383480806754,0,0.0,0.0021540383480806754
2020-01-16,8821.03,8720.92,8845.85,8585.49,36462155571.2176,158412991117.64667,-0.011393500314487973,329.21571428571457,8356.71875,8008.13125,1,8391.704285714286,0.0,8492.392857142857,0.0,0,0,1,8492.392857142857,0.0,False,False,-0.011393500314487973,0,0.0,-0.011393500314487973
2020-01-17,8737.33,8902.57,8952.26,8660.3,41671910798.34088,161848747742.1508,0.020615262155898848,315.7992857142861,8413.8525,8093.86,1,8586.770714285714,0.0,8586.770714285714,0.0,0,0,1,8586.770714285714,0.0,False,False,0.020615262155898848,0,0.0,0.020615262155898848
2020-01-18,8883.98,8906.9,8950.64,8805.15,36801813631.51236,161823609428.34625,0.0004862581632488282,318.58642857142894,8528.0125,8204.12625,1,8588.31357142857,0.0,8588.31357142857,0.0,0,0,1,8588.31357142857,0.0,False,False,0.0004862581632488282,0,0.0,0.0004862581632488282
2020-01-19,8905.12,8690.38,9167.74,8544.89,39242297095.94223,157906057309.30655,-0.024609590517258157,352.8385714285718,8624.278750000001,8343.73375,1,8337.541428571427,0.0,8588.31357142857,0.0,0,0,1,8588.31357142857,0.0,False,False,-0.024609590517258157,0,0.0,-0.024609590517258157
2020-01-20,8690.27,8631.25,8728.03,8524.91,29527689342.88548,156848009983.54858,-0.006827328569251031,338.5242857142861,8743.015,8411.5925,1,8292.725714285714,0.0,8588.31357142857,0.0,0,0,1,8588.31357142857,0.0,False,False,-0.006827328569251031,0,0.0,-0.006827328569251031
2020-01-21,8631.41,8724.82,8760.28,8515.56,27057681779.746685,158564958350.98007,0.010782499327723639,326.506428571429,8812.59375,8480.588749999999,1,8398.31357142857,0.0,8588.31357142857,0.0,0,0,1,8588.31357142857,0.0,False,False,0.010782499327723639,0,0.0,0.010782499327723639
2020-01-22,8718.03,8665.44,8776.03,8613.93,25628542094.50134,157502652064.02246,-0.0068291366288682955,303.14785714285756,8887.08875,8538.2275,1,8362.292142857143,0.0,8588.31357142857,0.0,0,0,1,8588.31357142857,0.0,False,False,-0.0068291366288682955,0,0.0,-0.0068291366288682955
2020-01-23,8665.85,8415.96,8670.01,8310.85,30696020541.207973,152984928858.5764,-0.029212797741972586,309.686428571429,8879.98375,8602.5775,-1,0.0,8725.646428571428,0.0,8725.646428571428,0,0,-1,0.0,8725.646428571428,False,True,-0.030212797741972587,1,0.001,-0.029212797741972586
2020-01-24,8415.12,8432.1,8504.82,8238.24,30691734305.128674,153294353936.51035,0.001915948178876803,293.56928571428614,8856.355,8570.135,-1,0.0,8725.669285714286,0.0,8725.646428571428,0,0,-1,0.0,8725.646428571428,False,False,-0.001915948178876803,0,0.0,-0.001915948178876803
2020-01-25,8431.4,8348.67,8431.4,8285.25,26582198966.298725,151794495723.25214,-0.009943606572221824,288.6421428571433,8813.72625,8526.72875,-1,0.0,8637.312142857143,0.0,8637.312142857143,0,0,-1,0.0,8637.312142857143,False,False,0.009943606572221824,0,0.0,0.009943606572221824
2020-01-26,8346.73,8595.73,8598.31,8310.78,30241155463.270596,156302144661.30927,0.029163323589837756,295.0042857142861,8748.61875,8479.8475,-1,0.0,8890.734285714285,0.0,8637.312142857143,0,0,-1,0.0,8637.312142857143,False,False,-0.029163323589837756,0,0.0,-0.029163323589837756
2020-01-27,8597.06,8879.34,8955.0,8564.29,39661537339.92209,161473602737.4275,0.032461661588723975,314.5585714285717,8704.5775,8418.05125,1,8564.781428571428,0.0,8564.781428571428,0.0,0,0,1,8564.781428571428,0.0,True,False,-0.033461661588723976,1,0.001,-0.032461661588723975
2020-01-28,8878.39,9320.81,9332.08,8878.39,49812761504.1306,169518428144.8912,0.048522304874735384,294.5550000000003,8677.985,8420.47625,1,9026.255,0.0,9026.255,0.0,0,0,1,9026.255,0.0,False,False,0.048522304874735384,0,0.0,0.048522304874735384
2020-01-29,9336.81,9276.89,9388.92,9228.95,47273353143.75747,168738228801.50467,-0.0047231734729128545,285.36357142857156,8753.491250000001,8464.66125,1,8991.526428571427,0.0,9026.255,0.0,0,0,1,9026.255,0.0,False,False,-0.0047231734729128545,0,0.0,-0.0047231734729128545
2020-01-30,9276.19,9509.81,9570.22,9184.93,51037775414.9802,172993102966.37723,0.024797536068823237,294.2871428571429,8832.071249999999,8553.835000000001,1,9215.522857142856,0.0,9215.522857142856,0.0,0,0,1,9215.522857142856,0.0,False,False,0.024797536068823237,0,0.0,0.024797536068823237
2020-01-31,9505.25,9308.06,9511.61,9204.19,50102814005.68021,169340144566.23718,-0.021443205901042796,295.39142857142855,8931.345,8625.210000000001,1,9012.66857142857,0.0,9215.522857142856,0.0,0,0,1,9215.522857142856,0.0,False,False,-0.021443205901042796,0,0.0,-0.021443205901042796
2020-02-01,9311.96,9363.22,9439.53,9285.88,48307978233.84802,170361167834.16483,0.005908556936036987,295.9742857142858,9036.545,8736.8775,1,9067.245714285713,0.0,9215.522857142856,0.0,0,0,1,9215.522857142856,0.0,False,False,0.005908556936036987,0,0.0,0.005908556936036987
2020-02-02,9357.81,9338.42,9456.88,9204.42,55025402183.682236,169926610304.08496,-0.0026521753746731633,269.51785714285717,9153.383749999999,8867.8325,1,9068.902142857143,0.0,9215.522857142856,0.0,0,0,1,9215.522857142856,0.0,False,False,-0.0026521753746731633,0,0.0,-0.0026521753746731633
2020-02-03,9321.98,9308.91,9575.81,9240.22,56824765307.81458,169406963182.6937,-0.0031650670240796425,278.97999999999996,9281.56875,8982.72875,1,9029.93,0.0,9215.522857142856,0.0,0,0,1,9215.522857142856,0.0,False,False,-0.0031650670240796425,0,0.0,-0.0031650670240796425
2020-02-04,9303.21,9179.96,9332.49,9085.8,55377658455.62325,167075369075.11478,-0.013949158700021096,279.1207142857142,9403.75625,9098.90875,1,8900.839285714284,0.0,9215.522857142856,0.0,1,0,0,9215.522857142856,0.0,False,False,-0.014949158700021097,1,0.001,-0.013949158700021096
2020-02-05,9182.73,9592.18,9694.36,9160.11,65675565620.91084,174596806174.2994,0.04392533586274144,305.702857142857,9450.942500000001,9164.0975,1,9286.477142857144,0.0,9286.477142857144,0.0,1,0,0,9286.477142857144,0.0,False,False,0.0,0,0.0,0.0
2020-02-06,9585.98,9744.64,9842.37,9513.03,71141695218.03949,177388314197.5645,0.015769207068428836,303.57285714285706,9496.2275,9199.3125,1,9441.067142857142,0.0,9441.067142857142,0.0,0,0,1,9441.067142857142,0.0,False,False,-0.001,1,0.001,0.0
2020-02-07,9757.21,9799.45,9845.58,9726.36,69495711755.62915,178414902529.15167,0.005608871397021804,293.0471428571427,9552.90875,9234.8225,1,9506.402857142857,0.0,9506.402857142857,0.0,0,0,1,9506.402857142857,0.0,False,False,0.005608871397021804,0,0.0,0.005608871397021804
2020-02-08,9806.27,9890.7,9913.44,9641.16,71561797135.19986,180081607384.42255,0.009268660041519546,302.00642857142844,9587.32875,9302.501250000001,1,9588.693571428572,0.0,9588.693571428572,0.0,0,0,1,9588.693571428572,0.0,False,False,0.009268660041519546,0,0.0,0.009268660041519546
2020-02-09,9889.45,10148.38,10148.38,9889.05,78110955304.52135,184792100015.16357,0.025719165143944563,299.9921428571428,9637.5575,9357.1225,1,9848.387857142856,0.0,9848.387857142856,0.0,0,0,1,9848.387857142856,0.0,False,False,0.025719165143944563,0,0.0,0.025719165143944563
2020-02-10,10156.02,9890.12,10175.39,9771.54,81406687324.35088,180145850760.05313,-0.025777807808926714,300.9307142857142,9726.16375,9432.51875,1,9589.189285714287,0.0,9848.387857142856,0.0,0,0,1,9848.387857142856,0.0,False,False,-0.025777807808926714,0,0.0,-0.025777807808926714
2020-02-11,9880.45,10226.93,10276.86,9717.91,38930644711.90421,186262984851.99295,0.03348815814432289,308.4492857142856,9815.9775,9503.408749999999,1,9918.480714285715,0.0,9918.480714285715,0.0,0,0,1,9918.480714285715,0.0,False,False,0.03348815814432289,0,0.0,0.03348815814432289
2020-02-12,10228.71,10328.9,10383.85,10210.85,45456624047.83392,188132988212.86746,0.009921354324817083,309.38,9903.60875,9563.119999999999,1,10019.52,0.0,10019.52,0.0,0,0,1,10019.52,0.0,False,False,0.009921354324817083,0,0.0,0.009921354324817083
2020-02-13,10328.39,10221.26,10454.25,10113.01,54151236617.55855,186190344916.03287,-0.010475926650809575,306.23357142857145,10035.02875,9703.751250000001,1,9915.02642857143,0.0,10019.52,0.0,0,0,1,10019.52,0.0,False,False,-0.010475926650809575,0,0.0,-0.010475926650809575
2020-02-14,10223.05,10320.16,10364.73,10118.42,50206573483.049774,187680301470.73926,0.009629398961710871,301.86857142857144,10130.015,9822.86375,1,10018.291428571429,0.0,10019.52,0.0,0,0,1,10019.52,0.0,False,False,0.009629398961710871,0,0.0,0.009629398961710871
2020-02-15,10317.51,9894.14,10353.26,9840.68,51460340288.898056,180265718400.57037,-0.04215660111390234,327.50642857142844,10195.31,9898.5375,-1,0.0,10221.646428571428,0.0,10221.646428571428,0,0,-1,0.0,10221.646428571428,False,True,-0.04315660111390234,1,0.001,-0.04215660111390234
2020-02-16,9896.24,9943.67,10040.51,9666.52,42364906261.0548,181221481668.7407,0.004993505121740295,336.18714285714276,10258.77,9912.827500000001,-1,0.0,10279.857142857143,0.0,10221.646428571428,0,0,-1,0.0,10221.646428571428,False,False,-0.004993505121740295,0,0.0,-0.004993505121740295
2020-02-17,9934.92,9723.61,9946.32,9493.63,48517591137.467995,176547652266.39673,-0.022379219119339776,344.5514285714285,10274.65375,9915.997500000001,-1,0.0,10068.16142857143,0.0,10068.16142857143,0,0,-1,0.0,10068.16142857143,False,False,0.022379219119339776,0,0.0,0.022379219119339776
2020-02-18,9722.14,10133.82,10204.28,9604.33,54648014949.72496,184918071499.10074,0.041321396208929065,369.78428571428566,10249.396250000002,9866.57,-1,0.0,10503.604285714286,0.0,10068.16142857143,0,1,0,0.0,10068.16142857143,False,False,-0.042321396208929066,1,0.001,-0.041321396208929065
2020-02-19,10155.32,9618.41,10228.18,9580.01,50502739123.75383,175312937106.92148,-0.05219937455464907,377.9214285714285,10253.0075,9845.668749999999,-1,0.0,9996.331428571428,0.0,9996.331428571428,0,1,0,0.0,9996.331428571428,False,False,-0.0,0,0.0,-0.0
2020-02-20,9625.62,9608.17,9665.92,9483.53,53579139400.80847,174871048291.16623,-0.001065192142151273,367.4249999999999,10246.9225,9828.431250000001,-1,0.0,9975.595,0.0,9975.595,0,0,-1,0.0,9975.595,False,False,-0.001,1,0.001,-0.0
2020-02-21,9601.62,9673.01,9739.71,9578.06,37678167400.71924,176701844101.55685,0.006725754795484582,370.45571428571424,10157.18125,9737.51625,-1,0.0,10043.465714285714,0.0,9975.595,0,0,-1,0.0,9975.595,False,False,-0.006725754795484582,0,0.0,-0.006725754795484582
2020-02-22,9668.09,9658.61,9691.25,9562.29,32555342237.084362,176097270350.4831,-0.001489787473927134,360.21857142857124,10067.86375,9670.647500000001,-1,0.0,10018.828571428572,0.0,9975.595,0,0,-1,0.0,9975.595,False,False,0.001489787473927134,0,0.0,0.001489787473927134
2020-02-23,9656.0,9946.72,9949.8,9653.46,38743680759.32858,181368043820.09412,0.02939310305198382,362.8621428571427,9983.678750000001,9601.13125,-1,0.0,10309.582142857142,0.0,9975.595,0,0,-1,0.0,9975.595,False,False,-0.02939310305198382,0,0.0,-0.02939310305198382
2020-02-24,9946.6,9670.96,9969.09,9517.12,41928789500.12296,175872097740.40662,-0.02811526793402875,366.29928571428565,9933.24625,9577.72875,-1,0.0,10037.259285714284,0.0,9975.595,0,0,-1,0.0,9975.595,False,False,0.02811526793402875,0,0.0,0.02811526793402875
2020-02-25,9665.38,9345.34,9665.91,9311.3,39441760776.318504,170478976467.6238,-0.034249757311101095,352.0642857142856,9924.31875,9559.05375,-1,0.0,9697.404285714285,0.0,9697.404285714285,0,0,-1,0.0,9697.404285714285,False,False,0.034249757311101095,0,0.0,0.034249757311101095
2020-02-26,9332.97,8801.66,9374.85,8687.11,45140119229.636024,160731785487.8149,-0.05993748328004498,388.8314285714284,9889.2675,9536.2625,-1,0.0,9190.491428571428,0.0,9190.491428571428,0,0,-1,0.0,9190.491428571428,False,False,0.05993748328004498,0,0.0,0.05993748328004498
2020-02-27,8806.42,8781.18,8954.05,8575.79,43045469000.97675,160149975301.41962,-0.00232954508619813,391.475714285714,9785.588749999999,9421.61,-1,0.0,9172.655714285715,0.0,9172.655714285715,0,0,-1,0.0,9172.655714285715,False,False,0.00232954508619813,0,0.0,0.00232954508619813
2020-02-28,8816.64,8717.33,8894.61,8468.46,41297721067.30182,159030381910.26715,-0.007297796598203316,404.32142857142844,9626.3225,9296.082499999999,-1,0.0,9121.65142857143,0.0,9121.65142857143,0,0,-1,0.0,9121.65142857143,False,False,0.007297796598203316,0,0.0,0.007297796598203316
2020-02-29,8724.31,8552.99,8792.87,8552.99,33291626663.006737,156047250857.11172,-0.019032068956237366,384.8428571428571,9529.90875,9169.19875,-1,0.0,8937.832857142857,0.0,8937.832857142857,0,0,-1,0.0,8937.832857142857,False,False,0.019032068956237366,0,0.0,0.019032068956237366
2020-03-01,8547.97,8567.8,8759.62,8456.63,34310775733.322155,155934421965.2728,0.0017300607850451804,379.77142857142866,9411.55375,9041.065,-1,0.0,8947.571428571428,0.0,8937.832857142857,0,0,-1,0.0,8937.832857142857,False,False,-0.0017300607850451804,0,0.0,-0.0017300607850451804
2020-03-02,8517.42,8905.88,8952.72,8504.61,59776629742.57125,162521881368.8758,0.038700742543703134,379.4442857142857,9295.1,8902.8575,-1,0.0,9285.324285714285,0.0,8937.832857142857,0,0,-1,0.0,8937.832857142857,False,False,-0.038700742543703134,0,0.0,-0.038700742543703134
2020-03-03,8912.01,8756.72,8912.37,8649.94,68336042797.3885,159816567727.14258,-0.016890327137873737,355.33571428571423,9170.465,8759.251250000001,-1,0.0,9112.055714285714,0.0,8937.832857142857,0,0,-1,0.0,8937.832857142857,False,False,0.016890327137873737,0,0.0,0.016890327137873737
2020-03-04,8752.8,8758.65,8843.49,8692.54,38832067216.87788,159869936941.09732,0.00022037787472499207,319.8199999999998,9038.375,8650.85375,-1,0.0,9078.47,0.0,8937.832857142857,0,0,-1,0.0,8937.832857142857,False,False,-0.00022037787472499207,0,0.0,-0.00022037787472499207
2020-03-05,8766.14,9038.87,9136.05,8766.14,38122635173.15044,165070261612.788,0.03149238310777801,333.7492857142856,8935.5725,8573.50875,1,8705.120714285715,0.0,8705.120714285715,0.0,0,0,1,8705.120714285715,0.0,True,False,-0.03249238310777801,1,0.001,-0.03149238310777801
2020-03-06,9047.88,9135.85,9152.04,9008.53,41388087588.44269,166791067805.42844,0.010672067624011319,332.4535714285713,8905.7225,8583.3875,1,8803.396428571428,0.0,8803.396428571428,0.0,0,0,1,8803.396428571428,0.0,False,False,0.010672067624011319,0,0.0,0.010672067624011319
2020-03-07,9128.44,8902.2,9160.97,8864.91,36764763103.12236,162543409238.00458,-0.025907797012279483,344.3892857142856,8930.47125,8637.48,1,8557.810714285715,0.0,8803.396428571428,0.0,0,0,1,8803.396428571428,0.0,False,False,-0.025907797012279483,0,0.0,-0.025907797012279483
2020-03-08,8910.02,8041.37,8910.02,8041.37,39132209137.697235,147076617271.6885,-0.10169897051793265,385.26857142857136,8963.76625,8687.03625,-1,0.0,8426.638571428572,0.0,8426.638571428572,0,0,-1,0.0,8426.638571428572,False,True,-0.10269897051793266,1,0.001,-0.10169897051793265
2020-03-09,8050.87,7921.33,8223.75,7697.08,45678665163.11017,144664117909.4077,-0.015040345664014953,390.6042857142857,8978.41,8623.08375,-1,0.0,8311.934285714286,0.0,8311.934285714286,0,0,-1,0.0,8311.934285714286,False,False,0.015040345664014953,0,0.0,0.015040345664014953
2020-03-10,7954.51,7906.73,8138.89,7785.01,40882213633.94649,144410718987.88852,-0.0018448254733404463,390.1914285714286,8911.42625,8528.140000000001,-1,0.0,8296.921428571428,0.0,8296.921428571428,0,0,-1,0.0,8296.921428571428,False,False,0.0018448254733404463,0,0.0,0.0018448254733404463
2020-03-11,7905.67,7935.52,7982.66,7620.77,38689036552.81125,144948460093.29614,0.0036345887350029324,366.9164285714286,8809.6975,8438.19,-1,0.0,8302.43642857143,0.0,8296.921428571428,0,0,-1,0.0,8296.921428571428,False,False,-0.0036345887350029324,0,0.0,-0.0036345887350029324
2020-03-12,7939.24,5142.99,7963.67,4795.52,50009548492.07486,93092131086.97026,-0.4337142618819257,566.1942857142858,8693.48375,8309.54375,-1,0.0,5709.184285714286,0.0,5709.184285714286,0,0,-1,0.0,5709.184285714286,False,False,0.4337142618819257,0,0.0,0.4337142618819257
2020-03-13,5154.34,5542.82,5874.4,4249.6,74329688818.10397,101262945297.35811,0.07486877412007929,651.8121428571428,8583.50625,7822.41625,-1,0.0,6194.632142857143,0.0,5709.184285714286,0,0,-1,0.0,5709.184285714286,False,False,-0.07486877412007929,0,0.0,-0.07486877412007929
2020-03-14,5553.14,5214.19,5621.92,5138.66,36054625746.82817,95216478864.65564,-0.0611196413202621,669.1964285714284,8175.8,7257.84875,-1,0.0,5883.386428571428,0.0,5709.184285714286,0,0,-1,0.0,5709.184285714286,False,False,0.0611196413202621,0,0.0,0.0611196413202621
2020-03-15,5205.29,5397.93,5842.93,5160.25,32985693209.74783,98632587514.00247,0.0346317915456191,696.3171428571426,7734.535,6774.115000000001,-1,0.0,6094.2471428571425,0.0,5709.184285714286,0,0,-1,0.0,5709.184285714286,False,False,-0.0346317915456191,0,0.0,-0.0346317915456191
2020-03-16,5354.9,5032.5,5359.95,4550.8,44034438467.966835,91962797384.28253,-0.07009866821408209,724.8185714285713,7319.78,6311.0325,-1,0.0,5757.318571428571,0.0,5709.184285714286,0,0,-1,0.0,5709.184285714286,False,False,0.07009866821408209,0,0.0,0.07009866821408209
2020-03-17,5054.12,5389.42,5458.3,4995.44,36007089253.822556,98079756006.79294,0.06852089392004691,739.135,6876.02125,5874.71125,-1,0.0,6128.555,0.0,5709.184285714286,0,0,-1,0.0,5709.184285714286,False,False,-0.06852089392004691,0,0.0,-0.06852089392004691
2020-03-18,5314.73,5376.28,5422.75,5036.93,37618067230.41405,98259998309.05324,-0.0024410872539644877,755.9114285714285,6530.34,5537.00625,-1,0.0,6132.191428571428,0.0,5709.184285714286,0,0,-1,0.0,5709.184285714286,False,False,0.0024410872539644877,0,0.0,0.0024410872539644877
2020-03-19,5372.69,6170.2,6305.01,5264.7,48056214948.15649,112778383593.49141,0.13773456710491155,803.2621428571429,6190.8225,5193.49625,-1,0.0,6973.462142857143,0.0,5709.184285714286,0,1,0,0.0,5709.184285714286,False,False,-0.13873456710491155,1,0.001,-0.13773456710491155
2020-03-20,6136.49,6195.6,6849.59,5784.79,50936770688.25396,113030383272.51407,0.004108110388663244,869.0685714285713,5981.11625,4898.9875,1,5326.531428571429,0.0,5326.531428571429,0.0,0,0,1,5326.531428571429,0.0,True,False,-0.001,1,0.001,0.0
2020-03-21,6213.61,6145.77,6426.79,5951.22,40189198131.46317,112349835902.32983,-0.008075322397381268,881.8907142857144,5841.85625,5022.64625,1,5263.879285714286,0.0,5326.531428571429,0.0,0,0,1,5326.531428571429,0.0,False,False,-0.008075322397381268,0,0.0,-0.008075322397381268
2020-03-22,6171.23,5859.65,6395.68,5820.76,37255748385.30394,107128564670.89128,-0.04767416545134771,860.9099999999999,5910.905,5235.34875,1,4998.74,0.0,5326.531428571429,0.0,0,0,1,5326.531428571429,0.0,False,False,-0.04767416545134771,0,0.0,-0.04767416545134771
2020-03-23,5848.04,6456.35,6549.61,5766.32,45578824447.64577,118046727572.5451,0.09697426779049927,879.24,6007.625,5320.61125,1,5577.110000000001,0.0,5577.110000000001,0.0,0,0,1,5577.110000000001,0.0,False,False,0.09697426779049927,0,0.0,0.09697426779049927
2020-03-24,6469.06,6730.17,6778.43,6365.2,45846522059.373184,123064256188.85924,0.04153626073408802,883.4792857142857,6095.96,5396.37,1,5846.690714285714,0.0,5846.690714285714,0.0,0,0,1,5846.690714285714,0.0,False,False,0.04153626073408802,0,0.0,0.04153626073408802
2020-03-25,6740.4,6695.9,6894.0,6507.91,42082295491.03078,122445336599.19923,-0.005105004580796228,885.2078571428572,6273.27,5623.17,1,5810.692142857142,0.0,5846.690714285714,0.0,0,0,1,5846.690714285714,0.0,False,False,-0.005105004580796228,0,0.0,-0.005105004580796228
2020-03-26,6701.07,6765.56,6767.29,6584.36,34840544710.10888,123732739823.4625,0.010349638419837765,671.9778571428573,6452.7325,5812.22875,1,6093.5821428571435,0.0,6093.5821428571435,0.0,0,0,1,6093.5821428571435,0.0,False,False,0.010349638419837765,0,0.0,0.010349638419837765
2020-03-27,6784.95,6397.83,6865.07,6373.23,32910551599.472366,117019679177.81361,-0.055886166835426375,591.052142857143,6620.8,6005.657499999999,1,5806.777857142857,0.0,6093.5821428571435,0.0,0,0,1,6093.5821428571435,0.0,False,False,-0.055886166835426375,0,0.0,-0.055886166835426375
2020-03-28,6403.78,6255.0,6403.78,6099.81,35231848358.55144,114171796491.49913,-0.02257772645206573,578.2457142857144,6690.8075,6144.22375,1,5676.754285714285,0.0,6093.5821428571435,0.0,0,0,1,6093.5821428571435,0.0,False,False,-0.02257772645206573,0,0.0,-0.02257772645206573
2020-03-29,6264.74,5915.34,6264.74,5911.38,25923471292.176422,108551603303.50957,-0.05583216715993467,554.7228571428572,6635.08125,6183.60125,-1,0.0,6470.062857142857,0.0,6470.062857142857,0,0,-1,0.0,6470.062857142857,False,True,-0.05683216715993467,1,0.001,-0.05583216715993467
2020-03-30,5905.52,6403.14,6545.5,5905.52,34907149977.57921,117151628726.53436,0.07923951828959323,539.9264285714286,6614.825,6178.62125,-1,0.0,6943.066428571429,0.0,6470.062857142857,0,0,-1,0.0,6470.062857142857,False,False,-0.07923951828959323,0,0.0,-0.07923951828959323
2020-03-31,6403.14,6421.71,6508.22,6334.39,32287674952.1782,117750205634.39989,0.0028959423272909525,519.2814285714286,6633.5525,6189.2162499999995,-1,0.0,6940.9914285714285,0.0,6470.062857142857,0,0,-1,0.0,6470.062857142857,False,False,-0.0028959423272909525,0,0.0,-0.0028959423272909525
2020-04-01,6419.49,6640.8,6640.8,6179.92,35886963977.71526,120921617010.34784,0.03354800078286481,524.6428571428571,6628.37875,6260.224999999999,1,6116.157142857143,0.0,6116.157142857143,0.0,0,0,1,6116.157142857143,0.0,True,False,-0.03454800078286481,1,0.001,-0.03354800078286481
2020-04-02,6638.92,6807.9,7108.29,6569.15,47638672293.73783,124719708453.63535,0.024851264402860458,488.84499999999997,6611.175,6237.0650000000005,1,6319.054999999999,0.0,6319.054999999999,0.0,0,0,1,6319.054999999999,0.0,False,False,0.024851264402860458,0,0.0,0.024851264402860458
