timestamp,bitcoin_open,bitcoin_close,bitcoin_high,bitcoin_low,bitcoin_total_volume,bitcoin_market_cap,bitcoin_log_return_1,ma,std,banda_superior,banda_inferior,signal,strategy_returns,position_change,transaction_cost,strategy_returns_gross,label,barrier_touched,days_to_barrier,return_at_barrier,volatility
2022-02-10,44390.0,43628.0,45694.0,43341.0,27877618433.98099,826942197610.3904,-0.017179898065924654,39335.45,3023.772382045493,45382.99476409098,33287.90523590901,-1,0.017179898065924654,0,0.0,0.017179898065924654,1.0,time,5.0,0.0215,0.0367
2022-02-11,43477.0,42445.0,43926.0,42158.0,23279080009.72499,803706779791.898,-0.02749002587656531,39698.7,2933.323193563022,45565.34638712604,33832.053612873955,-1,0.02749002587656531,0,0.0,0.02749002587656531,1.0,time,5.0,0.0374,0.0365
2022-02-12,42437.0,42255.0,43039.0,41914.0,15479727288.782782,799547462142.6093,-0.004486430193485452,39996.15,2872.171748914607,45740.493497829215,34251.80650217079,-1,0.004486430193485452,0,0.0,0.004486430193485452,0.0,time,5.0,-0.0409,0.0346
2022-02-13,42268.0,42248.0,42751.0,41992.0,12146423251.39967,802059713029.3901,-0.00016567459181362007,40269.85,2809.086614523443,45888.023229046885,34651.67677095311,-1,0.00016567459181362007,0,0.0,0.00016567459181362007,0.0,time,5.0,-0.0529,0.0327
2022-02-14,42172.0,42635.0,42857.0,41715.0,18090873762.822777,808280617642.0496,0.009118496789380818,40552.15,2744.9904280343217,46042.130856068645,35062.16914393136,-1,-0.009118496789380818,0,0.0,-0.009118496789380818,0.0,time,5.0,-0.059,0.031
2022-02-15,42626.0,44574.0,44707.0,42527.0,19801081788.555756,848321283143.9929,0.04447521720371131,40937.35,2741.627873612404,46420.60574722481,35454.09425277519,-1,-0.04447521720371131,0,0.0,-0.04447521720371131,0.0,lower,2.0,-0.0943,0.032
2022-02-16,44527.0,44063.0,44527.0,43515.0,16847003857.433496,836256083783.791,-0.011530301371888846,41276.65,2684.0952660754197,46644.84053215084,35908.45946784916,-1,0.011530301371888846,0,0.0,0.011530301371888846,0.0,lower,1.0,-0.0828,0.0309
2022-02-17,43954.0,40563.0,44194.0,40329.0,22270664615.4777,770096677778.6456,-0.08276410698110466,41412.15,2568.05980982573,46548.26961965146,36276.030380348544,-1,0.08276410698110466,0,0.0,0.08276410698110466,0.0,lower,4.0,-0.0903,0.0402
2022-02-18,40558.0,40073.0,40994.0,39791.0,20130002755.177864,759881874201.3011,-0.012153530219933288,41504.2,2479.539401200417,46463.27880240083,36545.12119759916,-1,0.012153530219933288,0,0.0,0.012153530219933288,0.0,lower,3.0,-0.0782,0.0383
2022-02-19,40056.0,40193.0,40442.0,39763.0,11735183838.17719,761447243939.9269,0.0029900602846683042,41614.7,2360.7579982530715,46336.215996506144,36893.18400349385,-1,-0.0029900602846683042,0,0.0,-0.0029900602846683042,0.0,lower,2.0,-0.0812,0.0363
2022-02-20,40188.0,38514.0,40188.0,38195.0,15998424231.017673,730381814665.4404,-0.04267103955176942,41612.6,2363.638974124445,46339.87794824889,36885.32205175111,-1,0.04267103955176942,0,0.0,0.04267103955176942,1.0,time,5.0,0.0206,0.0365
2022-02-21,38512.0,37060.0,39468.0,36957.0,25174914104.16337,703004241590.1829,-0.038483590700482385,41523.8,2502.713739754899,46529.2274795098,36518.37252049021,-1,0.038483590700482385,0,0.0,0.038483590700482385,1.0,time,5.0,0.0533,0.036
2022-02-22,37162.0,38337.0,38344.0,36546.0,22212181617.200245,727094284067.6588,0.033877266437462174,41590.6,2390.9772809240153,46372.55456184803,36808.645438151965,-1,-0.033877266437462174,0,0.0,-0.033877266437462174,0.0,time,5.0,-0.014,0.0367
2022-02-23,38302.0,37372.0,39232.0,37256.0,18507851467.85067,708829287814.1068,-0.025493726363966726,41604.15,2364.819794514241,46333.789589028485,36874.51041097152,-1,0.025493726363966726,0,0.0,0.025493726363966726,1.0,upper,5.0,0.1455,0.0354
2022-02-24,37318.0,38363.0,38905.0,34557.0,40839699480.89129,727657714638.0917,0.02617169249162984,41438.6,2473.087978089028,46384.775956178055,36492.42404382194,-1,-0.02617169249162984,0,0.0,-0.02617169249162984,1.0,upper,4.0,0.1193,0.0352
2022-02-25,38361.0,39316.0,39610.0,38107.0,22579249141.515377,745763194704.1796,0.02453810728204375,41329.7,2518.0641708306616,46365.82834166132,36293.571658338675,-1,-0.02453810728204375,0,0.0,-0.02453810728204375,1.0,upper,3.0,0.0948,0.0346
2022-02-26,39256.0,39090.0,39877.0,38826.0,14568201294.74542,741083625917.93,-0.00576488089951952,41160.4,2550.5551387471564,46261.510277494315,36059.28972250569,-1,0.00576488089951952,0,0.0,0.00576488089951952,1.0,upper,2.0,0.1006,0.0329
2022-02-27,39179.0,37804.0,39851.0,37421.0,19424397945.619602,717619764688.0872,-0.03345176267205373,40855.05,2569.416756980594,45993.88351396119,35716.216486038815,-1,0.03345176267205373,0,0.0,0.03345176267205373,1.0,upper,1.0,0.134,0.0326
