,precision,recall,f1-score,support
0.0,0.5194244604316547,1.0,0.6837121212121212,361.0
1.0,0.0,0.0,0.0,334.0
accuracy,0.5194244604316547,0.5194244604316547,0.5194244604316547,0.5194244604316547
macro avg,0.25971223021582734,0.5,0.3418560606060606,695.0
weighted avg,0.2698017700947156,0.5194244604316547,0.3551367996511881,695.0
