feature,mean_abs_shap
bitcoin_close_topo_l1_norm_1_x,0.2730929740601309
bitcoin_close_topo_avg_hole_lifetime_1_x,0.2632604886259892
bitcoin_close_topo_num_relevant_holes_1_x,0.007288780673800559
signal,0.0030943678302715045
bitcoin_close_topo_l2_norm_1_x,0.0
