date,puell_multiple
2010-06-18,1.242369919898341
2010-06-19,1.2405963926402608
2010-06-20,1.526368136711951
2010-06-21,1.268505145333093
2010-06-22,1.2826635429807172
2010-06-23,1.533716828079006
2010-06-24,1.383785360163313
2010-06-25,1.225956694059428
2010-06-26,1.297509390091218
2010-06-27,1.449511400651466
2010-06-28,1.234864672364672
2010-06-29,1.3703514462167328
2010-06-30,1.472589833965109
2010-07-01,1.7100930407301815
2010-07-02,1.33658342892438
2010-07-03,1.702080858739167
2010-07-04,1.3305079162915303
2010-07-05,1.455457692476228
2010-07-06,1.3251246610095355
2010-07-07,1.242932920041038
2010-07-08,1.2010765341701533
2010-07-09,1.5789874133171018
2010-07-10,1.5670670887722806
2010-07-11,1.4137490803652577
2010-07-12,5.140076074878196
2010-07-13,5.3275680236237095
2010-07-14,4.4026377845948375
2010-07-15,4.711134020618558
2010-07-16,3.752043652415599
2010-07-17,1.2871499041950347
2010-07-18,1.6276846437835726
2010-07-19,2.287494347200474
2010-07-20,2.1265286335017417
2010-07-21,2.1715413228865716
2010-07-22,1.7480590197902932
2010-07-23,1.806202164295072
2010-07-24,1.537435340273818
2010-07-25,1.8802788575271752
2010-07-26,1.7947678461266858
2010-07-27,1.4109387923748014
2010-07-28,1.3275173332643353
2010-07-29,1.5407361177017231
2010-07-30,1.6833470613889436
2010-07-31,1.845184947453162
2010-08-01,2.075035400624138
2010-08-02,2.089396673418909
2010-08-03,1.9563604295461223
2010-08-04,2.014324330171814
2010-08-05,1.819114318371401
2010-08-06,1.2611052945531165
2010-08-07,1.3056281689572435
2010-08-08,1.6362909921427111
2010-08-09,1.684600593706015
2010-08-10,1.8024814677112255
2010-08-11,2.2068134817697014
2010-08-12,1.935392961267045
2010-08-13,1.9572649888876457
2010-08-14,2.4970196375499656
2010-08-15,1.858613836631112
2010-08-16,1.2888426560555446
2010-08-17,1.131631405069775
2010-08-18,1.2484117247801398
2010-08-19,1.2079977066372405
2010-08-20,1.680205323414103
2010-08-21,1.4870970080805974
2010-08-22,1.7541507469766873
2010-08-23,1.8066850900287672
2010-08-24,1.8237966808320645
2010-08-25,1.8066931217997648
2010-08-26,1.7407606341941604
2010-08-27,1.4056213930493011
2010-08-28,1.4063666393088805
2010-08-29,1.3259726996390833
2010-08-30,1.1884605521340812
2010-08-31,1.479224000273193
2010-09-01,1.208781194483502
2010-09-02,1.2042018911062278
2010-09-03,1.276043379528098
2010-09-04,1.390759791622817
2010-09-05,1.2859986122006348
2010-09-06,1.2188632571164546
2010-09-07,1.2269243806192167
2010-09-08,1.257539030974432
2010-09-09,1.0323506682005066
2010-09-10,1.33677648902239
2010-09-11,1.2339180495661553
2010-09-12,1.3458806089834572
2010-09-13,1.2996556945041875
2010-09-14,1.580262687208594
2010-09-15,1.269117280618046
2010-09-16,1.6463694109954612
2010-09-17,1.536439922214588
2010-09-18,1.726472469231791
2010-09-19,1.5554481605561987
2010-09-20,1.529611530541283
2010-09-21,1.3038282423747565
2010-09-22,1.3011448938135437
2010-09-23,1.7359416781880672
2010-09-24,1.6905929806517008
2010-09-25,1.5241708046201738
2010-09-26,1.5072767186978444
2010-09-27,1.679394192435056
2010-09-28,1.5454086750746787
2010-09-29,1.192189084274456
2010-09-30,1.0584346754074463
2010-10-01,1.117048614881026
2010-10-02,0.719920838921
2010-10-03,0.8740309024799066
2010-10-04,1.0908775388150145
2010-10-05,0.9004573735534217
2010-10-06,1.236848059001306
2010-10-07,1.1792148224472745
2010-10-08,1.335201283445993
2010-10-09,1.5455566307728676
2010-10-10,1.922340221998786
2010-10-11,1.7139456402330242
2010-10-12,1.6456806432179698
2010-10-13,1.9011533350627756
2010-10-14,2.3451661437256544
2010-10-15,2.031274855576248
2010-10-16,2.9411689427410215
2010-10-17,3.060846843328868
2010-10-18,2.7888752703377655
2010-10-19,2.79615958271918
2010-10-20,2.8284452894283953
2010-10-21,2.031817513611415
2010-10-22,1.7417017735721287
2010-10-23,2.0210382614061544
2010-10-24,2.6195954680797007
2010-10-25,2.4538386227013707
2010-10-26,3.8900801496771864
2010-10-27,3.823400337275312
2010-10-28,4.195651533106319
2010-10-29,4.154034852432084
2010-10-30,4.788546064182895
2010-10-31,3.47663514813319
2010-11-01,3.3467914554463656
2010-11-02,3.3375457641700916
2010-11-03,3.3829518545935526
2010-11-04,3.967635663080211
2010-11-05,4.822387829796975
2010-11-06,5.54699410767923
2010-11-07,7.850214204789309
2010-11-08,7.977306871451221
2010-11-09,4.890635383039318
2010-11-10,3.340204775813963
2010-11-11,4.333018113238932
2010-11-12,3.4405851631754634
2010-11-13,5.25704998862608
2010-11-14,5.990609112424026
2010-11-15,4.6040341834508665
2010-11-16,4.1868113526374655
2010-11-17,4.903129471116932
2010-11-18,5.135515474721702
2010-11-19,3.2121171553447803
2010-11-20,2.5361743562899264
2010-11-21,3.04049986499698
2010-11-22,3.471265764827524
2010-11-23,3.032140286369904
2010-11-24,3.786222006096149
2010-11-25,3.832357175056046
2010-11-26,4.070947688161399
2010-11-27,3.7638448677414
2010-11-28,3.5015204049332027
2010-11-29,3.9606374862430305
2010-11-30,3.151432633010818
2010-12-01,2.895193062312164
2010-12-02,3.1234966161634814
2010-12-03,3.294742174812653
2010-12-04,3.835432128634704
2010-12-05,3.454688022338558
2010-12-06,3.2421701112927392
2010-12-07,3.256981665512577
2010-12-08,3.7124457593332703
2010-12-09,3.1605309415550016
2010-12-10,1.8997597129603816
2010-12-11,2.527793198519224
2010-12-12,2.380134788941009
2010-12-13,2.016882261441117
2010-12-14,2.5278415530165277
2010-12-15,3.0829761359910033
2010-12-16,2.6704436112761276
2010-12-17,2.611265205165443
2010-12-18,2.495476790642285
2010-12-19,2.8488961337268894
2010-12-20,2.534601695439398
2010-12-21,3.1006538395185923
2010-12-22,2.39826344172818
2010-12-23,2.2215618407350566
2010-12-24,2.2629200488383105
2010-12-25,2.5480707084618484
2010-12-26,2.2450091921851416
2010-12-27,2.575974301971904
2010-12-28,2.7233293110080243
2010-12-29,2.856941033776238
2010-12-30,2.9409283208997685
2010-12-31,2.8225810944476692
2011-01-01,3.153113508742128
2011-01-02,3.007161319805449
2011-01-03,2.621843757004355
2011-01-04,2.378403613752734
2011-01-05,2.6003615623818708
2011-01-06,2.3510837121125614
2011-01-07,2.8874253387383435
2011-01-08,3.000570108126521
2011-01-09,2.916513750212112
2011-01-10,2.914822113326055
2011-01-11,3.068190674532961
2011-01-12,2.9653793047141352
2011-01-13,3.7457630575826624
2011-01-14,3.631512456959414
2011-01-15,3.25378500933974
2011-01-16,3.588420398353188
2011-01-17,3.5774769878274677
2011-01-18,2.4908127892606355
2011-01-19,2.706760590894799
2011-01-20,3.2076720755237966
2011-01-21,3.3881199848047876
2011-01-22,3.4721749566150306
2011-01-23,3.715122125249477
2011-01-24,3.7929615709993953
2011-01-25,3.163255386155004
2011-01-26,3.562104256198219
2011-01-27,3.1851551953801103
2011-01-28,3.212240151377067
2011-01-29,3.341292925445447
2011-01-30,3.3042962321926264
2011-01-31,3.930782028275268
2011-02-01,5.002645884729171
2011-02-02,5.209012226920251
2011-02-03,5.1112955188614695
2011-02-04,6.446505451741465
2011-02-05,6.769985684829121
2011-02-06,6.7207432905004065
2011-02-07,7.422663806814717
2011-02-08,6.1243157137193975
2011-02-09,7.129424781777643
2011-02-10,7.553101822624931
2011-02-11,7.035410102520743
2011-02-12,7.756580230296786
2011-02-13,7.745090350851249
2011-02-14,7.551605587353148
2011-02-15,8.423259769762616
2011-02-16,8.418641396045821
2011-02-17,8.239911217687304
2011-02-18,7.152845922002174
2011-02-19,4.97782995360566
2011-02-20,5.606202931222339
2011-02-21,5.312576984239881
2011-02-22,5.725045264728986
2011-02-23,6.815058257446507
2011-02-24,5.941407018498387
2011-02-25,6.6104969285845
2011-02-26,7.680901360497322
2011-02-27,6.648069753855318
2011-02-28,3.8525656091547726
2011-03-01,3.4049315206974486
2011-03-02,4.347080886721555
2011-03-03,4.813910416349487
2011-03-04,5.514561991893604
2011-03-05,6.741247199408887
2011-03-06,6.158661292278521
2011-03-07,4.801341203431288
2011-03-08,4.212899873593755
2011-03-09,3.509129852073638
2011-03-10,2.4143015627692623
2011-03-11,2.9347372154415696
2011-03-12,3.1419200937836025
2011-03-13,2.629818389088359
2011-03-14,2.4562754127822495
2011-03-15,2.4284396128992127
2011-03-16,2.845499650269681
2011-03-17,2.8604931472089
2011-03-18,2.308347480241449
2011-03-19,2.1095475298072768
2011-03-20,2.5053532976647515
2011-03-21,2.638476344901401
2011-03-22,2.1750590971681754
2011-03-23,3.037806261658521
2011-03-24,2.982519157680858
2011-03-25,3.4663224922978833
2011-03-26,2.7305313643641824
2011-03-27,2.7396193849847057
2011-03-28,3.050365881420125
2011-03-29,2.856471367186697
2011-03-30,2.707250933043901
2011-03-31,3.476280490233087
2011-04-01,2.983814032278798
2011-04-02,3.0594802443741833
2011-04-03,2.921656767765354
2011-04-04,2.6272901225365053
2011-04-05,2.651398172563361
2011-04-06,2.229814946181116
2011-04-07,2.3017063944880944
2011-04-08,2.6264922480277053
2011-04-09,2.4147993516498265
2011-04-10,2.6286251160014045
2011-04-11,2.501330730475941
2011-04-12,2.7759230671534776
2011-04-13,3.546054339900635
2011-04-14,2.964676202900539
2011-04-15,2.7184518240964213
2011-04-16,3.464333317418846
2011-04-17,3.659134170141431
2011-04-18,3.253232796654911
2011-04-19,3.4420767899942617
2011-04-20,3.1633503460177996
2011-04-21,3.201019846631582
2011-04-22,4.114929816893893
2011-04-23,4.58003989399625
2011-04-24,4.915835637688677
2011-04-25,5.414395288784161
2011-04-26,5.577113169505947
2011-04-27,5.821148030746779
2011-04-28,5.646541198949069
2011-04-29,8.201868095930111
2011-04-30,9.57920568705602
2011-05-01,9.470565418859143
2011-05-02,9.57995211597342
2011-05-03,9.533728817794708
2011-05-04,9.715055863863034
2011-05-05,10.577111983675229
2011-05-06,10.384825747366603
2011-05-07,10.068689529178798
2011-05-08,10.679514381781775
2011-05-09,11.45459509821536
2011-05-10,10.439858279654189
2011-05-11,12.584686515690462
2011-05-12,10.924461328060572
2011-05-13,16.95679325375428
2011-05-14,20.69048563582484
2011-05-15,14.545697290645828
2011-05-16,17.74931013003422
2011-05-17,17.553851189683353
2011-05-18,17.605506223157644
2011-05-19,9.877121409525772
2011-05-20,11.74670509015206
2011-05-21,10.050255174678414
2011-05-22,12.066016602068029
2011-05-23,14.652498708618335
2011-05-24,14.740728137185224
2011-05-25,15.155662401164008
2011-05-26,15.997757234731088
2011-05-27,9.04145984773564
2011-05-28,7.9917502859326115
2011-05-29,8.864818151089372
2011-05-30,7.700809837032581
2011-05-31,7.596997194422171
2011-06-01,9.456379247500552
2011-06-02,10.285388956766772
2011-06-03,13.19993376833202
2011-06-04,17.979737564668717
2011-06-05,17.07202617211226
2011-06-06,18.949176954207665
2011-06-07,13.965795833325789
2011-06-08,20.480653281784
2011-06-09,24.810698591626565
2011-06-10,21.211798085351173
2011-06-11,16.84601119809442
2011-06-12,12.964290131847354
2011-06-13,15.012880609665224
2011-06-14,14.33150997603546
2011-06-15,15.900706243961764
2011-06-16,9.758259275647594
2011-06-17,8.030310010886554
2011-06-18,8.406273985545921
2011-06-19,10.265807904674285
2011-06-20,10.335079042442771
2011-06-21,11.080415966269443
2011-06-22,10.93198584441492
2011-06-23,10.11575969040022
2011-06-24,8.796342769027907
2011-06-25,5.829526224870545
2011-06-26,5.7041177674419785
2011-06-27,6.207398810643941
2011-06-28,5.731333675647318
2011-06-29,6.065191855876571
2011-06-30,6.5803222982402305
2011-07-01,5.633677793290652
2011-07-02,5.24472406091882
2011-07-03,5.017570799428148
2011-07-04,4.919353808677525
2011-07-05,3.530302271659588
2011-07-06,4.296200488116434
2011-07-07,3.720768255060071
2011-07-08,4.420970724664162
2011-07-09,3.922442715538452
2011-07-10,3.6760817976328375
2011-07-11,4.101355254931596
2011-07-12,3.5542717838850364
2011-07-13,4.708591188451337
2011-07-14,3.499283883592554
2011-07-15,3.899361847524918
2011-07-16,3.6563296273954946
2011-07-17,3.830945325578652
2011-07-18,3.6913572046386753
2011-07-19,3.244557640667098
2011-07-20,3.3668041285780257
2011-07-21,3.368778480163445
2011-07-22,3.3151128942878696
2011-07-23,3.1809987349198026
2011-07-24,3.602526953004937
2011-07-25,3.64590790786929
2011-07-26,3.797759807516248
2011-07-27,3.72420814507267
2011-07-28,3.217931030059701
2011-07-29,3.3379301263693586
2011-07-30,3.069196575628718
2011-07-31,3.4571696826690155
2011-08-01,3.2239935035630047
2011-08-02,2.845278275106682
2011-08-03,2.539263687100293
2011-08-04,1.9600977733348672
2011-08-05,2.122687297215731
2011-08-06,1.541258836510955
2011-08-07,1.3900010616356608
2011-08-08,1.4996121079054787
2011-08-09,1.934538096411636
2011-08-10,2.1401184961674353
2011-08-11,1.8777610057088188
2011-08-12,1.6902163465823632
2011-08-13,1.7088610115117264
2011-08-14,1.8919961720479772
2011-08-15,1.9789166913388168
2011-08-16,2.2031687367362665
2011-08-17,1.998070745775342
2011-08-18,2.1031928260465897
2011-08-19,1.9658131867649549
2011-08-20,2.3095203626365635
2011-08-21,2.3948881075417416
2011-08-22,2.4623521447200596
2011-08-23,2.21844949621759
2011-08-24,1.8926562266152973
2011-08-25,1.7931966015093426
2011-08-26,1.7274910424793886
2011-08-27,1.3450469459668126
2011-08-28,1.297076484735343
2011-08-29,1.5646638255299254
2011-08-30,1.6188766436139326
2011-08-31,1.660685009576608
2011-09-01,1.325027662679891
2011-09-02,1.626825785405321
2011-09-03,1.5335843807701643
2011-09-04,1.3658633561880429
2011-09-05,1.4892000219649388
2011-09-06,1.2468270371733094
2011-09-07,1.1573908631227217
2011-09-08,1.0806558596079274
2011-09-09,1.021974238992185
2011-09-10,0.8118001057407235
2011-09-11,0.8118305957782861
2011-09-12,0.9844355987984948
2011-09-13,1.0054352708796557
2011-09-14,0.9883855717165
2011-09-15,0.9657417749920468
2011-09-16,0.6837851309910377
2011-09-17,0.7661855659162731
2011-09-18,0.913495398256972
2011-09-19,0.7820184318283642
2011-09-20,0.9813525934841584
2011-09-21,0.9934756266179512
2011-09-22,0.9569514834551142
2011-09-23,0.8627783505898308
2011-09-24,0.8264000601417957
2011-09-25,0.8633935457381997
2011-09-26,0.7903630541412403
2011-09-27,0.7571901948359131
2011-09-28,0.8184587652055005
2011-09-29,0.6848406066662042
2011-09-30,0.6979851412980211
2011-10-01,0.8301923530204358
2011-10-02,0.6961619471791967
2011-10-03,0.8251487263696967
2011-10-04,0.6365330522610737
2011-10-05,0.8113814244513926
2011-10-06,0.6901924398546058
2011-10-07,0.7104589815702033
2011-10-08,0.5520034270861355
2011-10-09,0.5971278295380035
2011-10-10,0.5728343435200549
2011-10-11,0.4181106570051525
2011-10-12,0.543954122464369
2011-10-13,0.4470267023453995
2011-10-14,0.6301936119880068
2011-10-15,0.5915456594991311
2011-10-16,0.504083264659648
2011-10-17,0.3917277733628657
2011-10-18,0.3576216719418834
2011-10-19,0.3471893367788889
2011-10-20,0.2965125293482629
2011-10-21,0.3429065064599195
2011-10-22,0.3177445790456318
2011-10-23,0.3747596936748847
2011-10-24,0.4128756851007515
2011-10-25,0.3922405079278877
2011-10-26,0.3576014204436226
2011-10-27,0.3174656316946688
2011-10-28,0.3620533432499805
2011-10-29,0.4355292446844169
2011-10-30,0.4252089975527859
2011-10-31,0.461725726970536
2011-11-01,0.5346524878714124
2011-11-02,0.548849976616967
2011-11-03,0.4449417183439428
2011-11-04,0.5119523043491773
2011-11-05,0.4913274965765245
2011-11-06,0.4696114170898005
2011-11-07,0.4332524950354536
2011-11-08,0.5027523948580271
2011-11-09,0.5281881148826618
2011-11-10,0.4472676465202891
2011-11-11,0.3828609378348793
2011-11-12,0.4723577116224137
2011-11-13,0.4701942245609546
2011-11-14,0.3881793389920054
2011-11-15,0.4145457582778575
2011-11-16,0.3559150177011866
2011-11-17,0.3441675249871598
2011-11-18,0.3236769697609018
2011-11-19,0.2922206626532736
2011-11-20,0.3558357154577254
2011-11-21,0.2834785002797641
2011-11-22,0.3485027692607972
2011-11-23,0.3380736686097807
2011-11-24,0.2906602925023772
2011-11-25,0.3590378984516094
2011-11-26,0.3212617712669163
2011-11-27,0.3026168130105262
2011-11-28,0.3442077434393105
2011-11-29,0.4153424181384059
2011-11-30,0.4984859565153832
2011-12-01,0.5970571221412462
2011-12-02,0.4836041480191969
2011-12-03,0.4907857648978223
2011-12-04,0.4025729940768245
2011-12-05,0.4846444946250228
2011-12-06,0.5419583473005066
2011-12-07,0.4388784458246458
2011-12-08,0.5162009387848359
2011-12-09,0.4656175412748286
2011-12-10,0.4573800762420143
2011-12-11,0.5187704908917277
2011-12-12,0.4313026268276411
2011-12-13,0.4479427782425397
2011-12-14,0.51120042225701
2011-12-15,0.3742304819553829
2011-12-16,0.397098806127428
2011-12-17,0.5054133651742775
2011-12-18,0.4851917831659527
2011-12-19,0.5614088739983534
2011-12-20,0.5601285874704167
2011-12-21,0.6177675795515504
2011-12-22,0.6002818633468475
2011-12-23,0.5819935605556217
2011-12-24,0.5944710335996968
2011-12-25,0.7492983188878096
2011-12-26,0.7463739348074568
2011-12-27,0.6046299243120025
2011-12-28,0.6635655497464547
2011-12-29,0.6022514349530719
2011-12-30,0.6162945154795053
2011-12-31,0.6941861703965589
2012-01-01,0.7791369022901892
2012-01-02,0.8197615351936527
2012-01-03,0.8217846957917448
2012-01-04,0.7789320786439277
2012-01-05,0.926744801555504
2012-01-06,1.1905554727867234
2012-01-07,1.2451703236965657
2012-01-08,1.1565977687007647
2012-01-09,1.1046536253751704
2012-01-10,0.9071562637213924
2012-01-11,1.042875128919028
2012-01-12,1.0531455658085371
2012-01-13,0.9285064036817566
2012-01-14,0.9730017543897268
2012-01-15,0.9467422634987432
2012-01-16,1.2046023378396389
2012-01-17,1.017928245889612
2012-01-18,0.7451179071830072
2012-01-19,0.9085789202901264
2012-01-20,0.9147531017484952
2012-01-21,1.018156574684966
2012-01-22,0.8274368706453148
2012-01-23,1.040864885579506
2012-01-24,0.851926488679126
2012-01-25,0.8790298709105413
2012-01-26,0.7559875478104847
2012-01-27,0.7216569415137883
2012-01-28,0.7682800798058889
2012-01-29,0.8866576188515078
2012-01-30,0.9072931151674548
2012-01-31,0.7924974684938567
2012-02-01,0.7570887957220336
2012-02-02,0.9117847531156535
2012-02-03,0.8954363365138247
2012-02-04,0.882495256491371
2012-02-05,0.7706413549094963
2012-02-06,0.7753817778657006
2012-02-07,0.7212158104757388
2012-02-08,0.7717912796245386
2012-02-09,0.7791734775702445
2012-02-10,0.7613023764273958
2012-02-11,0.8207565747027263
2012-02-12,0.8387095964682266
2012-02-13,0.6927504685847227
2012-02-14,0.6171077013839366
2012-02-15,0.584540526384953
2012-02-16,0.5464129529565268
2012-02-17,0.6279600948629872
2012-02-18,0.6850962606595455
2012-02-19,0.6308047656891838
2012-02-20,0.5686611749447487
2012-02-21,0.5193880526692054
2012-02-22,0.6558833989276691
2012-02-23,0.7302667002830373
2012-02-24,0.6853388417917313
2012-02-25,0.7499022162996023
2012-02-26,0.6768673264617818
2012-02-27,0.7011221497418085
2012-02-28,0.7214159174425515
2012-02-29,0.7948787553019889
2012-03-01,0.6793220626597944
2012-03-02,0.5793848035037804
2012-03-03,0.4821267105412721
2012-03-04,0.5884296487744293
2012-03-05,0.6478447284266395
2012-03-06,0.6156774371321493
2012-03-07,0.692939402474342
2012-03-08,0.6907811038553386
2012-03-09,0.7441535337064416
2012-03-10,0.7204222522382958
2012-03-11,0.5919062552147439
2012-03-12,0.7277197196374134
2012-03-13,0.7243504519943079
2012-03-14,0.6584470133805982
2012-03-15,0.5789740305785833
2012-03-16,0.7293211573972572
2012-03-17,0.8121701044702272
2012-03-18,0.749215538205336
2012-03-19,0.6524704131711535
2012-03-20,0.6832125705806248
2012-03-21,0.6760468708766679
2012-03-22,0.6738600113619561
2012-03-23,0.5249701359681017
2012-03-24,0.7642120546698149
2012-03-25,0.6310272797044111
2012-03-26,0.6167507645503063
2012-03-27,0.6425679643925747
2012-03-28,0.6327634673998905
2012-03-29,0.5888746527813266
2012-03-30,0.6467210192965273
2012-03-31,0.7233667203155029
2012-04-01,0.5970213519496284
2012-04-02,0.4937204713925839
2012-04-03,0.572017835995862
2012-04-04,0.5899222515251271
2012-04-05,0.500325440458884
2012-04-06,0.5842956089271962
2012-04-07,0.5396478988287983
2012-04-08,0.6162542407023492
2012-04-09,0.6032509378011206
2012-04-10,0.6137233925582426
2012-04-11,0.5927808645019038
2012-04-12,0.5359544297068388
2012-04-13,0.516753538038034
2012-04-14,0.5946040298807455
2012-04-15,0.4532187976616266
2012-04-16,0.6360351001350285
2012-04-17,0.5749165271491679
2012-04-18,0.5692318683914039
2012-04-19,0.6915459330246465
2012-04-20,0.6810397706100151
2012-04-21,0.6958187838997434
2012-04-22,0.6216552030388461
2012-04-23,0.5946374480707499
2012-04-24,0.5951658199794897
2012-04-25,0.5518165348307134
2012-04-26,0.6715488601205909
2012-04-27,0.5839442503996614
2012-04-28,0.6439598269641656
2012-04-29,0.7499521179318341
2012-04-30,0.7489444506526084
2012-05-01,0.7146140190384315
2012-05-02,0.6463890792231227
2012-05-03,0.6757810802030679
2012-05-04,0.6959923792420989
2012-05-05,0.7154416753046221
2012-05-06,0.6999776679934023
2012-05-07,0.7259839610331587
2012-05-08,0.7492309353569504
2012-05-09,0.7090848237877014
2012-05-10,0.5493714188404482
2012-05-11,0.5973834339888475
2012-05-12,0.5379879121967072
2012-05-13,0.591332221492691
2012-05-14,0.5886798265680725
2012-05-15,0.5560829122475003
2012-05-16,0.5256145039188621
2012-05-17,0.5077305098655244
2012-05-18,0.6373486356667749
2012-05-19,0.6569122279294627
2012-05-20,0.6093429346262895
2012-05-21,0.5557180917439043
2012-05-22,0.5085711354224786
2012-05-23,0.580782578330198
2012-05-24,0.5607646129695212
2012-05-25,0.5459981789201013
2012-05-26,0.6401815227369935
2012-05-27,0.7169969795136143
2012-05-28,0.6427278757327441
2012-05-29,0.5719709545640458
2012-05-30,0.5978170556390993
2012-05-31,0.6320731345522362
2012-06-01,0.7098882644043176
2012-06-02,0.7491196701991925
2012-06-03,0.7201748413081226
2012-06-04,0.736732244568107
2012-06-05,0.7259940681758853
2012-06-06,0.7675103054273749
2012-06-07,0.7113796104465911
2012-06-08,0.7488921191984154
2012-06-09,0.918770310958242
2012-06-10,0.8842525762667739
2012-06-11,0.7501679729914138
2012-06-12,0.8621092134776513
2012-06-13,0.8718850895021124
