date,mvrv_z_score
2010-04-21,2.718937129173386e-15
2010-04-22,2.710715944354613e-15
2010-04-23,2.7030055548258433e-15
2010-04-24,2.69442182737422e-15
2010-04-25,3.0701698677463293e-15
2010-04-26,2.295532409849365e-15
2010-04-27,2.287795384591093e-15
2010-04-28,2.280110338974408e-15
2010-04-29,2.2738724133445146e-15
2010-04-30,3.0237263967558716e-15
2010-05-01,3.013490507620001e-15
2010-05-02,2.2536561130603337e-15
2010-05-03,2.996087825779497e-15
2010-05-04,2.988612584178233e-15
2010-05-05,2.235839997678248e-15
2010-05-06,2.9730136572805155e-15
2010-05-07,2.9658689415142946e-15
2010-05-08,2.218182540491343e-15
2010-05-09,2.212438659146376e-15
2010-05-10,2.943096606267933e-15
2010-05-11,2.202904864730131e-15
2010-05-12,2.197872144494273e-15
2010-05-13,2.192823010738826e-15
2010-05-14,2.187992917609988e-15
2010-05-15,2.9125774753199282e-15
2010-05-16,2.9067050289854448e-15
2010-05-17,2.8993073850173954e-15
2010-05-18,2.8906644075023756e-15
2010-05-19,2.161707581595744e-15
2010-05-20,2.871961697175273e-15
2010-05-21,2.1473086084384175e-15
2010-05-22,2.8532995296974298e-15
2010-05-23,2.8427935319494192e-15
2010-05-24,2.83349770142799e-15
2010-05-25,2.8231856809528178e-15
2010-05-26,2.812317152018652e-15
2010-05-27,2.803026314526865e-15
2010-05-28,2.792312153502483e-15
2010-05-29,2.7835332481390538e-15
2010-05-30,2.7764645898901978e-15
2010-05-31,2.7697613463530905e-15
2010-06-01,3.4542731112914898e-15
2010-06-02,2.7565447789583257e-15
2010-06-03,2.7494731366541706e-15
2010-06-04,2.7436847721543077e-15
2010-06-05,2.7370007282686424e-15
2010-06-06,2.7302118949258525e-15
2010-06-07,3.4038086783601296e-15
2010-06-08,2.7157836683536653e-15
2010-06-09,2.708198815455062e-15
2010-06-10,2.701014430486778e-15
2010-06-11,2.693511736674737e-15
2010-06-12,2.6875129230850875e-15
2010-06-13,2.679864504196478e-15
2010-06-14,3.3410368370581177e-15
2010-06-15,3.3309808807303812e-15
2010-06-16,2.6586092753203017e-15
2010-06-17,2.652289662251484e-15
2010-06-18,3.3072851534213207e-15
2010-06-19,2.6393979900672226e-15
2010-06-20,2.631510408438785e-15
2010-06-21,3.2812254943745188e-15
2010-06-22,2.6183985364632924e-15
2010-06-23,2.610552110386908e-15
2010-06-24,3.254376625015211e-15
2010-06-25,2.5972750126632125e-15
2010-06-26,3.2383844751228004e-15
2010-06-27,3.2292433146743773e-15
2010-06-28,2.5771825053225385e-15
2010-06-29,3.212888201006515e-15
2010-06-30,3.2036885903471884e-15
2010-07-01,2.554431011753765e-15
2010-07-02,3.1847490487855937e-15
2010-07-03,2.539379650569729e-15
2010-07-04,3.166032124429538e-15
2010-07-05,3.1570985144018658e-15
2010-07-06,3.1489941264156562e-15
2010-07-07,3.141415787520869e-15
2010-07-08,3.134115004364356e-15
2010-07-09,3.1245451141351828e-15
2010-07-10,3.1150811408639016e-15
2010-07-11,3.106574534747185e-15
2010-07-12,3.0756533074201578e-15
2010-07-13,3.652607249815172e-15
2010-07-14,3.0177665932127196e-15
2010-07-15,2.9900278129977474e-15
2010-07-16,2.96810608503619e-15
2010-07-17,2.960640508519472e-15
2010-07-18,2.518052844934262
2010-07-19,2.097026862245265
2010-07-20,1.651545449131956
2010-07-21,1.9270188072329173
2010-07-22,0.8855022416898451
2010-07-23,0.7889410650394891
2010-07-24,0.2777493518736046
2010-07-25,0.0101575583757885
2010-07-26,0.3683243860649527
2010-07-27,0.6163509542580068
2010-07-28,0.5501680068678448
2010-07-29,1.217461482211841
2010-07-30,0.887787305478263
2010-07-31,1.1109060777798585
2010-08-01,0.668826377394233
2010-08-02,0.5926783796548909
2010-08-03,0.5880002672780826
2010-08-04,0.4538076278682116
2010-08-05,0.6445196274115015
2010-08-06,0.710043374294558
2010-08-07,0.5109161260644887
2010-08-08,0.6276922825306399
2010-08-09,1.25075456385372
2010-08-10,0.9961286797173174
2010-08-11,0.976280499685758
2010-08-12,1.1546842077095314
2010-08-13,0.8054465748056291
2010-08-14,0.9497584675291766
2010-08-15,0.838150312193413
2010-08-16,0.8456427870646441
2010-08-17,1.1129585417808503
2010-08-18,0.9830690123612504
2010-08-19,0.900091715135872
2010-08-20,0.8230505891069593
2010-08-21,0.8712415138379553
2010-08-22,0.842303621672829
2010-08-23,0.7724414262807243
2010-08-24,0.7725086688657553
2010-08-25,0.7560181082117619
2010-08-26,0.7048293873986595
2010-08-27,0.759622870252187
2010-08-28,0.7327798277851367
2010-08-29,0.6951545170456557
2010-08-30,0.7496991166790575
2010-08-31,0.4571335324840863
2010-09-01,0.5380792267137642
2010-09-02,0.6356300600389294
2010-09-03,0.5037373330815565
2010-09-04,0.5909315328954517
2010-09-05,0.5419988984325385
2010-09-06,0.5411360891809648
2010-09-07,0.5341505862350452
2010-09-08,0.5319819266533957
2010-09-09,0.5066523854400933
2010-09-10,0.5448248259132173
2010-09-11,0.650133445568582
2010-09-12,0.5241154885357519
2010-09-13,0.5610922147725111
2010-09-14,0.547271108418487
2010-09-15,0.4538755679544544
2010-09-16,0.5302529024005909
2010-09-17,0.387226154566884
2010-09-18,0.4783895339767558
2010-09-19,0.5727312157169269
2010-09-20,0.536485397553258
2010-09-21,0.5654522187151675
2010-09-22,0.5287628197261454
2010-09-23,0.5413026956849053
2010-09-24,0.5326999755845707
2010-09-25,0.5204742723306703
2010-09-26,0.5280562231109546
2010-09-27,0.523653934183329
2010-09-28,0.4971104306340006
2010-09-29,0.4911120144789569
2010-09-30,0.4940792138777238
2010-10-01,0.4927318649974196
2010-10-02,0.4460175069351986
2010-10-03,0.4290851987291277
2010-10-04,0.4390871149275894
2010-10-05,0.4399448693340034
2010-10-06,0.5255918555199807
2010-10-07,0.7457659152708516
2010-10-08,1.7809294008555618
2010-10-09,2.162079143579842
2010-10-10,2.256563261689997
2010-10-11,2.13761006635413
2010-10-12,2.1064819426858774
2010-10-13,2.602113259155646
2010-10-14,2.393867815507433
2010-10-15,2.4834778571168505
2010-10-16,2.2176681298912206
2010-10-17,2.2201820695099883
2010-10-18,2.196754317186081
2010-10-19,1.905214657250102
2010-10-20,1.9589496843223808
2010-10-21,2.2891980395992593
2010-10-22,2.215658474762443
2010-10-23,2.1362112344497177
2010-10-24,2.527549942637199
2010-10-25,3.2308316539291986
2010-10-26,3.8599959910634576
2010-10-27,5.201444082478829
2010-10-28,4.301636059215097
2010-10-29,4.748605369596942
2010-10-30,4.836589856935493
2010-10-31,4.4287578012024555
2010-11-01,4.395194961196809
2010-11-02,4.199300999612407
2010-11-03,4.060590171164116
2010-11-04,4.3861113325618435
2010-11-05,5.794636713734881
2010-11-06,8.655158220585644
2010-11-07,6.759347211376175
2010-11-08,3.710716573049666
2010-11-09,2.82040822900321
2010-11-10,3.3944062943953464
2010-11-11,3.0224211166360857
2010-11-12,3.968122352102454
2010-11-13,3.99568245728617
2010-11-14,3.909883499078952
2010-11-15,3.55479335819378
2010-11-16,2.616811180442138
2010-11-17,2.9967798661004452
2010-11-18,3.319558744855775
2010-11-19,3.400628113696403
2010-11-20,3.5153518799246313
2010-11-21,3.3294581626641784
2010-11-22,3.4142147636950173
2010-11-23,3.3400685730820476
2010-11-24,3.280425816429168
2010-11-25,3.165979587547758
2010-11-26,3.196878323201172
2010-11-27,3.1214119182867774
2010-11-28,2.87799215136531
2010-11-29,2.206347259191825
2010-11-30,1.7837666011311544
2010-12-01,2.0923855925471413
2010-12-02,2.51089909839683
2010-12-03,2.421516026702575
2010-12-04,1.671783603896772
2010-12-05,1.4814825527314386
2010-12-06,1.6174627836906952
2010-12-07,2.118409436909255
2010-12-08,2.131365417045986
2010-12-09,1.3864260715688874
2010-12-10,1.5648801336228262
2010-12-11,1.9328910793336609
2010-12-12,1.799158873577411
2010-12-13,1.9398834336541977
2010-12-14,2.18718507986435
2010-12-15,2.059835902078897
2010-12-16,2.195761345199705
2010-12-17,2.028770499098953
2010-12-18,2.0280445914876872
2010-12-19,1.999147918929089
2010-12-20,2.37831554205802
2010-12-21,1.940900486376607
2010-12-22,2.076194609757848
2010-12-23,2.045027491961178
2010-12-24,2.0225868882194877
2010-12-25,2.035553778098897
2010-12-26,2.241049096988915
2010-12-27,2.2253983172849057
2010-12-28,2.4360017527122895
2010-12-29,2.664928567380376
2010-12-30,2.6395407637358907
2010-12-31,2.614692246360275
2011-01-01,2.587963634067897
2011-01-02,2.559241878456915
2011-01-03,2.4683583709890224
2011-01-04,2.504234688606896
2011-01-05,2.4828700533613075
2011-01-06,2.452506611749597
2011-01-07,2.721869823048659
2011-01-08,2.7309532176639935
2011-01-09,2.70457205619827
2011-01-10,2.712663705419146
2011-01-11,2.662750166925059
2011-01-12,2.5361653377171276
2011-01-13,2.457547875321144
2011-01-14,3.4494052982851096
2011-01-15,3.2278054985915308
2011-01-16,3.1827366800345356
2011-01-17,2.682599339361654
2011-01-18,2.2232200448076695
2011-01-19,2.198674987921444
2011-01-20,3.0920411831622734
2011-01-21,3.403467908679026
2011-01-22,3.630468485471727
2011-01-23,3.5398289427884615
2011-01-24,3.2290645142115677
2011-01-25,3.0769896215192376
2011-01-26,3.067074790299578
2011-01-27,2.9673448423846813
2011-01-28,3.077871082214375
2011-01-29,3.0701385844830194
2011-01-30,3.46478086423166
2011-01-31,4.120511195848155
2011-02-01,5.562988999296125
2011-02-02,5.4124981505897845
2011-02-03,5.053845944451112
2011-02-04,5.914965367291531
2011-02-05,6.488816856334802
2011-02-06,6.096679488092348
2011-02-07,5.725799673364732
2011-02-08,5.752950910853437
2011-02-09,6.773114811983947
2011-02-10,5.66045262174717
2011-02-11,6.111587308772397
2011-02-12,5.928232086507335
2011-02-13,5.499265823800917
2011-02-14,5.431535220456287
2011-02-15,5.073462640813621
2011-02-16,4.76961535649282
2011-02-17,4.679307973144965
2011-02-18,3.757718168182521
2011-02-19,3.974180078518448
2011-02-20,3.3652897188237887
2011-02-21,3.23252294174672
2011-02-22,3.5292330746188334
2011-02-23,3.460444202497223
2011-02-24,3.880128159700107
2011-02-25,3.382998607826812
2011-02-26,3.5313391699909857
2011-02-27,3.1189609094306268
2011-02-28,2.9935643996075627
2011-03-01,3.0384265444450764
2011-03-02,3.0986547507161557
2011-03-03,3.0573712163069904
2011-03-04,2.837174299413568
2011-03-05,2.83069168191353
2011-03-06,2.6906392956573075
2011-03-07,2.6563293574580777
2011-03-08,2.5616420348126656
2011-03-09,2.51916800380034
2011-03-10,2.8096357399531633
2011-03-11,2.556221951594625
2011-03-12,2.696528649348779
2011-03-13,2.564475006793976
2011-03-14,2.5523454016461775
2011-03-15,2.432071861639352
2011-03-16,2.359658219405743
2011-03-17,2.1943687383332544
2011-03-18,2.148271777992275
2011-03-19,1.9204285748018408
2011-03-20,1.8104932416160504
2011-03-21,1.877851364356603
2011-03-22,2.085339842725721
2011-03-23,2.241783437790094
2011-03-24,2.28971729746996
2011-03-25,2.343747688359846
2011-03-26,2.2028096710117553
2011-03-27,2.074829541335878
2011-03-28,1.9460277369052283
2011-03-29,1.910991617931157
2011-03-30,1.8923662214839745
2011-03-31,1.8610238951393752
2011-04-01,1.809503649350489
2011-04-02,1.8342308199961777
2011-04-03,1.8139705619467552
2011-04-04,1.4025595586248163
2011-04-05,1.5193730678250066
2011-04-06,1.6364978489123996
2011-04-07,1.686226491744581
2011-04-08,1.6638935127860102
2011-04-09,1.6443382837268803
2011-04-10,1.600137983375473
2011-04-11,1.7262552490561318
2011-04-12,2.0728910910204013
2011-04-13,2.3692903261761944
2011-04-14,2.583847647172827
2011-04-15,2.5096174606385544
2011-04-16,2.724722519095518
2011-04-17,3.0113979809123093
2011-04-18,3.044386261409392
2011-04-19,3.1707034377942276
2011-04-20,2.9326084986691954
2011-04-21,3.137688412380319
2011-04-22,3.837163324189118
2011-04-23,4.681891272349858
2011-04-24,4.4398551580686325
2011-04-25,4.202481705330675
2011-04-26,4.77072972909277
2011-04-27,5.033557443592899
2011-04-28,5.895447559117978
2011-04-29,7.279451054186317
2011-04-30,8.555722520077246
2011-05-01,6.707648036076532
2011-05-02,6.786226817399207
2011-05-03,6.911261780691024
2011-05-04,6.488068512537402
2011-05-05,5.984005182706038
2011-05-06,5.912982115042857
2011-05-07,6.045713760797483
2011-05-08,6.208886977409471
2011-05-09,5.776291021392876
2011-05-10,9.044391503479948
2011-05-11,7.935694856427005
2011-05-12,8.74034326593078
2011-05-13,10.345906301981774
2011-05-14,7.537710078149904
2011-05-15,7.001675822847671
2011-05-16,7.45635419854864
2011-05-17,6.177488169903687
2011-05-18,5.333500643777404
2011-05-19,5.307661434972911
2011-05-20,3.8749814694745335
2011-05-21,4.370520556850874
2011-05-22,4.756320113026475
2011-05-23,4.873224516386543
2011-05-24,4.940084470383496
2011-05-25,5.532045029626026
2011-05-26,5.546309109448913
2011-05-27,5.111562269149843
2011-05-28,4.876737554988484
2011-05-29,4.778461440636101
2011-05-30,4.940645780573102
2011-05-31,4.797570334791156
2011-06-01,5.274654374670669
2011-06-02,5.90075479282568
2011-06-03,7.721185811797287
2011-06-04,9.613469832927445
2011-06-05,7.776725831958204
2011-06-06,7.734654812507245
2011-06-07,9.75488240556357
2011-06-08,11.30247897603236
2011-06-09,9.525782155755282
2011-06-10,6.863398156202264
2011-06-11,3.447604714764638
2011-06-12,4.58131646604027
2011-06-13,4.52687292132004
2011-06-14,4.228259772549947
2011-06-15,4.024390255760856
2011-06-16,3.396155241377373
2011-06-17,2.783124454231701
2011-06-18,3.0349428097541096
2011-06-19,3.1202797278730543
2011-06-20,3.075923340122523
2011-06-21,3.0920518458513353
2011-06-22,3.0556798497494446
2011-06-23,3.0501138890696136
2011-06-24,3.1076879541007965
2011-06-25,2.902883476083913
2011-06-26,2.4580571036030388
2011-06-27,2.5053182088508312
2011-06-28,2.510328208105833
2011-06-29,2.4712424366416483
2011-06-30,2.2526822242719726
2011-07-01,2.034471591216944
2011-07-02,2.033134160874487
2011-07-03,2.02983172806693
2011-07-04,1.634994370143863
2011-07-05,1.354887214938841
2011-07-06,1.8343559688219984
2011-07-07,1.8547586742767652
2011-07-08,1.7031100489098288
2011-07-09,1.7166905264315926
2011-07-10,1.751236942452988
2011-07-11,1.6511995578709169
2011-07-12,1.5980251811581334
2011-07-13,1.5735957283788586
2011-07-14,1.5832355820827635
2011-07-15,1.524584828136775
2011-07-16,1.4991231187504233
2011-07-17,1.3639769463276232
2011-07-18,1.5709670568004352
2011-07-19,1.5812576280302282
2011-07-20,1.5574429648931707
2011-07-21,1.5366082326925774
2011-07-22,1.5490410911726489
2011-07-23,1.5410841318136237
2011-07-24,1.6046604321354692
2011-07-25,1.6082930600702074
2011-07-26,1.5623981972976857
2011-07-27,1.5604948965325518
2011-07-28,1.4610823750931117
2011-07-29,1.465375984137386
2011-07-30,1.4608877326680534
2011-07-31,1.4225227877804911
2011-08-01,1.326120477071455
2011-08-02,1.1653777454409078
2011-08-03,0.5069441074948089
2011-08-04,0.8364007420884093
2011-08-05,0.6009635300066843
2011-08-06,-0.1254310857619756
2011-08-07,0.2792691818917562
2011-08-08,0.2398072668488298
2011-08-09,0.5923039121712664
2011-08-10,0.7298368700169302
2011-08-11,0.6039080161522588
2011-08-12,0.6042482818907207
2011-08-13,0.7476696781298009
2011-08-14,0.9016203061306268
2011-08-15,0.974889555035956
2011-08-16,0.9296837306412076
2011-08-17,0.9348476046375672
2011-08-18,0.897493039041696
2011-08-19,1.0928089284997704
2011-08-20,1.0296978771627578
2011-08-21,0.998951253834782
2011-08-22,0.923275727314652
2011-08-23,0.9077776182873548
2011-08-24,0.8903314332723662
2011-08-25,0.5751696179734918
2011-08-26,0.2681235896441138
2011-08-27,0.4479201168704287
2011-08-28,0.5576942467635321
2011-08-29,0.5358672835538998
2011-08-30,0.4969241843866023
2011-08-31,0.3658140427470898
2011-09-01,0.3750682648951424
2011-09-02,0.4658277451084853
2011-09-03,0.4195267852632299
2011-09-04,0.3643925002387947
2011-09-05,0.241404438063298
2011-09-06,0.0788687432727084
2011-09-07,0.1474152127249816
2011-09-08,0.0122859513255642
2011-09-09,-0.3064139275154504
2011-09-10,-0.3798248668880999
2011-09-11,-0.0854256766334839
2011-09-12,-0.0271060300986864
2011-09-13,-0.0788859540778075
2011-09-14,-0.1397624349831588
2011-09-15,-0.3008829409670779
2011-09-16,-0.296379596196988
2011-09-17,-0.3057881687647741
2011-09-18,-0.197985307902638
2011-09-19,-0.133952177475373
2011-09-20,0.0022852011861798
2011-09-21,-0.1004905498005452
2011-09-22,-0.1399063867163932
2011-09-23,-0.120674672074772
2011-09-24,-0.1404136575482677
2011-09-25,-0.1700444136526083
2011-09-26,-0.2675069260347496
2011-09-27,-0.3029175484128674
2011-09-28,-0.3017896327486526
2011-09-29,-0.2837616890348838
2011-09-30,-0.2023163094101667
2011-10-01,-0.2284436607189639
2011-10-02,-0.2307922642503194
2011-10-03,-0.2238176237929717
2011-10-04,-0.2377841956741473
2011-10-05,-0.2551256662505488
2011-10-06,-0.2864306981658906
2011-10-07,-0.3908698434308428
2011-10-08,-0.4510169852431414
2011-10-09,-0.424386815512918
2011-10-10,-0.4359183869051669
2011-10-11,-0.4376251535050664
2011-10-12,-0.4008659749920625
2011-10-13,-0.4312860293717273
2011-10-14,-0.4429834714911435
2011-10-15,-0.4759747972249816
2011-10-16,-0.53151283870069
2011-10-17,-0.7499197042886268
2011-10-18,-0.8001536286520351
2011-10-19,-0.8300573388443968
2011-10-20,-0.801467157303082
2011-10-21,-0.7491520736447749
2011-10-22,-0.5892253267938631
2011-10-23,-0.6074220005763836
2011-10-24,-0.7535829598132141
2011-10-25,-0.6973572225134221
2011-10-26,-0.6902406424132365
2011-10-27,-0.644231357588395
2011-10-28,-0.5967028734245882
2011-10-29,-0.4966928506050149
2011-10-30,-0.5781222614668525
2011-10-31,-0.5818346987605804
2011-11-01,-0.6078710632155249
2011-11-02,-0.5788817019112233
2011-11-03,-0.5948231782389211
2011-11-04,-0.6071894367207582
2011-11-05,-0.6421794529616623
2011-11-06,-0.6428884113273788
2011-11-07,-0.6336489009234002
2011-11-08,-0.6243735491186599
2011-11-09,-0.6058372604667939
2011-11-10,-0.6275407221046554
2011-11-11,-0.5740621683571652
2011-11-12,-0.5845248523686926
2011-11-13,-0.5955546861899026
2011-11-14,-0.7967186667746238
2011-11-15,-0.7553600329462503
2011-11-16,-0.6157822062818443
2011-11-17,-0.6799440454998484
2011-11-18,-0.697920183644315
2011-11-19,-0.6843512577536143
2011-11-20,-0.6835523660753352
2011-11-21,-0.6606682233575014
2011-11-22,-0.6529198541986599
2011-11-23,-0.6479720517902119
2011-11-24,-0.6265908977087457
2011-11-25,-0.6125116667373457
2011-11-26,-0.6128250152755341
2011-11-27,-0.6119080835872311
2011-11-28,-0.5829914693919153
2011-11-29,-0.5301720518815983
2011-11-30,-0.4933475233583629
2011-12-01,-0.4603402175448479
2011-12-02,-0.4573449895781644
2011-12-03,-0.5232724047981449
2011-12-04,-0.5186354907309304
2011-12-05,-0.5127973856955738
2011-12-06,-0.4707401723531984
2011-12-07,-0.4733001468172064
2011-12-08,-0.4735979400350171
2011-12-09,-0.4835976960446632
2011-12-10,-0.4586392852145544
2011-12-11,-0.4132015793234767
2011-12-12,-0.4301885891335514
2011-12-13,-0.4127612379556639
2011-12-14,-0.4438006359031967
2011-12-15,-0.4226492635447221
2011-12-16,-0.4243856284394792
2011-12-17,-0.4244746659303969
2011-12-18,-0.4267083236438226
2011-12-19,-0.3444494012053794
2011-12-20,-0.2336985069867855
2011-12-21,-0.260500149143663
2011-12-22,-0.255402656635917
2011-12-23,-0.2492711845742137
2011-12-24,-0.2493145036068402
2011-12-25,-0.1751161309330525
2011-12-26,-0.2355396758265259
2011-12-27,-0.206432262752538
2011-12-28,-0.1880036310320773
2011-12-29,-0.1887622914346346
2011-12-30,-0.1727343116385509
2011-12-31,-0.0526256651891389
2012-01-01,0.08792595180442
2012-01-02,0.073633071906477
2012-01-03,-0.0179872894579164
2012-01-04,0.1652880192106608
2012-01-05,0.5139173217085043
2012-01-06,0.430608648702443
2012-01-07,0.4590791120625429
2012-01-08,0.5385987685996669
2012-01-09,0.2898494941336323
2012-01-10,0.3524805508861994
2012-01-11,0.4666353294372071
2012-01-12,0.3971086959029415
2012-01-13,0.3358147771969951
2012-01-14,0.4175749519958218
2012-01-15,0.4857690983854382
2012-01-16,0.3847621732266762
2012-01-17,0.1134200771240196
2012-01-18,0.1956772885726226
2012-01-19,0.2998683678758347
2012-01-20,0.3102407824277431
2012-01-21,0.2391679635469366
2012-01-22,0.2719828389876463
2012-01-23,0.3064445893026907
2012-01-24,0.2763526130799275
2012-01-25,0.1615560992033064
2012-01-26,0.0416854438315647
2012-01-27,0.0311767741455652
2012-01-28,0.1342185427473991
2012-01-29,0.0633020935200631
2012-01-30,0.0903158745331549
2012-01-31,0.0891075526407484
2012-02-01,0.2435615312190596
2012-02-02,0.2518109031691254
2012-02-03,0.2099568184401532
2012-02-04,0.1881891040084416
2012-02-05,0.1291210005977931
2012-02-06,0.0782399532584469
2012-02-07,0.1383924489792373
2012-02-08,0.1351168633429535
2012-02-09,0.1816592682713931
2012-02-10,0.2057168556248119
2012-02-11,0.1167110782328055
2012-02-12,0.0926552550215702
2012-02-13,0.0614718697219153
2012-02-14,-0.1743571527774876
2012-02-15,-0.1840473088903112
2012-02-16,-0.2176865908585501
2012-02-17,-0.1877556887369327
2012-02-18,-0.2009276844089181
2012-02-19,-0.1737600547766802
2012-02-20,-0.1716469539575524
2012-02-21,-0.1897405028949107
2012-02-22,-0.149747034849128
2012-02-23,0.0039731148305089
2012-02-24,0.0059550770762346
2012-02-25,-0.0648500066587146
2012-02-26,-0.0230474874557566
2012-02-27,-0.0145615069391464
2012-02-28,-0.0411331079949592
2012-02-29,-0.0316162966067949
2012-03-01,-0.0152386995392014
2012-03-02,-0.0694498047703608
2012-03-03,-0.0889874391509778
2012-03-04,-0.0382940057046479
2012-03-05,-0.0431972388406357
2012-03-06,0.0071984328196494
2012-03-07,-0.0127124561134217
2012-03-08,-0.0102560193052269
2012-03-09,-0.028814323774016
2012-03-10,-0.0351991184522187
2012-03-11,-0.0176729487473269
2012-03-12,-0.0155718479444017
2012-03-13,0.0861100626830532
2012-03-14,0.1146791693096405
2012-03-15,0.1030411457830191
2012-03-16,0.098947542844903
2012-03-17,0.054565854814928
2012-03-18,0.0762740545229348
2012-03-19,-0.0847355906353952
2012-03-20,-0.0377275384984097
2012-03-21,-0.043086096481882
2012-03-22,-0.0557532503186733
2012-03-23,-0.0800004034776183
2012-03-24,-0.0778216874738503
2012-03-25,-0.1089720794690949
2012-03-26,-0.0778550866405235
2012-03-27,-0.0348399411505417
2012-03-28,-0.0350017461113426
2012-03-29,-0.0454247581880219
2012-03-30,0.0001990696782927
2012-03-31,0.0098224101473702
2012-04-01,-0.016293028256746
2012-04-02,0.0341856637543357
2012-04-03,0.0314085115765123
2012-04-04,0.0086053801219241
2012-04-05,0.0220363088041725
2012-04-06,0.0234762299788427
2012-04-07,-0.0375930280215515
2012-04-08,-0.0165216071660145
2012-04-09,-0.0088675259865559
2012-04-10,-0.0045155136643896
2012-04-11,0.0128412052597516
2012-04-12,0.0131454729546946
2012-04-13,0.0157424198138243
2012-04-14,0.0219904105593612
2012-04-15,0.0320315983075638
2012-04-16,0.0236666685720094
2012-04-17,0.0310839326704346
2012-04-18,0.07663510465238
2012-04-19,0.0666295707084422
2012-04-20,0.1397545968627178
2012-04-21,0.1013268942117061
2012-04-22,0.088408523619783
2012-04-23,0.0708689831324521
2012-04-24,0.0501483696942145
2012-04-25,0.0748176566266076
2012-04-26,0.0576814655712629
2012-04-27,0.0596242082621389
2012-04-28,0.0223104938126662
2012-04-29,-0.0020147169013843
2012-04-30,0.0162283747447151
2012-05-01,0.0339033950234532
2012-05-02,0.0433615380522867
2012-05-03,0.0640398543144564
2012-05-04,0.0610072017129738
2012-05-05,0.046029380966345
2012-05-06,0.0518065566940577
2012-05-07,0.0510926593097014
2012-05-08,0.0510504989460741
2012-05-09,0.0324631046153864
2012-05-10,0.0277077068626406
2012-05-11,0.0254110329581003
2012-05-12,0.0198861442704844
2012-05-13,0.01608376056198
2012-05-14,0.039450131414069
2012-05-15,0.0390703066450904
2012-05-16,0.0540261344805364
2012-05-17,0.0663260562460283
2012-05-18,0.0781991866335066
2012-05-19,0.0748467865180263
2012-05-20,0.0765646855527029
2012-05-21,0.0777610151824086
2012-05-22,0.0783389867271552
2012-05-23,0.0903109686944592
2012-05-24,0.0902174818789038
2012-05-25,0.0946086380990311
2012-05-26,0.0889588756701592
2012-05-27,0.0890019051430393
2012-05-28,0.098637088064656
2012-05-29,0.102384507142495
2012-05-30,0.0982315579818812
2012-05-31,0.1180479966812552
2012-06-01,0.1396663905014609
2012-06-02,0.0987224495451444
2012-06-03,0.1270778140676643
2012-06-04,0.1400200220777544
2012-06-05,0.1820441243577119
2012-06-06,0.1848775608163716
2012-06-07,0.2350018616952156
2012-06-08,0.2451786289314458
2012-06-09,0.2228268957369615
2012-06-10,0.1944114604601378
2012-06-11,0.2306130250859016
2012-06-12,0.2711265192072415
2012-06-13,0.3216148230671671
2012-06-14,0.3336631366895589
2012-06-15,0.5091631709221582
2012-06-16,0.473458174828161
2012-06-17,0.384648481810708
2012-06-18,0.4245214006967326
2012-06-19,0.4840418616462166
2012-06-20,0.5418686128798933
2012-06-21,0.5359172687196433
2012-06-22,0.4862645554537281
2012-06-23,0.4594981309559701
2012-06-24,0.4319414924065053
2012-06-25,0.4189553265154862
2012-06-26,0.4597316540152066
2012-06-27,0.514601420622249
2012-06-28,0.4977223278925053
2012-06-29,0.5224708276097908
2012-06-30,0.5274660275325087
2012-07-01,0.5055411582763945
2012-07-02,0.5458942052394563
2012-07-03,0.4519553285569639
2012-07-04,0.4691295394747491
2012-07-05,0.5127992756647453
2012-07-06,0.5202205050155643
2012-07-07,0.56572090449324
2012-07-08,0.5539219449912903
2012-07-09,0.5968874547915618
2012-07-10,0.686505879371016
2012-07-11,0.677702599423963
2012-07-12,0.8430227562226288
2012-07-13,0.8107076657230993
2012-07-14,0.7970388295816853
2012-07-15,0.8110915672815195
2012-07-16,1.048238107987496
2012-07-17,1.1270982562395486
2012-07-18,1.2322124983189389
2012-07-19,1.145658487702217
2012-07-20,1.039899502024359
2012-07-21,1.1289373884868616
2012-07-22,1.02638157497105
2012-07-23,1.0478805833703178
2012-07-24,1.0320548069935849
2012-07-25,1.0946903265563903
2012-07-26,1.0901361929551043
2012-07-27,1.1056267477323165
2012-07-28,1.1014018305307232
2012-07-29,1.03500977314871
2012-07-30,1.1624497534215588
2012-07-31,1.2359635228160315
2012-08-01,1.2776220214344034
2012-08-02,1.5159674486555117
2012-08-03,1.6482597457881822
2012-08-04,1.6236749030987565
2012-08-05,1.6114905101631392
2012-08-06,1.6350922097862015
2012-08-07,1.614289750812862
2012-08-08,1.657601998198677
2012-08-09,1.6589488405598023
2012-08-10,1.7497846715881458
2012-08-11,1.7659335319010911
2012-08-12,1.790068344540096
2012-08-13,1.8787414119741264
2012-08-14,1.932511774823979
2012-08-15,2.213405895924768
2012-08-16,2.2719094840969887
2012-08-17,1.66659651353691
2012-08-18,1.66097494340356
2012-08-19,0.6275025827752806
2012-08-20,1.185994315244658
2012-08-21,1.187234056970551
2012-08-22,1.141659849159405
2012-08-23,1.2370734037693158
2012-08-24,1.3820645799722977
2012-08-25,1.3586763070333068
2012-08-26,1.3647911861117272
2012-08-27,1.4110458441426696
2012-08-28,1.4352207698305497
2012-08-29,1.3909251406985168
2012-08-30,1.3553412616722704
2012-08-31,1.1729700198564266
2012-09-01,1.1405059632426804
2012-09-02,1.199997752681636
