date,spot_cvd_sum
2022-10-02,-3958.013970668237
2022-10-03,3307.7199581989744
2022-10-04,9818.773154321694
2022-10-05,-2634.600098175644
2022-10-06,-3307.7306295391772
2022-10-07,-11926.61047936973
2022-10-08,-5379.858561246139
2022-10-09,314.9284969674952
2022-10-10,-6970.493288685595
2022-10-11,-701.2566937551383
2022-10-12,1759.201846981186
2022-10-13,-5605.117207346588
2022-10-14,-5010.114275107689
2022-10-15,-2790.87031908367
2022-10-16,2217.927409980466
2022-10-17,1291.674406571732
2022-10-18,-4725.56360398562
2022-10-19,-4075.432043347136
2022-10-20,-5005.088079563531
2022-10-21,-3868.028210676935
2022-10-22,-1391.5471344892867
2022-10-23,4239.656626700523
2022-10-24,-8533.092622053447
2022-10-25,4034.117766784133
2022-10-26,4284.607638564775
2022-10-27,-6638.805286087227
2022-10-28,-875.8767704468158
2022-10-29,3638.515123863624
2022-10-30,-2660.077320637018
2022-10-31,-3192.8204398417683
2022-11-01,-2482.003199644961
2022-11-02,-7608.163324387548
2022-11-03,-2198.748940564534
2022-11-04,2069.162240990786
2022-11-05,1.173686688759819
2022-11-06,-5191.134248550262
2022-11-07,-11759.907801848369
2022-11-08,-27946.513202120474
2022-11-09,-39838.77804962837
2022-11-10,-3781.0940954314606
2022-11-11,2202.6015108042548
2022-11-12,-2578.2797002201737
2022-11-13,-3981.257088008928
2022-11-14,-2192.488261518322
2022-11-15,-1209.7883809927291
2022-11-16,-5361.357928568404
2022-11-17,-1852.8714611637336
2022-11-18,-2050.2207278145625
2022-11-19,344.41604437177335
2022-11-20,-6755.441881835514
2022-11-21,-8896.87648732934
2022-11-22,-1317.467346917456
2022-11-23,5546.672173501017
2022-11-24,2635.8665999104287
2022-11-25,-155.87664802962095
2022-11-26,-3518.714563067788
2022-11-27,-2245.2440250843597
2022-11-28,-2388.8057567453047
2022-11-29,-576.0632374066416
2022-11-30,5986.269271634561
2022-12-01,-1000.919743974762
2022-12-02,2864.2779790629365
2022-12-03,-1789.5330827676494
2022-12-04,3617.8900250984366
2022-12-05,-2648.448653179205
2022-12-06,-304.20816156811145
2022-12-07,-7866.77896483355
2022-12-08,1771.909238873348
2022-12-09,-3441.1383812658883
2022-12-10,-364.543099666559
2022-12-11,509.9714510937613
2022-12-12,-1120.69639369884
2022-12-13,4187.1669035738205
2022-12-14,3052.7602114847095
2022-12-15,-8597.782798365917
2022-12-16,-11869.076341608354
2022-12-17,946.1506718872342
2022-12-18,-1715.0107481685282
2022-12-19,-10211.40561135828
2022-12-20,2179.403613945673
2022-12-21,-3194.929872572456
2022-12-22,-3258.525877649802
2022-12-23,1349.1558500135109
2022-12-24,-1051.6541031719714
2022-12-25,-1247.0802678168827
2022-12-26,-414.8601632432552
2022-12-27,-3718.310665971776
2022-12-28,-3987.762472623855
2022-12-29,848.9095279066088
2022-12-30,-1991.3450519698436
2022-12-31,-5132.412379517537
2023-01-01,359.90256776819655
2023-01-02,1107.449925704252
2023-01-03,-495.2232787523736
2023-01-04,1295.1804923743885
2023-01-05,-895.0257882160661
2023-01-06,2705.8701383031384
2023-01-07,-555.6633366146729
2023-01-08,1729.3682317253172
2023-01-09,544.2461421323928
2023-01-10,1334.918580309277
2023-01-11,2359.822853695118
2023-01-12,5563.147890323759
2023-01-13,6242.184354021683
2023-01-14,6259.790543325411
2023-01-15,-4330.5238050977205
2023-01-16,-447.2079819547216
2023-01-17,-678.3493521479857
2023-01-18,-9962.76921084152
2023-01-19,2467.36086040218
2023-01-20,7283.202439063017
2023-01-21,-1176.1961404009485
2023-01-22,-6042.855918138494
2023-01-23,-798.3981495555703
2023-01-24,-7083.6312844097765
2023-01-25,-1448.2210621287231
2023-01-26,-6144.775026374169
2023-01-27,-3019.9796672083207
2023-01-28,-2298.1149718877527
2023-01-29,7598.646559005819
2023-01-30,-14989.428185965064
2023-01-31,2192.848738911035
2023-02-01,1078.3353053846931
2023-02-02,-3171.729355335563
2023-02-03,-3294.415508040058
2023-02-04,-2519.5331957468516
2023-02-05,-5043.0912174187615
2023-02-06,-2640.1426742232866
2023-02-07,3360.783380443968
2023-02-08,-6520.832410250502
2023-02-09,-13243.525221674936
2023-02-10,-5296.22808210007
2023-02-11,1568.529529896048
2023-02-12,-2276.7337872641474
2023-02-13,-4045.7898714789126
2023-02-14,2919.842102308748
2023-02-15,11997.640429225965
2023-02-16,-5971.082590848131
2023-02-17,1649.4239607085462
2023-02-18,-999.8862846525154
2023-02-19,-1920.6781359520637
2023-02-20,1033.7782098900057
2023-02-21,-2617.650965917663
2023-02-22,-5909.151470755704
2023-02-23,-4726.182915307908
2023-02-24,-7771.85825382236
2023-02-25,-1970.712955908859
2023-02-26,2574.1921972294517
2023-02-27,-3286.930471628666
2023-02-28,-3081.855860207215
2023-03-01,984.5638619439992
2023-03-02,-1356.0279893340032
2023-03-03,-10699.605998973037
2023-03-04,-2087.991112211211
2023-03-05,854.099259890664
