date,price_realized_usd
2010-01-01,0.0495099999999999
2010-01-02,0.0495099999999999
2010-01-03,0.0495099999999999
2010-01-04,0.0495099999999999
2010-01-05,0.0495099999999999
2010-01-06,0.0495099999999999
2010-01-07,0.0495099999999999
2010-01-08,0.0495099999999999
2010-01-09,0.0495099999999999
2010-01-10,0.0495099999999999
2010-01-11,0.0495099999999999
2010-01-12,0.0495099999999999
2010-01-13,0.0495099999999999
2010-01-14,0.0495099999999999
2010-01-15,0.0495099999999999
2010-01-16,0.0495099999999999
2010-01-17,0.0495099999999999
2010-01-18,0.0495099999999999
2010-01-19,0.0495099999999999
2010-01-20,0.0495099999999999
2010-01-21,0.0495099999999999
2010-01-22,0.0495099999999999
2010-01-23,0.0495099999999999
2010-01-24,0.0495099999999999
2010-01-25,0.0495099999999999
2010-01-26,0.0495099999999999
2010-01-27,0.0495099999999999
2010-01-28,0.0495099999999999
2010-01-29,0.0495099999999999
2010-01-30,0.0495099999999999
2010-01-31,0.0495099999999999
2010-02-01,0.0495099999999999
2010-02-02,0.0495099999999999
2010-02-03,0.0495099999999999
2010-02-04,0.0495099999999999
2010-02-05,0.0495099999999999
2010-02-06,0.0495099999999999
2010-02-07,0.0495099999999999
2010-02-08,0.0495099999999999
2010-02-09,0.0495099999999999
2010-02-10,0.0495099999999999
2010-02-11,0.0495099999999999
2010-02-12,0.0495099999999999
2010-02-13,0.0495099999999999
2010-02-14,0.0495099999999999
2010-02-15,0.0495099999999999
2010-02-16,0.0495099999999999
2010-02-17,0.0495099999999999
2010-02-18,0.0495099999999999
2010-02-19,0.0495099999999999
2010-02-20,0.0495099999999999
2010-02-21,0.0495099999999999
2010-02-22,0.0495099999999999
2010-02-23,0.0495099999999999
2010-02-24,0.0495099999999999
2010-02-25,0.0495099999999999
2010-02-26,0.0495099999999999
2010-02-27,0.0495099999999999
2010-02-28,0.0495099999999999
2010-03-01,0.0495099999999999
2010-03-02,0.0495099999999999
2010-03-03,0.0495099999999999
2010-03-04,0.0495099999999999
2010-03-05,0.0495099999999999
2010-03-06,0.0495099999999999
2010-03-07,0.0495099999999999
2010-03-08,0.0495099999999999
2010-03-09,0.0495099999999999
2010-03-10,0.0495099999999999
2010-03-11,0.0495099999999999
2010-03-12,0.0495099999999999
2010-03-13,0.0495099999999999
2010-03-14,0.0495099999999999
2010-03-15,0.0495099999999999
2010-03-16,0.0495099999999999
2010-03-17,0.0495099999999999
2010-03-18,0.0495099999999999
2010-03-19,0.0495099999999999
2010-03-20,0.0495099999999999
2010-03-21,0.0495099999999999
2010-03-22,0.0495099999999999
2010-03-23,0.0495099999999999
2010-03-24,0.0495099999999999
2010-03-25,0.0495099999999999
2010-03-26,0.0495099999999999
2010-03-27,0.0495099999999999
2010-03-28,0.0495099999999999
2010-03-29,0.0495099999999999
2010-03-30,0.0495099999999999
2010-03-31,0.0495099999999999
2010-04-01,0.0495099999999999
2010-04-02,0.0495099999999999
2010-04-03,0.0495099999999999
2010-04-04,0.0495099999999999
2010-04-05,0.0495099999999999
2010-04-06,0.0495099999999999
2010-04-07,0.0495099999999999
2010-04-08,0.0495099999999999
2010-04-09,0.0495099999999999
2010-04-10,0.0495099999999999
2010-04-11,0.0495099999999999
2010-04-12,0.0495099999999999
2010-04-13,0.0495099999999999
2010-04-14,0.0495099999999999
2010-04-15,0.0495099999999999
2010-04-16,0.0495099999999999
2010-04-17,0.0495099999999999
2010-04-18,0.0495099999999999
2010-04-19,0.0495099999999999
2010-04-20,0.0495099999999999
2010-04-21,0.0495099999999999
2010-04-22,0.0495099999999999
2010-04-23,0.0495099999999999
2010-04-24,0.0495099999999999
2010-04-25,0.0495099999999999
2010-04-26,0.0495099999999999
2010-04-27,0.0495099999999999
2010-04-28,0.0495099999999999
2010-04-29,0.0495099999999999
2010-04-30,0.0495099999999999
2010-05-01,0.0495099999999999
2010-05-02,0.0495099999999999
2010-05-03,0.0495099999999999
2010-05-04,0.0495099999999999
2010-05-05,0.0495099999999999
2010-05-06,0.0495099999999999
2010-05-07,0.0495099999999999
2010-05-08,0.0495099999999999
2010-05-09,0.0495099999999999
2010-05-10,0.0495099999999999
2010-05-11,0.0495099999999999
2010-05-12,0.0495099999999999
2010-05-13,0.0495099999999999
2010-05-14,0.0495099999999999
2010-05-15,0.0495099999999999
2010-05-16,0.0495099999999999
2010-05-17,0.0495099999999999
2010-05-18,0.0495099999999999
2010-05-19,0.0495099999999999
2010-05-20,0.0495099999999999
2010-05-21,0.0495099999999999
2010-05-22,0.0495099999999999
2010-05-23,0.0495099999999999
2010-05-24,0.0495099999999999
2010-05-25,0.0495099999999999
2010-05-26,0.0495099999999999
2010-05-27,0.0495099999999999
2010-05-28,0.0495099999999999
2010-05-29,0.0495099999999999
2010-05-30,0.0495099999999999
2010-05-31,0.0495099999999999
2010-06-01,0.0495099999999999
2010-06-02,0.0495099999999999
2010-06-03,0.0495099999999999
2010-06-04,0.0495099999999999
2010-06-05,0.0495099999999999
2010-06-06,0.0495099999999999
2010-06-07,0.0495099999999999
2010-06-08,0.0495099999999999
2010-06-09,0.0495099999999999
2010-06-10,0.0495099999999999
2010-06-11,0.0495099999999999
2010-06-12,0.0495099999999999
2010-06-13,0.0495099999999999
2010-06-14,0.0495099999999999
2010-06-15,0.0495099999999999
2010-06-16,0.0495099999999999
2010-06-17,0.0495099999999999
2010-06-18,0.0495099999999999
2010-06-19,0.0495099999999999
2010-06-20,0.0495099999999999
2010-06-21,0.0495099999999999
2010-06-22,0.0495099999999999
2010-06-23,0.0495099999999999
2010-06-24,0.0495099999999999
2010-06-25,0.0495099999999999
2010-06-26,0.0495099999999999
2010-06-27,0.0495099999999999
2010-06-28,0.0495099999999999
2010-06-29,0.0495099999999999
2010-06-30,0.0495099999999999
2010-07-01,0.0495099999999999
2010-07-02,0.0495099999999999
2010-07-03,0.0495099999999999
2010-07-04,0.0495099999999999
2010-07-05,0.0495099999999999
2010-07-06,0.0495099999999999
2010-07-07,0.0495099999999999
2010-07-08,0.0495099999999999
2010-07-09,0.0495099999999999
2010-07-10,0.0495099999999999
2010-07-11,0.0495099999999999
2010-07-12,0.0495099999999999
2010-07-13,0.0495099999999999
2010-07-14,0.0495099999999999
2010-07-15,0.0495099999999999
2010-07-16,0.0495099999999999
2010-07-17,0.0495099999999999
2010-07-18,0.0496364275877421
2010-07-19,0.0500296419856493
2010-07-20,0.0501628472588579
2010-07-21,0.0502602782543659
2010-07-22,0.050236497700076
2010-07-23,0.0502924406832553
2010-07-24,0.0503118252250275
2010-07-25,0.0503450805311843
2010-07-26,0.050383520793741
2010-07-27,0.0504251432684033
2010-07-28,0.0504768452045806
2010-07-29,0.0505110024923503
2010-07-30,0.0505914768685214
2010-07-31,0.050635832639837
2010-08-01,0.0506941737819095
2010-08-02,0.0507425137736702
2010-08-03,0.0507814790766347
2010-08-04,0.0508148980380332
2010-08-05,0.0508384020785921
2010-08-06,0.0508791403984796
2010-08-07,0.0509087745231788
2010-08-08,0.0509374667888655
2010-08-09,0.0510701453712712
2010-08-10,0.0511478197285333
2010-08-11,0.0512462083209139
2010-08-12,0.0512820762453243
2010-08-13,0.0513762163428148
2010-08-14,0.0514347957513666
2010-08-15,0.0514911845941671
2010-08-16,0.0515390577948875
2010-08-17,0.0515804467677124
2010-08-18,0.0516679197993729
2010-08-19,0.0517025467050733
2010-08-20,0.051737646397697
