timestamp,dogecoin_open,dogecoin_close,dogecoin_high,dogecoin_low,dogecoin_total_volume,dogecoin_market_cap,dogecoin_open_btc,dogecoin_high_btc,dogecoin_low_btc,dogecoin_close_btc,dogecoin_volume_btc,dogecoin_log_return_1,sma_fast,sma_slow,signal,strategy_returns,position_change,transaction_cost,strategy_returns_gross,label,barrier_touched,days_to_barrier,return_at_barrier,volatility
2024-01-28,0.080139,0.078809,0.081329,0.078329,292990416.0623841,11251744910.800161,1.9018677172081544e-06,1.9027443090096624e-06,1.8768180184497424e-06,1.8751992766554834e-06,0.021433243952503414,-0.01609882657721033,0.079151,0.0804445294117647,-1,0.01609882657721033,0,0.0,0.01609882657721033,1.0,time,5.0,0.0058,0.0358
2024-01-29,0.078551,0.081597,0.082749,0.07827,614387134.4687892,11658445545.83558,1.8686157432737825e-06,1.911636288031049e-06,1.8722192986652634e-06,1.8858509753166312e-06,0.02970877951206159,0.0347652930483683,0.07935342857142857,0.08053058823529413,-1,-0.0347652930483683,0,0.0,-0.0347652930483683,0.0,time,5.0,-0.036,0.0359
2024-01-30,0.081377,0.079757,0.082087,0.079544,377712266.6235003,11365056226.875763,1.8799842905327358e-06,1.875759791600018e-06,1.8588521218919426e-06,1.8594842861139606e-06,0.015400066776279232,-0.022807984480653923,0.07957499999999999,0.08045776470588234,-1,0.022807984480653923,0,0.0,0.022807984480653923,0.0,time,5.0,-0.0192,0.0349
2024-01-31,0.079764,0.078694,0.08017,0.078351,348716863.70007837,11239687996.776995,1.8571362048894064e-06,1.8364448516779292e-06,1.8527513064863204e-06,1.8480144658666604e-06,0.015709421046603656,-0.013417598472490157,0.07951685714285714,0.08038270588235294,-1,0.013417598472490157,0,0.0,0.013417598472490157,0.0,time,5.0,-0.0065,0.0333
2024-02-01,0.078717,0.07928,0.079989,0.077836,298041665.82745343,11333326676.56687,1.849032227755332e-06,1.849456647398844e-06,1.8584151087553423e-06,1.8407671410991665e-06,0.01327953477594184,0.007418976386536089,0.07970785714285714,0.08026888235294118,-1,-0.007418976386536089,0,0.0,-0.007418976386536089,0.0,time,5.0,-0.0106,0.0319
2024-02-02,0.079341,0.079271,0.079876,0.078549,255652473.36747235,11328875322.015741,1.8415421037972331e-06,1.841224470978747e-06,1.8444794063776826e-06,1.83620949248338e-06,0.013726461012002986,-0.00011352813933281462,0.07964228571428571,0.08015164705882354,-1,0.00011352813933281462,0,0.0,0.00011352813933281462,1.0,time,5.0,0.0098,0.0303
2024-02-03,0.079249,0.078708,0.079452,0.078591,160243250.02786094,11251256875.683659,1.8356148518750145e-06,1.8323378150872902e-06,1.8326415446320305e-06,1.83139818972939e-06,0.02059729713443248,-0.007127559782801109,0.07944514285714285,0.08004994117647059,-1,0.007127559782801109,0,0.0,0.007127559782801109,1.0,time,5.0,0.0146,0.0289
2024-02-04,0.078701,0.078244,0.079843,0.078071,208726993.3130613,11178090890.62754,1.8306389709474074e-06,1.8520760844351658e-06,1.8400386528082208e-06,1.8367567313786707e-06,0.018552167085264065,-0.0059126529354858615,0.07936442857142856,0.08006652941176472,-1,0.0059126529354858615,0,0.0,0.0059126529354858615,1.0,time,5.0,0.0414,0.0275
2024-02-05,0.07822,0.078183,0.080128,0.077544,280814900.46777254,11175715831.074787,1.8372284204345272e-06,1.8411764705882354e-06,1.8338851575063855e-06,1.8332160945413619e-06,0.015031086179951034,-0.0007799165501099915,0.07887671428571429,0.08004676470588235,-1,0.0007799165501099915,0,0.0,0.0007799165501099915,1.0,time,5.0,0.0399,0.0262
2024-02-06,0.078206,0.078445,0.079136,0.077724,226819227.55772057,11213972402.92093,1.8336264096973106e-06,1.8264823320331432e-06,1.8277678487442387e-06,1.8205764946156702e-06,0.01324019147271462,0.0033455096709160323,0.07868928571428571,0.07950329411764706,-1,-0.0033455096709160323,0,0.0,-0.0033455096709160323,1.0,time,5.0,0.0332,0.0249
2024-02-07,0.078429,0.080051,0.080266,0.0782,235855844.98482794,11457252204.57289,1.8206276985932495e-06,1.8109742340147107e-06,1.8288547440304967e-06,1.809184803489502e-06,0.011124814119016625,0.02026618927215769,0.07888314285714285,0.07919335294117646,-1,-0.02026618927215769,0,0.0,-0.02026618927215769,1.0,time,5.0,0.0286,0.0246
2024-02-08,0.08014,0.079862,0.080904,0.079719,283924152.4458347,11432770179.646559,1.8082945981316846e-06,1.775807195065739e-06,1.7987950719797825e-06,1.7614804358374874e-06,0.010246416397011812,-0.002363786408896022,0.0789662857142857,0.07917464705882353,-1,0.002363786408896022,0,0.0,0.002363786408896022,1.0,time,5.0,0.016,0.0234
2024-02-09,0.079814,0.081549,0.082189,0.079814,374356000.6418667,11663312194.269218,1.7616651216174457e-06,1.7116289724686575e-06,1.7635335189358786e-06,1.7298220308423307e-06,0.008914521735614576,0.020903921427962192,0.07929171428571428,0.07937129411764705,-1,-0.020903921427962192,0,0.0,-0.020903921427962192,1.0,upper,5.0,0.0471,0.0232
2024-02-10,0.081622,0.081365,0.082082,0.080454,251068226.85767975,11640654715.623402,1.7310767534092595e-06,1.7062736456990812e-06,1.7158029430582214e-06,1.7033013041930961e-06,0.015252159069463516,-0.00225886146356518,0.07967128571428571,0.0795044705882353,1,-0.00274113853643482,1,0.005,0.00225886146356518,1.0,upper,4.0,0.0493,0.0221
2024-02-11,0.081448,0.081093,0.083312,0.081027,356995020.2348771,11595723394.192656,1.7050031400460542e-06,1.7182337533771938e-06,1.7013900554342348e-06,1.6827765096493048e-06,0.027051480579174312,-0.003348560909996784,0.08007828571428573,0.07968976470588236,1,-0.003348560909996784,0,0.0,-0.003348560909996784,1.0,upper,3.0,0.0527,0.0211
2024-02-12,0.081263,0.08237,0.082762,0.079539,439575905.8288035,11773287790.46739,1.6826031141295345e-06,1.6466772781536014e-06,1.6664711181881037e-06,1.6457542457542457e-06,0.011664652514899582,0.015624648750576373,0.08067642857142857,0.07984505882352941,1,0.015624648750576373,0,0.0,0.015624648750576373,1.0,upper,4.0,0.0429,0.0205
2024-02-13,0.082215,0.081149,0.083098,0.080381,463968749.061538,11608285606.362988,1.6455506184700372e-06,1.6539877789056748e-06,1.6612793221039577e-06,1.631726051636773e-06,0.012428484114470971,-0.014934321927387506,0.0810627142857143,0.0799074705882353,1,-0.014934321927387506,0,0.0,-0.014934321927387506,1.0,upper,1.0,0.052,0.0202
2024-02-14,0.081165,0.085478,0.086946,0.0806,717106674.5615861,12236340412.318476,1.6311949837212107e-06,1.6740666576814215e-06,1.6342254663422547e-06,1.650473064298127e-06,0.0171535786333817,0.051972061865541305,0.081838,0.08029976470588236,1,0.051972061865541305,0,0.0,0.051972061865541305,1.0,time,5.0,0.0445,0.0246
2024-02-15,0.08556,0.085396,0.087866,0.084344,719041017.4087116,12229521759.470125,1.6510680998050982e-06,1.664097270885021e-06,1.6414448077222481e-06,1.6435582585934794e-06,0.022475742394789396,-0.0009597716012336409,0.08262857142857143,0.08052323529411765,1,-0.0009597716012336409,0,0.0,-0.0009597716012336409,1.0,time,5.0,0.0087,0.0235
2024-02-16,0.085343,0.085984,0.087772,0.084549,465079190.0967918,12304555091.180704,1.6430757975395161e-06,1.6736647407661652e-06,1.6360733774526878e-06,1.6482766552927194e-06,0.018715134927647998,0.006861971143003293,0.08326214285714285,0.08088952941176472,1,0.006861971143003293,0,0.0,0.006861971143003293,0.0,time,5.0,-0.0158,0.0224
2024-02-17,0.085964,0.083604,0.085991,0.082298,373674501.75208414,11981379955.738567,1.647577430236124e-06,1.6473056071722763e-06,1.6240355204736063e-06,1.6175679597562155e-06,0.01882312512113108,-0.028069866597098658,0.083582,0.08117835294117647,1,-0.028069866597098658,0,0.0,-0.028069866597098658,1.0,upper,2.0,0.0667,0.0235
2024-02-18,0.083564,0.085186,0.085837,0.083056,330198111.8802433,12193934396.901436,1.6176704028495653e-06,1.638830020810661e-06,1.6217123889485504e-06,1.6338563044228776e-06,0.01939389350388318,0.01874573524857483,0.08416671428571429,0.08152576470588235,1,0.01874573524857483,0,0.0,0.01874573524857483,1.0,upper,1.0,0.048,0.0229
2024-02-19,0.0852,0.089371,0.090159,0.085059,729099460.0159547,12822549256.317276,1.6347832760903351e-06,1.718361668064344e-06,1.6445101792239429e-06,1.7265087705741443e-06,0.03232522927732424,0.04795914368331376,0.08516685714285713,0.08211988235294117,1,0.04795914368331376,0,0.0,0.04795914368331376,0.0,lower,2.0,-0.0544,0.0256
2024-02-20,0.089478,0.086144,0.0907,0.083692,853358946.1970905,12348534451.860357,1.727908234203615e-06,1.7144909455219084e-06,1.6425333150157988e-06,1.6475223286859065e-06,0.02473530895160223,-0.036775930185662754,0.08588042857142857,0.08255729411764705,1,-0.036775930185662754,0,0.0,-0.036775930185662754,0.0,time,5.0,-0.0004,0.0278
2024-02-21,0.086125,0.08464,0.086275,0.082207,477550858.4016456,12145027792.20792,1.6489565383878995e-06,1.6472239193523752e-06,1.6212479785429733e-06,1.6326215689678454e-06,0.015593881028657053,-0.017613346472218603,0.08576071428571429,0.0829335294117647,1,-0.017613346472218603,0,0.0,-0.017613346472218603,1.0,time,5.0,0.0541,0.0272
