timestamp,bitcoin_open,bitcoin_close,bitcoin_high,bitcoin_low,bitcoin_total_volume,bitcoin_market_cap,bitcoin_log_return_1,ema_fast,ema_slow,atr,ema_signal,long_atr,short_atr,long_trail_stop,short_trail_stop,long_stop,short_stop,signal,long_trailing_stop,short_trailing_stop,strategy_returns,position_change,transaction_cost,strategy_returns_gross
2020-01-01,7193.96,7193.75,7239.84,7174.58,18123516838.8979,130422953817.668,-0.00019459444494260061,7241.5542100313,7266.435956711195,188.52857142857152,-1,0.0,7759.335714285715,0.0,7246.893571428571,0,0,-1,0.0,7246.893571428571,0.00019459444494260061,0,0.0,0.00019459444494260061
2020-01-02,7194.41,6963.85,7203.05,6953.31,20313194628.09452,126280790200.20206,-0.032480111159292016,7186.01336802504,7238.928142464722,185.92285714285723,-1,0.0,7521.618571428572,0.0,7246.893571428571,0,0,-1,0.0,7246.893571428571,0.032480111159292016,0,0.0,0.032480111159292016
2020-01-03,6963.31,7300.35,7371.04,6891.25,31015776262.21867,132766262579.09486,0.047189809881726635,7208.880694420032,7244.511947695202,212.15928571428574,-1,0.0,7936.827857142857,0.0,7246.893571428571,0,1,0,0.0,7246.893571428571,-0.048189809881726636,1,0.001,-0.047189809881726635
2020-01-04,7319.41,7351.38,7376.23,7269.76,20611640058.34164,133474716218.18333,0.006965758492512528,7237.380555536026,7254.227225177457,215.1242857142857,-1,0.0,7996.7528571428575,0.0,7246.893571428571,0,1,0,0.0,7246.893571428571,0.0,0,0.0,0.0
2020-01-05,7348.62,7349.97,7473.64,7330.32,21929224570.56102,133388991086.87987,-0.0001918191192405128,7259.898444428821,7262.931113797687,199.7064285714286,-1,0.0,7949.089285714286,0.0,7246.893571428571,0,1,0,0.0,7246.893571428571,-0.0,0,0.0,-0.0
2020-01-06,7350.06,7734.68,7752.96,7349.44,28148518761.51164,140557168287.4443,0.05101788119117712,7354.854755543057,7305.817376179716,201.8185714285715,1,7129.2242857142855,0.0,7129.2242857142855,0.0,0,0,1,7129.2242857142855,0.0,-0.001,1,0.001,0.0
2020-01-07,7734.45,8147.42,8147.42,7734.45,34823187724.289955,147798610895.50055,0.051987199943561734,7513.367804434446,7382.326705617924,215.7107142857144,1,7500.287857142857,0.0,7500.287857142857,0.0,0,0,1,7500.287857142857,0.0,0.051987199943561734,0,0.0,0.051987199943561734
2020-01-08,8138.67,8045.79,8388.78,7899.66,39971512000.06816,146089575425.2795,-0.012552339456942431,7619.852243547557,7442.641550561749,241.3885714285716,1,7321.624285714285,0.0,7500.287857142857,0.0,0,0,1,7500.287857142857,0.0,-0.012552339456942431,0,0.0,-0.012552339456942431
2020-01-09,8027.56,7832.8,8038.98,7778.17,29276053440.88472,141913856953.47913,-0.026828928203834104,7662.441794838046,7478.11050051068,244.30000000000018,1,7099.9,0.0,7500.287857142857,0.0,0,0,1,7500.287857142857,0.0,-0.026828928203834104,0,0.0,-0.026828928203834104
2020-01-10,7826.99,8180.51,8180.51,7688.29,35777298156.26295,146879934259.3087,0.043434450801690144,7766.055435870438,7541.965000464254,267.31928571428585,1,7378.552142857143,0.0,7500.287857142857,0.0,0,0,1,7500.287857142857,0.0,0.043434450801690144,0,0.0,0.043434450801690144
2020-01-11,8151.94,8012.09,8217.85,8002.02,31504583511.03613,145561586658.57422,-0.020802844968659494,7815.26234869635,7584.703636785685,275.3407142857144,1,7186.067857142857,0.0,7500.287857142857,0.0,0,0,1,7500.287857142857,0.0,-0.020802844968659494,0,0.0,-0.020802844968659494
2020-01-12,7983.41,8171.4,8171.4,7972.94,27533390875.51989,148204228775.38776,0.019688601930074504,7886.489878957081,7638.039669805168,274.2964285714287,1,7348.510714285713,0.0,7500.287857142857,0.0,0,0,1,7500.287857142857,0.0,0.019688601930074504,0,0.0,0.019688601930074504
2020-01-13,8160.01,8110.65,8164.32,8054.45,27962176780.628242,147446058196.45944,-0.007462239939709934,7931.321903165665,7681.004245277425,271.18571428571437,1,7297.092857142857,0.0,7500.287857142857,0.0,0,0,1,7500.287857142857,0.0,-0.007462239939709934,0,0.0,-0.007462239939709934
2020-01-14,8099.45,8801.87,8832.87,8099.13,55384169405.51928,159481192213.82108,0.08178618602811422,8105.431522532533,7782.901132070387,312.5007142857144,1,7864.367857142857,0.0,7864.367857142857,0.0,0,0,1,7864.367857142857,0.0,0.08178618602811422,0,0.0,0.08178618602811422
2020-01-15,8795.71,8820.85,8859.04,8570.39,48160401007.254,159960761751.8495,0.0021540383480806754,8248.515218026027,7877.260120063987,328.4571428571431,1,7835.478571428571,0.0,7864.367857142857,0.0,0,0,1,7864.367857142857,0.0,0.0021540383480806754,0,0.0,0.0021540383480806754
2020-01-16,8821.03,8720.92,8845.85,8585.49,36462155571.2176,158412991117.64667,-0.011393500314487973,8342.996174420821,7953.956472785443,329.21571428571457,1,7733.272857142856,0.0,7864.367857142857,0.0,0,0,1,7864.367857142857,0.0,-0.011393500314487973,0,0.0,-0.011393500314487973
2020-01-17,8737.33,8902.57,8952.26,8660.3,41671910798.34088,161848747742.1508,0.020615262155898848,8454.910939536658,8040.194066168585,315.7992857142861,1,7955.172142857142,0.0,7955.172142857142,0.0,0,0,1,7955.172142857142,0.0,0.020615262155898848,0,0.0,0.020615262155898848
2020-01-18,8883.98,8906.9,8950.64,8805.15,36801813631.51236,161823609428.34625,0.0004862581632488282,8545.308751629327,8118.985514698713,318.58642857142894,1,7951.140714285713,0.0,7955.172142857142,0.0,0,0,1,7955.172142857142,0.0,0.0004862581632488282,0,0.0,0.0004862581632488282
2020-01-19,8905.12,8690.38,9167.74,8544.89,39242297095.94223,157906057309.30655,-0.024609590517258157,8574.323001303463,8170.9304679079205,352.8385714285718,1,7631.864285714284,0.0,7955.172142857142,0.0,0,0,1,7955.172142857142,0.0,-0.024609590517258157,0,0.0,-0.024609590517258157
2020-01-20,8690.27,8631.25,8728.03,8524.91,29527689342.88548,156848009983.54858,-0.006827328569251031,8585.70840104277,8212.777698098109,338.5242857142861,1,7615.677142857142,0.0,7955.172142857142,0.0,0,0,1,7955.172142857142,0.0,-0.006827328569251031,0,0.0,-0.006827328569251031
2020-01-21,8631.41,8724.82,8760.28,8515.56,27057681779.746685,158564958350.98007,0.010782499327723639,8613.530720834216,8259.326998271008,326.506428571429,1,7745.300714285713,0.0,7955.172142857142,0.0,0,0,1,7955.172142857142,0.0,0.010782499327723639,0,0.0,0.010782499327723639
2020-01-22,8718.03,8665.44,8776.03,8613.93,25628542094.50134,157502652064.02246,-0.0068291366288682955,8623.912576667373,8296.246362064552,303.14785714285756,1,7755.996428571428,0.0,7955.172142857142,0.0,0,0,1,7955.172142857142,0.0,-0.0068291366288682955,0,0.0,-0.0068291366288682955
