timestamp,bitcoin_open,bitcoin_close,bitcoin_high,bitcoin_low,bitcoin_total_volume,bitcoin_market_cap,bitcoin_log_return_1,returns_1d,returns_7d,sma_7,sma_21,price_vs_sma7,price_vs_sma21,volume_sma_7,volume_ratio,volatility_7d,signal,confidence,strategy_returns,position_change,transaction_cost,strategy_returns_gross,label,barrier_touched,days_to_barrier,return_at_barrier,volatility
2020-01-21,8631.41,8724.82,8760.28,8515.56,27057681779.746685,158564958350.98007,0.010782499327723639,0.010840839971035354,-0.00875382163108529,8771.098571428573,8123.533333333334,-0.005276257136058504,0.07401787399571602,36989135603.84275,0.7315034898229874,0.014789654629244706,-1,0.5156757479488514,-0.010782499327723639,0,0.0,-0.010782499327723639,,,,,
2020-01-22,8718.03,8665.44,8776.03,8613.93,25628542094.50134,157502652064.02246,-0.0068291366288682955,-0.006805871066680957,-0.01761848347948325,8748.897142857142,8193.61380952381,-0.00953916150737677,0.05758462644746154,33770298616.306652,0.7589077723501708,0.014842407970451913,1,0.09911800382788488,0.0058291366288682955,1,0.001,0.0068291366288682955,,,,,
2020-01-23,8665.85,8415.96,8670.01,8310.85,30696020541.207973,152984928858.5764,-0.029212797741972586,-0.028790228770841586,-0.03496878769671097,8705.331428571428,8262.761904761905,-0.0332407135725693,0.018540785394022485,32946565040.590996,0.9316910732086852,0.017764620967601875,1,0.06126463088955841,-0.029212797741972586,0,0.0,-0.029212797741972586,,,,,
2020-01-24,8415.12,8432.1,8504.82,8238.24,30691734305.128674,153294353936.51035,0.001915948178876803,0.001917784780345988,-0.052846537572858066,8638.121428571429,8316.654761904761,-0.023850258447397188,0.013881210823376566,31377968398.703533,0.9781300661389151,0.014291728658841785,1,0.051050532250241795,0.001915948178876803,0,0.0,0.001915948178876803,,,,,
2020-01-25,8431.4,8348.67,8431.4,8285.25,26582198966.298725,151794495723.25214,-0.009943606572221824,-0.009894332372718528,-0.06267388204650326,8558.374285714286,8364.144761904763,-0.024502817791496434,-0.0018501308077837342,29918023446.53016,0.8885011743441789,0.013839659959628763,1,0.13674261428776044,-0.009943606572221824,0,0.0,-0.009943606572221824,,,,,
2020-01-26,8346.73,8595.73,8598.31,8310.78,30241155463.270596,156302144661.30927,0.029163323589837756,0.029592737525857338,-0.010891353427583073,8544.852857142858,8423.466666666667,0.005954127438790424,0.02045040838293022,28632146070.43421,1.0561959061286663,0.018267450550552046,1,0.09929791631688221,0.029163323589837756,0,0.0,0.029163323589837756,,,,,
2020-01-27,8597.06,8879.34,8955.0,8564.29,39661537339.92209,161473602737.4275,0.032461661588723975,0.03299428902489954,0.028743229543808813,8580.294285714286,8477.974285714285,0.03485261744269175,0.047342171698023794,30079838641.439434,1.318542224002573,0.022103229233036592,1,0.22423199099970442,0.032461661588723975,0,0.0,0.032461661588723975,,,,,
2020-01-28,8878.39,9320.81,9332.08,8878.39,49812761504.1306,169518428144.8912,0.048522304874735384,0.049718785405221455,0.06830971871052927,8665.435714285715,8533.85,0.07563085196441355,0.09221629159171996,33330564316.35143,1.4945069945813452,0.028101575139588098,1,0.3977363072786915,0.048522304874735384,0,0.0,0.048522304874735384,,,,,
2020-01-29,9336.81,9276.89,9388.92,9228.95,47273353143.75747,168738228801.50467,-0.0047231734729128545,-0.004712036829417232,0.07056191030115011,8752.785714285714,8592.47380952381,0.059878569271823556,0.07965298535069021,36422680180.530876,1.2979097888855153,0.02790558319557364,-1,0.6037969388654171,-0.0057231734729128545,1,0.001,-0.0047231734729128545,,,,,
2020-01-30,9276.19,9509.81,9570.22,9184.93,51037775414.9802,172993102966.37723,0.024797536068823237,0.02510755220769023,0.12997328884643,8909.05,8672.33142857143,0.06743255453724029,0.09656902279696733,39328645162.49834,1.2977252382862925,0.0222416824982519,-1,0.24036092875435983,-0.024797536068823237,0,0.0,-0.024797536068823237,,,,,
2020-01-31,9505.25,9308.06,9511.61,9204.19,50102814005.68021,169340144566.23718,-0.021443205901042796,-0.021214934893546755,0.10388396722050253,9034.187142857143,8726.024285714286,0.03031516314773186,0.06670113389881194,42101656548.29142,1.1900437681878693,0.026338987694393218,1,0.16454005258636525,0.020443205901042795,1,0.001,0.021443205901042796,1.0,time,5.0,0.0301,0.0261
2020-02-01,9311.96,9363.22,9439.53,9285.88,48307978233.84802,170361167834.16483,0.005908556936036987,0.0059260468883957085,0.12152235026656921,9179.122857142856,8790.36380952381,0.02005607133952725,0.06516865546060058,45205339300.798454,1.0686343467616615,0.024510922126261624,1,0.06052545829373748,0.005908556936036987,0,0.0,0.005908556936036987,1.0,time,5.0,0.0399,0.0241
2020-02-02,9357.81,9338.42,9456.88,9204.42,55025402183.682236,169926610304.08496,-0.0026521753746731633,-0.0026486614647524,0.08640220202356286,9285.221428571429,8845.93619047619,0.00572938102099263,0.055673452636255005,48745945975.14298,1.128820070734525,0.024728793028899725,1,0.12607864077831332,-0.0026521753746731633,0,0.0,-0.0026521753746731633,1.0,upper,5.0,0.0482,0.0226
2020-02-03,9321.98,9308.91,9575.81,9240.22,56824765307.81458,169406963182.6937,-0.0031650670240796425,-0.0031600634796893345,0.048378595706437544,9346.58857142857,8902.99619047619,-0.004031264577511129,0.04559294431216632,51197835684.8419,1.109905615104715,0.023393408347465228,1,0.16790543522288645,-0.0031650670240796425,0,0.0,-0.0031650670240796425,1.0,upper,3.0,0.0457,0.0213
2020-02-04,9303.21,9179.96,9332.49,9085.8,55377658455.62325,167075369075.11478,-0.013949158700021096,-0.013852319981609074,-0.015111347618930182,9326.467142857142,8921.000476190475,-0.015708750228037638,0.029028080931132072,51992820963.626564,1.0651020165719547,0.014812216575942972,1,0.2571529824048207,-0.013949158700021096,0,0.0,-0.013949158700021096,1.0,upper,1.0,0.0439,0.0209
