timestamp,bitcoin_open,bitcoin_close,bitcoin_high,bitcoin_low,bitcoin_total_volume,bitcoin_market_cap,bitcoin_log_return_1,ema_fast,ema_slow,atr,signal,long_trailing_stop,short_trailing_stop,strategy_returns,position_change,transaction_cost,strategy_returns_gross
2020-01-12,7983.41,8171.4,8171.4,7972.94,27533390875.51989,148204228775.38776,0.019688601930074504,7920.134702862548,7577.399153086117,274.2964285714287,1,7521.858928571428,,0.019688601930074504,0,0.0,0.019688601930074504
2020-01-13,8160.01,8110.65,8164.32,8054.45,27962176780.628242,147446058196.45944,-0.007462239939709934,7962.47143555976,7610.7273310182345,271.18571428571437,1,7521.858928571428,,-0.007462239939709934,0,0.0,-0.007462239939709934
2020-01-14,8099.45,8801.87,8832.87,8099.13,55384169405.51928,159481192213.82108,0.08178618602811422,8149.004449879813,7685.1737478295945,312.5007142857144,1,7895.617928571429,,0.08178618602811422,0,0.0,0.08178618602811422
2020-01-15,8795.71,8820.85,8859.04,8570.39,48160401007.254,159960761751.8495,0.0021540383480806754,8298.303461017633,7756.153513590245,328.4571428571431,1,7895.617928571429,,0.0021540383480806754,0,0.0,0.0021540383480806754
2020-01-16,8821.03,8720.92,8845.85,8585.49,36462155571.2176,158412991117.64667,-0.011393500314487973,8392.218247458159,7816.451418990855,329.21571428571457,1,7895.617928571429,,-0.011393500314487973,0,0.0,-0.011393500314487973
2020-01-17,8737.33,8902.57,8952.26,8660.3,41671910798.34088,161848747742.1508,0.020615262155898848,8505.629748023011,7884.333830303926,315.7992857142861,1,7986.75207142857,,0.020615262155898848,0,0.0,0.020615262155898848
2020-01-18,8883.98,8906.9,8950.64,8805.15,36801813631.51236,161823609428.34625,0.0004862581632488282,8594.800915129008,7948.244215909931,318.58642857142894,1,7986.75207142857,,0.0004862581632488282,0,0.0,0.0004862581632488282
2020-01-19,8905.12,8690.38,9167.74,8544.89,39242297095.94223,157906057309.30655,-0.024609590517258157,8616.040711767006,7994.627702415561,352.8385714285718,1,7986.75207142857,,-0.024609590517258157,0,0.0,-0.024609590517258157
2020-01-20,8690.27,8631.25,8728.03,8524.91,29527689342.88548,156848009983.54858,-0.006827328569251031,8619.42055359656,8034.416596014588,338.5242857142861,1,7986.75207142857,,-0.006827328569251031,0,0.0,-0.006827328569251031
2020-01-21,8631.41,8724.82,8760.28,8515.56,27057681779.746685,158564958350.98007,0.010782499327723639,8642.842652797324,8077.566808763677,326.506428571429,1,7986.75207142857,,0.010782499327723639,0,0.0,0.010782499327723639
2020-01-22,8718.03,8665.44,8776.03,8613.93,25628542094.50134,157502652064.02246,-0.0068291366288682955,8647.86428550903,8114.308883215947,303.14785714285756,1,7986.75207142857,,-0.0068291366288682955,0,0.0,-0.0068291366288682955
2020-01-23,8665.85,8415.96,8670.01,8310.85,30696020541.207973,152984928858.5764,-0.029212797741972586,8596.329999840356,8133.162078014951,309.686428571429,1,7986.75207142857,,-0.029212797741972586,0,0.0,-0.029212797741972586
2020-01-24,8415.12,8432.1,8504.82,8238.24,30691734305.128674,153294353936.51035,0.001915948178876803,8559.834444320277,8151.845698139016,293.56928571428614,1,7986.75207142857,,0.001915948178876803,0,0.0,0.001915948178876803
2020-01-25,8431.4,8348.67,8431.4,8285.25,26582198966.298725,151794495723.25214,-0.009943606572221824,8512.909012249103,8164.147217005328,288.6421428571433,1,7986.75207142857,,-0.009943606572221824,0,0.0,-0.009943606572221824
2020-01-26,8346.73,8595.73,8598.31,8310.78,30241155463.270596,156302144661.30927,0.029163323589837756,8531.313676193748,8191.121140942494,295.0042857142861,1,7986.75207142857,,0.029163323589837756,0,0.0,0.029163323589837756
2020-01-27,8597.06,8879.34,8955.0,8564.29,39661537339.92209,161473602737.4275,0.032461661588723975,8608.652859261803,8234.134819633588,314.5585714285717,1,7986.75207142857,,0.032461661588723975,0,0.0,0.032461661588723975
2020-01-28,8878.39,9320.81,9332.08,8878.39,49812761504.1306,169518428144.8912,0.048522304874735384,8766.91000164807,8302.052018406488,294.5550000000003,1,8466.600499999999,,0.048522304874735384,0,0.0,0.048522304874735384
2020-01-29,9336.81,9276.89,9388.92,9228.95,47273353143.75747,168738228801.50467,-0.0047231734729128545,8880.23889017072,8362.979392256082,285.36357142857156,1,8466.600499999999,,-0.0047231734729128545,0,0.0,-0.0047231734729128545
2020-01-30,9276.19,9509.81,9570.22,9184.93,51037775414.9802,172993102966.37723,0.024797536068823237,9020.143581243892,8434.656305240076,294.2871428571429,1,8656.377285714285,,0.024797536068823237,0,0.0,0.024797536068823237
2020-01-31,9505.25,9308.06,9511.61,9204.19,50102814005.68021,169340144566.23718,-0.021443205901042796,9084.125007634138,8489.24403616257,295.39142857142855,1,8656.377285714285,,-0.021443205901042796,0,0.0,-0.021443205901042796
2020-02-01,9311.96,9363.22,9439.53,9285.88,48307978233.84802,170361167834.16483,0.005908556936036987,9146.146117048775,8543.86753390241,295.9742857142858,1,8656.377285714285,,0.005908556936036987,0,0.0,0.005908556936036987
2020-02-02,9357.81,9338.42,9456.88,9204.42,55025402183.682236,169926610304.08496,-0.0026521753746731633,9188.87364659349,8593.527063033509,269.51785714285717,1,8656.377285714285,,-0.0026521753746731633,0,0.0,-0.0026521753746731633
2020-02-03,9321.98,9308.91,9575.81,9240.22,56824765307.81458,169406963182.6937,-0.0031650670240796425,9215.548391794937,8638.238496593915,278.97999999999996,1,8656.377285714285,,-0.0031650670240796425,0,0.0,-0.0031650670240796425
2020-02-04,9303.21,9179.96,9332.49,9085.8,55377658455.62325,167075369075.11478,-0.013949158700021096,9207.639860284951,8672.096090556795,279.1207142857142,1,8656.377285714285,,-0.013949158700021096,0,0.0,-0.013949158700021096
2020-02-05,9182.73,9592.18,9694.36,9160.11,65675565620.91084,174596806174.2994,0.04392533586274144,9293.093224666074,8729.601334896995,305.702857142857,1,8705.641714285715,,0.04392533586274144,0,0.0,0.04392533586274144
2020-02-06,9585.98,9744.64,9842.37,9513.03,71141695218.03949,177388314197.5645,0.015769207068428836,9393.436952518057,8793.041251465933,303.57285714285706,1,8864.278714285714,,0.015769207068428836,0,0.0,0.015769207068428836
2020-02-07,9757.21,9799.45,9845.58,9726.36,69495711755.62915,178414902529.15167,0.005608871397021804,9483.662074180711,8855.941798249312,293.0471428571427,1,8949.613285714287,,0.005608871397021804,0,0.0,0.005608871397021804
2020-02-08,9806.27,9890.7,9913.44,9641.16,71561797135.19986,180081607384.42255,0.009268660041519546,9574.114946584998,8920.61418585873,302.00642857142844,1,9014.881357142858,,0.009268660041519546,0,0.0,0.009268660041519546
2020-02-09,9889.45,10148.38,10148.38,9889.05,78110955304.52135,184792100015.16357,0.025719165143944563,9701.729402899442,8997.34954924256,299.9921428571428,1,9278.402785714285,,0.025719165143944563,0,0.0,0.025719165143944563
2020-02-10,10156.02,9890.12,10175.39,9771.54,81406687324.35088,180145850760.05313,-0.025777807808926714,9743.5939800329,9053.1477024149,300.9307142857142,1,9278.402785714285,,-0.025777807808926714,0,0.0,-0.025777807808926714
2020-02-11,9880.45,10226.93,10276.86,9717.91,38930644711.90421,186262984851.99295,0.03348815814432289,9851.001984470033,9126.50909601397,308.4492857142856,1,9332.427071428572,,0.03348815814432289,0,0.0,0.03348815814432289
2020-02-12,10228.71,10328.9,10383.85,10210.85,45456624047.83392,188132988212.86746,0.009921354324817083,9957.201543476693,9201.658527513096,309.38,1,9431.698,,0.009921354324817083,0,0.0,0.009921354324817083
2020-02-13,10328.39,10221.26,10454.25,10113.01,54151236617.55855,186190344916.03287,-0.010475926650809575,10015.881200481872,9265.383619543529,306.23357142857145,1,9431.698,,-0.010475926650809575,0,0.0,-0.010475926650809575
2020-02-14,10223.05,10320.16,10364.73,10118.42,50206573483.049774,187680301470.73926,0.009629398961710871,10083.4987114859,9331.307143322058,301.86857142857144,1,9444.741142857143,,0.009629398961710871,0,0.0,0.009629398961710871
2020-02-15,10317.51,9894.14,10353.26,9840.68,51460340288.898056,180265718400.57037,-0.04215660111390234,10041.418997822366,9366.484196864429,327.50642857142844,1,9444.741142857143,,-0.04215660111390234,0,0.0,-0.04215660111390234
2020-02-16,9896.24,9943.67,10040.51,9666.52,42364906261.0548,181221481668.7407,0.004993505121740295,10019.696998306285,9402.558309560402,336.18714285714276,1,9444.741142857143,,0.004993505121740295,0,0.0,0.004993505121740295
2020-02-17,9934.92,9723.61,9946.32,9493.63,48517591137.467995,176547652266.39673,-0.022379219119339776,9953.899887571555,9422.624040212877,344.5514285714285,1,9444.741142857143,,-0.022379219119339776,0,0.0,-0.022379219119339776
2020-02-18,9722.14,10133.82,10204.28,9604.33,54648014949.72496,184918071499.10074,0.041321396208929065,9993.882134777876,9467.073787699572,369.78428571428566,1,9444.741142857143,,0.041321396208929065,0,0.0,0.041321396208929065
2020-02-19,10155.32,9618.41,10228.18,9580.01,50502739123.75383,175312937106.92148,-0.05219937455464907,9910.443882605014,9476.532300968349,377.9214285714285,1,9444.741142857143,,-0.05219937455464907,0,0.0,-0.05219937455464907
2020-02-20,9625.62,9608.17,9665.92,9483.53,53579139400.80847,174871048291.16623,-0.001065192142151273,9843.271908692788,9484.759657157827,367.4249999999999,1,9444.741142857143,,-0.001065192142151273,0,0.0,-0.001065192142151273
2020-02-21,9601.62,9673.01,9739.71,9578.06,37678167400.71924,176701844101.55685,0.006725754795484582,9805.43592898328,9496.525303585462,370.45571428571424,1,9444.741142857143,,0.006725754795484582,0,0.0,0.006725754795484582
2020-02-22,9668.09,9658.61,9691.25,9562.29,32555342237.084362,176097270350.4831,-0.001489787473927134,9772.807944764772,9506.65559711137,360.21857142857124,1,9444.741142857143,,-0.001489787473927134,0,0.0,-0.001489787473927134
2020-02-23,9656.0,9946.72,9949.8,9653.46,38743680759.32858,181368043820.09412,0.02939310305198382,9811.455068150379,9534.159622291909,362.8621428571427,1,9444.741142857143,,0.02939310305198382,0,0.0,0.02939310305198382
2020-02-24,9946.6,9670.96,9969.09,9517.12,41928789500.12296,175872097740.40662,-0.02811526793402875,9780.23394189474,9542.709645898665,366.29928571428565,1,9444.741142857143,,-0.02811526793402875,0,0.0,-0.02811526793402875
2020-02-25,9665.38,9345.34,9665.91,9311.3,39441760776.318504,170478976467.6238,-0.034249757311101095,9683.590843695909,9530.374043029999,352.0642857142856,0,9444.741142857143,,-0.035249757311101096,1,0.001,-0.034249757311101095
2020-02-26,9332.97,8801.66,9374.85,8687.11,45140119229.636024,160731785487.8149,-0.05993748328004498,9487.606211763485,9484.829415340624,388.8314285714284,0,9444.741142857143,,-0.0,0,0.0,-0.0
2020-02-27,8806.42,8781.18,8954.05,8575.79,43045469000.97675,160149975301.41962,-0.00232954508619813,9330.622609149377,9440.851326881835,391.475714285714,-1,9444.741142857143,9916.459571428572,-0.001,1,0.001,-0.0
2020-02-28,8816.64,8717.33,8894.61,8468.46,41297721067.30182,159030381910.26715,-0.007297796598203316,9194.335362671738,9395.63124395172,404.32142857142844,-1,9444.741142857143,9889.862142857142,0.007297796598203316,0,0.0,0.007297796598203316
2020-02-29,8724.31,8552.99,8792.87,8552.99,33291626663.006737,156047250857.11172,-0.019032068956237366,9051.814170966907,9342.966166204738,384.8428571428571,-1,9444.741142857143,9669.034285714286,0.019032068956237366,0,0.0,0.019032068956237366
2020-03-01,8547.97,8567.8,8759.62,8456.63,34310775733.322155,155934421965.2728,0.0017300607850451804,8944.255466307593,9294.518280816943,379.77142857142866,-1,9444.741142857143,9669.034285714286,-0.0017300607850451804,0,0.0,-0.0017300607850451804
2020-03-02,8517.42,8905.88,8952.72,8504.61,59776629742.57125,162521881368.8758,0.038700742543703134,8935.727584905906,9270.228388265885,379.4442857142857,-1,9444.741142857143,9669.034285714286,-0.038700742543703134,0,0.0,-0.038700742543703134
2020-03-03,8912.01,8756.72,8912.37,8649.94,68336042797.3885,159816567727.14258,-0.016890327137873737,8895.948121593483,9238.134113999267,355.33571428571423,-1,9444.741142857143,9669.034285714286,0.016890327137873737,0,0.0,0.016890327137873737
2020-03-04,8752.8,8758.65,8843.49,8692.54,38832067216.87788,159869936941.09732,0.00022037787472499207,8865.437427906043,9208.166356874313,319.8199999999998,-1,9444.741142857143,9669.034285714286,-0.00022037787472499207,0,0.0,-0.00022037787472499207
2020-03-05,8766.14,9038.87,9136.05,8766.14,38122635173.15044,165070261612.788,0.03149238310777801,8903.977999482478,9197.585334569669,333.7492857142856,-1,9444.741142857143,9669.034285714286,-0.03149238310777801,0,0.0,-0.03149238310777801
2020-03-06,9047.88,9135.85,9152.04,9008.53,41388087588.44269,166791067805.42844,0.010672067624011319,8955.505110708595,9193.726876159064,332.4535714285713,-1,9444.741142857143,9669.034285714286,-0.010672067624011319,0,0.0,-0.010672067624011319
2020-03-07,9128.44,8902.2,9160.97,8864.91,36764763103.12236,162543409238.00458,-0.025907797012279483,8943.65953055113,9175.506446399122,344.3892857142856,-1,9444.741142857143,9669.034285714286,0.025907797012279483,0,0.0,0.025907797012279483
2020-03-08,8910.02,8041.37,8910.02,8041.37,39132209137.697235,147076617271.6885,-0.10169897051793265,8743.150745984212,9104.622918499177,385.26857142857136,-1,9444.741142857143,9158.648857142856,0.10169897051793265,0,0.0,0.10169897051793265
2020-03-09,8050.87,7921.33,8223.75,7697.08,45678665163.11017,144664117909.4077,-0.015040345664014953,8560.523913543277,9030.667111092978,390.6042857142857,-1,9444.741142857143,9054.082428571428,0.015040345664014953,0,0.0,0.015040345664014953
2020-03-10,7954.51,7906.73,8138.89,7785.01,40882213633.94649,144410718987.88852,-0.0018448254733404463,8415.236377200326,8960.421041649668,390.1914285714286,-1,9444.741142857143,9038.285142857143,0.0018448254733404463,0,0.0,0.0018448254733404463
2020-03-11,7905.67,7935.52,7982.66,7620.77,38689036552.81125,144948460093.29614,0.0036345887350029324,8308.632737822476,8896.364726546564,366.9164285714286,-1,9444.741142857143,8999.577642857144,-0.0036345887350029324,0,0.0,-0.0036345887350029324
2020-03-12,7939.24,5142.99,7963.67,4795.52,50009548492.07486,93092131086.97026,-0.4337142618819257,7605.156573861926,8661.778806137405,566.1942857142858,-1,9444.741142857143,6784.953428571429,0.4337142618819257,0,0.0,0.4337142618819257
2020-03-13,5154.34,5542.82,5874.4,4249.6,74329688818.10397,101262945297.35811,0.07486877412007929,7146.859557448164,8466.843880753817,651.8121428571428,-1,9444.741142857143,6784.953428571429,-0.07486877412007929,0,0.0,-0.07486877412007929
2020-03-14,5553.14,5214.19,5621.92,5138.66,36054625746.82817,95216478864.65564,-0.0611196413202621,6717.377433570794,8263.553013206703,669.1964285714284,-1,9444.741142857143,6784.953428571429,0.0611196413202621,0,0.0,0.0611196413202621
2020-03-15,5205.29,5397.93,5842.93,5160.25,32985693209.74783,98632587514.00247,0.0346317915456191,6424.166892777284,8084.451574881285,696.3171428571426,-1,9444.741142857143,6784.953428571429,-0.0346317915456191,0,0.0,-0.0346317915456191
2020-03-16,5354.9,5032.5,5359.95,4550.8,44034438467.966835,91962797384.28253,-0.07009866821408209,6114.9075832712215,7893.704601451204,724.8185714285713,-1,9444.741142857143,6784.953428571429,0.07009866821408209,0,0.0,0.07009866821408209
2020-03-17,5054.12,5389.42,5458.3,4995.44,36007089253.822556,98079756006.79294,0.06852089392004691,5953.688120322061,7737.186813860504,739.135,-1,9444.741142857143,6784.953428571429,-0.06852089392004691,0,0.0,-0.06852089392004691
2020-03-18,5314.73,5376.28,5422.75,5036.93,37618067230.41405,98259998309.05324,-0.0024410872539644877,5825.375204694937,7589.630137994222,755.9114285714285,-1,9444.741142857143,6784.953428571429,0.0024410872539644877,0,0.0,0.0024410872539644877
2020-03-19,5372.69,6170.2,6305.01,5264.7,48056214948.15649,112778383593.49141,0.13773456710491155,5902.002936984951,7500.915754369584,803.2621428571429,-1,9444.741142857143,6784.953428571429,-0.13773456710491155,0,0.0,-0.13773456710491155
2020-03-20,6136.49,6195.6,6849.59,5784.79,50936770688.25396,113030383272.51407,0.004108110388663244,5967.246728766073,7419.333519721485,869.0685714285713,-1,9444.741142857143,6784.953428571429,-0.004108110388663244,0,0.0,-0.004108110388663244
2020-03-21,6213.61,6145.77,6426.79,5951.22,40189198131.46317,112349835902.32983,-0.008075322397381268,6006.918566818057,7339.735799738892,881.8907142857144,-1,9444.741142857143,6784.953428571429,0.008075322397381268,0,0.0,0.008075322397381268
2020-03-22,6171.23,5859.65,6395.68,5820.76,37255748385.30394,107128564670.89128,-0.04767416545134771,5974.192218636266,7247.230437255211,860.9099999999999,-1,9444.741142857143,6784.953428571429,0.04767416545134771,0,0.0,0.04767416545134771
2020-03-23,5848.04,6456.35,6549.61,5766.32,45578824447.64577,118046727572.5451,0.09697426779049927,6081.338392272652,7197.80040992676,879.24,-1,9444.741142857143,6784.953428571429,-0.09697426779049927,0,0.0,-0.09697426779049927
2020-03-24,6469.06,6730.17,6778.43,6365.2,45846522059.373184,123064256188.85924,0.04153626073408802,6225.52319398984,7168.573509306338,883.4792857142857,-1,9444.741142857143,6784.953428571429,-0.04153626073408802,0,0.0,-0.04153626073408802
2020-03-25,6740.4,6695.9,6894.0,6507.91,42082295491.03078,122445336599.19923,-0.005105004580796228,6330.051373103209,7139.031414974692,885.2078571428572,-1,9444.741142857143,6784.953428571429,0.005105004580796228,0,0.0,0.005105004580796228
2020-03-26,6701.07,6765.56,6767.29,6584.36,34840544710.10888,123732739823.4625,0.010349638419837765,6426.831067969162,7115.689451538774,671.9778571428573,-1,9444.741142857143,6784.953428571429,-0.010349638419837765,0,0.0,-0.010349638419837765
2020-03-27,6784.95,6397.83,6865.07,6373.23,32910551599.472366,117019679177.81361,-0.055886166835426375,6420.386386198237,7070.823235817601,591.052142857143,-1,9444.741142857143,6784.953428571429,0.055886166835426375,0,0.0,0.055886166835426375
2020-03-28,6403.78,6255.0,6403.78,6099.81,35231848358.55144,114171796491.49913,-0.02257772645206573,6383.633855931962,7019.834283579001,578.2457142857144,-1,9444.741142857143,6784.953428571429,0.02257772645206573,0,0.0,0.02257772645206573
2020-03-29,6264.74,5915.34,6264.74,5911.38,25923471292.176422,108551603303.50957,-0.05583216715993467,6279.568554613748,6950.803390855313,554.7228571428572,-1,9444.741142857143,6784.953428571429,0.05583216715993467,0,0.0,0.05583216715993467
2020-03-30,5905.52,6403.14,6545.5,5905.52,34907149977.57921,117151628726.53436,0.07923951828959323,6307.0288758106935,6916.574428926856,539.9264285714286,-1,9444.741142857143,6784.953428571429,-0.07923951828959323,0,0.0,-0.07923951828959323
2020-03-31,6403.14,6421.71,6508.22,6334.39,32287674952.1782,117750205634.39989,0.0028959423272909525,6332.513570074984,6885.645402118927,519.2814285714286,-1,9444.741142857143,6784.953428571429,-0.0028959423272909525,0,0.0,-0.0028959423272909525
2020-04-01,6419.49,6640.8,6640.8,6179.92,35886963977.71526,120921617010.34784,0.03354800078286481,6401.021665613876,6870.342564486495,524.6428571428571,-1,9444.741142857143,6784.953428571429,-0.03354800078286481,0,0.0,-0.03354800078286481
2020-04-02,6638.92,6807.9,7108.29,6569.15,47638672293.73783,124719708453.63535,0.024851264402860458,6491.439073255237,6866.439904206089,488.84499999999997,0,9444.741142857143,6784.953428571429,-0.02585126440286046,1,0.001,-0.024851264402860458
2020-04-03,6767.37,6732.85,6997.91,6628.92,39867535857.25387,123234164427.70816,-0.011085171577181484,6545.085945865185,6858.090535193208,439.1442857142857,0,9444.741142857143,6784.953428571429,-0.0,0,0.0,-0.0
2020-04-04,6733.29,6859.42,6949.17,6684.1,35009177102.13241,125564427826.17566,0.018624359074077328,6614.937957895144,6858.173626743633,424.1085714285714,0,9444.741142857143,6784.953428571429,0.0,0,0.0,0.0
2020-04-05,6859.59,6788.05,6885.19,6701.19,31885662165.01491,124272363451.93964,-0.01045917677369968,6653.407300585112,6853.790900072156,396.18571428571425,0,9444.741142857143,6784.953428571429,-0.0,0,0.0,-0.0
2020-04-06,6778.67,7297.64,7297.64,6778.47,45370138560.82485,133484854333.44951,0.0723872949296424,6796.57012267731,6881.531468817646,377.32,0,9444.741142857143,6784.953428571429,0.0,0,0.0,0.0
2020-04-07,7280.01,7196.78,7415.91,7106.18,43386074290.71468,131782164465.85344,-0.013917304448284502,6885.505650971241,6901.234502016543,369.92714285714277,0,9444.741142857143,6784.953428571429,-0.0,0,0.0,-0.0
2020-04-08,7197.92,7342.29,7396.29,7166.14,38922547592.862114,134518720640.0234,0.02001707930265908,6987.013284088744,6928.800470640509,358.7885714285713,1,6301.803142857143,6784.953428571429,-0.001,1,0.001,0.0
2020-04-09,7339.04,7294.49,7357.38,7155.32,34921486435.060486,133598651281.71776,-0.006531514435769509,7055.341443180134,6951.656066225477,360.15499999999986,1,6301.803142857143,6784.953428571429,-0.006531514435769509,0,0.0,-0.006531514435769509
2020-04-10,7294.22,6864.69,7297.84,6798.85,37828011010.9016,125740858699.27551,-0.060728387024053865,7012.9744558067705,6946.220687086385,360.66571428571416,1,6301.803142857143,6784.953428571429,-0.060728387024053865,0,0.0,-0.060728387024053865
2020-04-11,6864.73,6878.78,6955.29,6779.92,30280054180.28837,125980543742.36499,0.002050429030878125,6983.153465627488,6942.005644143485,351.4799999999999,1,6301.803142857143,6784.953428571429,0.002050429030878125,0,0.0,0.002050429030878125
2020-04-12,6880.9,6913.16,7156.16,6803.61,34544392366.04943,126655463658.31227,0.004985530855126788,6967.599362154713,6940.202791384518,351.4221428571428,1,6301.803142857143,6784.953428571429,0.004985530855126788,0,0.0,0.004985530855126788
2020-04-13,6907.73,6857.54,6907.73,6674.2,38062368291.08157,125651103790.21225,-0.008078064652805144,6943.141726120332,6935.0363669229855,322.7778571428571,1,6301.803142857143,6784.953428571429,-0.008078064652805144,0,0.0,-0.008078064652805144
2020-04-14,6865.12,6860.18,6947.99,6779.08,33837365577.44977,125713883015.64563,0.000384903618472011,6924.705786982481,6930.3578439902985,322.4264285714285,0,6301.803142857143,6784.953428571429,-0.000615096381527989,1,0.001,0.000384903618472011
2020-04-15,6857.63,6629.43,6924.19,6617.73,29692916171.011845,121499498109.80829,-0.03421485280939591,6859.088945430819,6911.549853740905,311.39642857142854,0,6301.803142857143,6784.953428571429,-0.0,0,0.0,-0.0
2020-04-16,6628.93,7059.93,7127.03,6554.15,45752002264.274315,129402884477.95892,0.06291630879061735,6903.7202908906365,6920.823612882098,313.8064285714285,0,6301.803142857143,6784.953428571429,0.0,0,0.0,0.0
2020-04-17,7059.93,7035.26,7150.72,7008.56,31701906839.621475,128961704237.38853,-0.003500488491603624,6932.951337359384,6927.975887076967,297.60428571428565,1,6172.207571428572,6784.953428571429,-0.001,1,0.001,-0.0
2020-04-18,7034.29,7242.51,7267.65,7034.29,30035235468.3311,132775323305.43571,0.029033183448881783,7001.742151279521,6947.634269134657,295.33928571428567,1,6386.026071428571,6784.953428571429,0.029033183448881783,0,0.0,0.029033183448881783
2020-04-19,7238.07,7127.51,7238.74,7085.14,29714765522.325314,130680700686.31035,-0.01600588657891917,7029.690562106294,6958.876502313741,293.43714285714276,1,6386.026071428571,6784.953428571429,-0.01600588657891917,0,0.0,-0.01600588657891917
2020-04-20,7127.11,6856.46,7207.07,6807.73,35276609104.457115,125724610427.89977,-0.03877067125969634,6991.194881638229,6952.475470919132,284.87785714285707,1,6386.026071428571,6784.953428571429,-0.03877067125969634,0,0.0,-0.03877067125969634
2020-04-21,6851.6,6842.04,6927.65,6812.24,30093303601.39072,125473149029.1152,-0.00210534077838291,6958.049352385289,6945.573253986686,270.9978571428571,1,6386.026071428571,6784.953428571429,-0.00210534077838291,0,0.0,-0.00210534077838291
2020-04-22,6843.03,7110.0,7131.85,6830.2,30819547915.3444,130398643209.39326,0.03841631103303733,6991.816162966336,6955.849925612518,276.105,1,6386.026071428571,6784.953428571429,0.03841631103303733,0,0.0,0.03841631103303733
2020-04-23,7105.68,7382.79,7611.94,7039.01,41032858925.23595,135414822709.73111,0.03764937213528438,7078.6992378627065,6982.533680261736,302.5957142857142,1,6505.262428571428,6784.953428571429,0.03764937213528438,0,0.0,0.03764937213528438
2020-04-24,7392.49,7495.39,7577.71,7392.49,33233126912.999897,137493716065.4006,0.015136548940162715,7171.297185004328,7014.587200245377,280.87642857142856,1,6680.848357142857,6784.953428571429,0.015136548940162715,0,0.0,0.015136548940162715
2020-04-25,7498.29,7538.56,7649.06,7463.65,31610167152.118294,138298135122.85803,0.005743017457631244,7252.911143892255,7047.335500230041,281.59357142857147,1,6721.938642857143,6784.953428571429,0.005743017457631244,0,0.0,0.005743017457631244
2020-04-26,7538.73,7683.87,7683.87,7530.75,33760863612.125053,140977260141.33173,0.019092144143233118,7348.679778582865,7087.118906465664,267.34857142857146,1,6908.559142857142,6784.953428571429,0.019092144143233118,0,0.0,0.019092144143233118
2020-04-27,7702.3,7774.28,7774.28,7650.75,35205525351.89531,142649802462.8293,0.011697522784167311,7443.25760556445,7130.06647481156,259.1035714285714,1,7022.879642857142,6784.953428571429,0.011697522784167311,0,0.0,0.011697522784167311
2020-04-28,7775.9,7758.23,7775.9,7675.7,32855687796.969097,142370212777.1421,-0.0020666338811215373,7513.251470994573,7169.326695135837,254.19571428571427,1,7022.879642857142,6784.953428571429,-0.0020666338811215373,0,0.0,-0.0020666338811215373
