timestamp,bitcoin_open,bitcoin_close,bitcoin_high,bitcoin_low,bitcoin_total_volume,bitcoin_market_cap,signal,label,barrier_touched,return_at_barrier,bitcoin_log_return_1,bitcoin_close_topo_num_holes_0_x,bitcoin_close_topo_betti_0_x,bitcoin_close_topo_max_hole_lifetime_0_x,bitcoin_close_topo_avg_hole_lifetime_0_x,bitcoin_close_topo_l1_norm_0_x,bitcoin_close_topo_l2_norm_0_x,bitcoin_close_topo_sum_hole_lifetimes_0_x,bitcoin_close_topo_persistence_entropy_0_x,bitcoin_close_topo_std_persistence_0_x,bitcoin_close_topo_wasserstein_0_x,bitcoin_close_topo_num_holes_1_x,bitcoin_close_topo_betti_1_x,bitcoin_close_topo_max_hole_lifetime_1_x,bitcoin_close_topo_avg_hole_lifetime_1_x,bitcoin_close_topo_l1_norm_1_x,bitcoin_close_topo_l2_norm_1_x,bitcoin_close_topo_sum_hole_lifetimes_1_x,bitcoin_close_topo_persistence_entropy_1_x,bitcoin_close_topo_std_persistence_1_x,bitcoin_close_topo_wasserstein_1_x,strategy_returns,position_change,transaction_cost,strategy_returns_gross,bitcoin_close_topo_num_holes_0_y,bitcoin_close_topo_betti_0_y,bitcoin_close_topo_max_hole_lifetime_0_y,bitcoin_close_topo_avg_hole_lifetime_0_y,bitcoin_close_topo_l1_norm_0_y,bitcoin_close_topo_l2_norm_0_y,bitcoin_close_topo_sum_hole_lifetimes_0_y,bitcoin_close_topo_persistence_entropy_0_y,bitcoin_close_topo_std_persistence_0_y,bitcoin_close_topo_wasserstein_0_y,bitcoin_close_topo_num_holes_1_y,bitcoin_close_topo_betti_1_y,bitcoin_close_topo_max_hole_lifetime_1_y,bitcoin_close_topo_avg_hole_lifetime_1_y,bitcoin_close_topo_l1_norm_1_y,bitcoin_close_topo_l2_norm_1_y,bitcoin_close_topo_sum_hole_lifetimes_1_y,bitcoin_close_topo_persistence_entropy_1_y,bitcoin_close_topo_std_persistence_1_y,bitcoin_close_topo_wasserstein_1_y
2022-11-26,16521.13,16456.16,16670.75,16423.19,18243019109.753235,316206865319.883,0.0,,,,-0.00414122707835962,,,,,,,,,,,,,,,,,,,,,-0.0,0,0.0,-0.0,,,,,,,,,,,,,,,,,,,,
2022-11-27,16465.29,16459.15,16600.08,16431.98,16551822516.185429,316487666895.4407,0.0,,,,0.00018167837448451586,,,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2022-11-28,16456.69,16222.21,16482.04,16065.43,24566056814.212288,311810991501.448,0.0,,,,-0.014500262628121183,,,,,,,,,,,,,,,,,,,,,-0.0,0,0.0,-0.0,,,,,,,,,,,,,,,,,,,,
2022-11-29,16222.5,16441.98,16541.11,16157.9,24663035431.352062,316170903326.0224,0.0,,,,0.013456529384994123,,,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2022-11-30,16446.88,17186.5,17227.39,16442.29,30676053555.32337,330763402606.7043,0.0,,,,0.04428637158381067,,,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2022-12-01,17224.41,16972.73,17249.92,16901.02,23319572025.36399,326141917292.63745,0.0,,,,-0.012516253481095285,,,,,,,,,,,,,,,,,,,,,-0.0,0,0.0,-0.0,,,,,,,,,,,,,,,,,,,,
2022-12-02,16978.82,17084.87,17128.66,16867.76,20945433171.615204,328178365692.1309,0.0,,,,0.006585338089666317,,,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2022-12-03,17146.57,16923.38,17149.34,16880.81,16931408153.950111,326498242602.6305,0.0,,,,-0.009497178703183513,,,,,,,,,,,,,,,,,,,,,-0.0,0,0.0,-0.0,,,,,,,,,,,,,,,,,,,,
2022-12-04,16914.49,17149.93,17190.71,16914.49,18214353301.13762,329544949093.6664,0.0,,,,0.01329799414959786,,,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2022-12-05,17133.31,16973.37,17414.42,16906.82,23204017213.929634,326635737516.3175,0.0,,,,-0.010348446700828613,,,,,,,,,,,,,,,,,,,,,-0.0,0,0.0,-0.0,,,,,,,,,,,,,,,,,,,,
2022-12-06,16973.12,17085.64,17085.64,16928.86,21026126511.19885,328108161816.87274,0.0,,,,0.006592699355541853,,,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2022-12-07,17076.34,16851.3,17114.69,16750.0,21192130005.603653,324178677956.7833,0.0,,,,-0.013810539468008221,,,,,,,,,,,,,,,,,,,,,-0.0,0,0.0,-0.0,,,,,,,,,,,,,,,,,,,,
2022-12-08,16849.19,17235.01,17291.85,16799.07,22674029585.253864,331389860355.59094,0.0,,,,0.022514975025668574,,,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2022-12-09,17226.04,17149.82,17309.57,17085.83,23179829829.170135,329756788298.6587,0.0,,,,-0.004955102253292429,,,,,,,,,,,,,,,,,,,,,-0.0,0,0.0,-0.0,,,,,,,,,,,,,,,,,,,,
2022-12-10,17138.35,17125.36,17227.56,17107.75,14234368489.844261,329283186564.5152,0.0,,,,-0.0014272721049050062,,,,,,,,,,,,,,,,,,,,,-0.0,0,0.0,-0.0,,,,,,,,,,,,,,,,,,,,
2022-12-11,17121.26,17101.04,17256.59,17098.26,15681124918.738192,328868814164.99066,0.0,,,,-0.0014211254524606812,,,,,,,,,,,,,,,,,,,,,-0.0,0,0.0,-0.0,,,,,,,,,,,,,,,,,,,,
2022-12-12,17030.47,17179.6,17208.04,16869.54,21633829199.489113,330715694645.24335,0.0,,,,0.004583353025299094,,,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2022-12-13,17213.99,17784.16,17942.24,17123.75,28941242217.591747,342102502914.68976,0.0,,,,0.03458554007454561,,,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2022-12-14,17777.46,17808.72,18323.21,17659.08,27267536668.811485,342692750075.4062,0.0,,,,0.0013800515101876683,,,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2022-12-15,17819.98,17338.36,17849.89,17302.46,22754686787.817104,333854506370.7365,0.0,,,,-0.026766837111268177,43.0,43.0,0.6037043929100037,0.16075371496032836,6.91240974329412,1.4445801995882768,6.91240974329412,3.40305548789188,0.15062786482694934,0.0,1.0,1.0,0.0018068253993988037,0.0018068253993988037,0.0018068253993988037,0.0018068253993988037,0.0018068253993988037,-0.0,0.0,0.0,-0.0,0,0.0,-0.0,43.0,43.0,0.6037043929100037,0.16075371496032836,6.91240974329412,1.4445801995882768,6.91240974329412,3.40305548789188,0.15062786482694934,0.0,1.0,1.0,0.0018068253993988037,0.0018068253993988037,0.0018068253993988037,0.0018068253993988037,0.0018068253993988037,-0.0,0.0,0.0
2022-12-16,17339.04,16623.76,17516.95,16562.31,22250411214.773224,318992400741.96515,0.0,,,,-0.04208839057740204,43.0,43.0,0.6145354509353638,0.16362763828662938,7.035988446325064,1.470462662365092,7.035988446325064,3.4030123987518524,0.15333337057912325,0.10750278271734715,1.0,1.0,0.0018392205238342285,0.0018392205238342285,0.0018392205238342285,0.0018392205238342285,0.0018392205238342285,-0.0,0.0,0.009049694936329735,-0.0,0,0.0,-0.0,43.0,43.0,0.6145354509353638,0.16362763828662938,7.035988446325064,1.470462662365092,7.035988446325064,3.4030123987518524,0.15333337057912325,0.10750278271734715,1.0,1.0,0.0018392205238342285,0.0018392205238342285,0.0018392205238342285,0.0018392205238342285,0.0018392205238342285,-0.0,0.0,0.009049694936329735
2022-12-17,16650.25,16806.49,16806.49,16600.36,15086383815.776106,323096167353.6004,0.0,,,,0.01093212404066655,43.0,43.0,0.6289517879486084,0.16867020063448784,7.252818627282977,1.5127265176333244,7.252818627282977,3.4027667097840255,0.15737727918231917,0.1401610318571329,2.0,2.0,0.005011618137359619,0.0034469962120056152,0.0068939924240112305,0.0053534707722896055,0.0068939924240112305,0.5862645860401392,0.001564621925354004,0.5375565386815587,0.0,0,0.0,0.0,43.0,43.0,0.6289517879486084,0.16867020063448784,7.252818627282977,1.5127265176333244,7.252818627282977,3.4027667097840255,0.15737727918231917,0.1401610318571329,2.0,2.0,0.005011618137359619,0.0034469962120056152,0.0068939924240112305,0.0053534707722896055,0.0068939924240112305,0.5862645860401392,0.001564621925354004,0.5375565386815587
2022-12-18,16783.53,16742.82,16824.07,16685.01,11134054723.147482,322740705484.67255,0.0,,,,-0.0037956116796061252,43.0,43.0,0.6476156115531921,0.17411881763228151,7.487109158188105,1.5683378825963992,7.487109158188105,3.3924263863417066,0.16396519198672097,0.17282513342797756,2.0,2.0,0.01012510061264038,0.006031662225723267,0.012063324451446533,0.010308946312082873,0.012063324451446533,0.4407805259212713,0.004093438386917114,0.05422835112369253,-0.0,0,0.0,-0.0,43.0,43.0,0.6476156115531921,0.17411881763228151,7.487109158188105,1.5683378825963992,7.487109158188105,3.3924263863417066,0.16396519198672097,0.17282513342797756,2.0,2.0,0.01012510061264038,0.006031662225723267,0.012063324451446533,0.010308946312082873,0.012063324451446533,0.4407805259212713,0.004093438386917114,0.05422835112369253
2022-12-19,16752.11,16422.56,16801.16,16382.07,17719672544.8918,316270478163.65466,0.0,,,,-0.019313510353158668,43.0,43.0,0.6692880392074585,0.18297309939597928,7.867843274027109,1.6288509079362903,7.867843274027109,3.4088850257112484,0.16799443587645838,0.18093611672520638,1.0,1.0,0.11497503519058228,0.11497503519058228,0.11497503519058228,0.11497503519058228,0.11497503519058228,-0.0,0.0,0.24694910200978082,-0.0,0,0.0,-0.0,43.0,43.0,0.6692880392074585,0.18297309939597928,7.867843274027109,1.6288509079362903,7.867843274027109,3.4088850257112484,0.16799443587645838,0.18093611672520638,1.0,1.0,0.11497503519058228,0.11497503519058228,0.11497503519058228,0.11497503519058228,0.11497503519058228,-0.0,0.0,0.24694910200978082
2022-12-20,16454.22,16899.33,17026.84,16423.49,24938219697.886032,325120443529.51874,0.0,,,,0.028617976870785593,43.0,43.0,0.6945558190345764,0.1892854979391708,8.139276411384344,1.6887111415559097,8.139276411384344,3.4059944221549734,0.17461574632781354,0.20996468886733055,1.0,1.0,0.16167126595973969,0.16167126595973969,0.16167126595973969,0.16167126595973969,0.16167126595973969,-0.0,0.0,0.040104407700698806,0.0,0,0.0,0.0,43.0,43.0,0.6945558190345764,0.1892854979391708,8.139276411384344,1.6887111415559097,8.139276411384344,3.4059944221549734,0.17461574632781354,0.20996468886733055,1.0,1.0,0.16167126595973969,0.16167126595973969,0.16167126595973969,0.16167126595973969,0.16167126595973969,-0.0,0.0,0.040104407700698806
2022-12-21,16916.07,16816.85,16937.02,16751.23,16062767787.358068,323127932459.19025,0.0,,,,-0.004892616217595443,43.0,43.0,0.7244654893875122,0.19063974735002184,8.19750913605094,1.7279792881193137,8.19750913605094,3.390469226602686,0.1819239139178464,0.2333259955048561,1.0,1.0,0.1834878921508789,0.1834878921508789,0.1834878921508789,0.1834878921508789,0.1834878921508789,-0.0,0.0,0.017420257032004276,-0.0,0,0.0,-0.0,43.0,43.0,0.7244654893875122,0.19063974735002184,8.19750913605094,1.7279792881193137,8.19750913605094,3.390469226602686,0.1819239139178464,0.2333259955048561,1.0,1.0,0.1834878921508789,0.1834878921508789,0.1834878921508789,0.1834878921508789,0.1834878921508789,-0.0,0.0,0.017420257032004276
2022-12-22,16822.64,16824.79,16882.23,16599.91,17847826941.681046,323519254392.6745,0.0,,,,0.00047203407131364355,43.0,43.0,0.7584184408187866,0.18648780245593813,8.01897550560534,1.6749152342321065,8.01897550560534,3.411828048902788,0.17453592432734683,0.2978834640234709,3.0,3.0,0.1740361899137497,0.06895437836647034,0.206863135099411,0.1762328393485371,0.206863135099411,0.5105559145342877,0.07481954908785142,0.6666549757430706,0.0,0,0.0,0.0,43.0,43.0,0.7584184408187866,0.18648780245593813,8.01897550560534,1.6749152342321065,8.01897550560534,3.411828048902788,0.17453592432734683,0.2978834640234709,3.0,3.0,0.1740361899137497,0.06895437836647034,0.206863135099411,0.1762328393485371,0.206863135099411,0.5105559145342877,0.07481954908785142,0.6666549757430706
2022-12-23,16830.39,16791.46,16914.54,16782.06,16765392449.950893,323013370317.24255,0.0,,,,-0.0019829701957598585,43.0,43.0,0.7984983325004578,0.190281440005746,8.182101920247078,1.7351586730952986,8.182101920247078,3.397132215784418,0.1838777074111426,0.2725302819162607,3.0,3.0,0.16045406460762024,0.0766051063934962,0.2298153191804886,0.17262384341231427,0.2298153191804886,0.7009845746160422,0.06375464515824861,0.05513444105169097,-0.0,0,0.0,-0.0,43.0,43.0,0.7984983325004578,0.190281440005746,8.182101920247078,1.7351586730952986,8.182101920247078,3.397132215784418,0.1838777074111426,0.2725302819162607,3.0,3.0,0.16045406460762024,0.0766051063934962,0.2298153191804886,0.17262384341231427,0.2298153191804886,0.7009845746160422,0.06375464515824861,0.05513444105169097
2022-12-24,16793.8,16848.57,16865.73,16793.8,10169853734.117493,324072643385.91296,0.0,,,,0.0033953628974761267,43.0,43.0,0.8555968403816223,0.19322839266685551,8.308820884674788,1.7857109130420397,8.308820884674788,3.39120750165292,0.19188558609263626,0.32809875532984734,3.0,3.0,0.17192773520946503,0.09347694118817647,0.2804308235645294,0.20006163626715828,0.2804308235645294,0.7541062571920835,0.06784993909159472,0.08480755419182204,0.0,0,0.0,0.0,43.0,43.0,0.8555968403816223,0.19322839266685551,8.308820884674788,1.7857109130420397,8.308820884674788,3.39120750165292,0.19188558609263626,0.32809875532984734,3.0,3.0,0.17192773520946503,0.09347694118817647,0.2804308235645294,0.20006163626715828,0.2804308235645294,0.7541062571920835,0.06784993909159472,0.08480755419182204
2022-12-25,16844.14,16842.18,16868.7,16715.0,12574453968.75801,323868581953.1157,0.0,,,,-0.00037933261067935644,43.0,43.0,0.9405184388160706,0.1925441936351532,8.279400326311588,1.7285933775285005,8.279400326311588,3.433154621795137,0.18004421971199186,0.3906206972897053,3.0,3.0,0.17096969485282898,0.10729517539342244,0.32188552618026733,0.2235642926476405,0.32188552618026733,0.7795770925039861,0.07175009630405613,0.10429600682039863,-0.0,0,0.0,-0.0,43.0,43.0,0.9405184388160706,0.1925441936351532,8.279400326311588,1.7285933775285005,8.279400326311588,3.433154621795137,0.18004421971199186,0.3906206972897053,3.0,3.0,0.17096969485282898,0.10729517539342244,0.32188552618026733,0.2235642926476405,0.32188552618026733,0.7795770925039861,0.07175009630405613,0.10429600682039863
2022-12-26,16842.72,16900.08,16919.55,16813.52,12574997282.039291,325036912914.6697,0.0,,,,0.0034319015281483374,43.0,43.0,1.0683380365371704,0.20588697345797405,8.853139858692884,1.8793287575428754,8.853139858692884,3.4198047984319784,0.1993670453874959,0.3778829500079155,3.0,3.0,0.18421277403831482,0.1185461978117625,0.3556385934352875,0.24639002451218747,0.3556385934352875,0.7833556308607439,0.07863086996050975,0.16597307689905494,0.0,0,0.0,0.0,43.0,43.0,1.0683380365371704,0.20588697345797405,8.853139858692884,1.8793287575428754,8.853139858692884,3.4198047984319784,0.1993670453874959,0.3778829500079155,3.0,3.0,0.18421277403831482,0.1185461978117625,0.3556385934352875,0.24639002451218747,0.3556385934352875,0.7833556308607439,0.07863086996050975,0.16597307689905494
2022-12-27,16895.75,16701.84,16961.42,16642.16,17436062121.5136,321351469136.8621,0.0,,,,-0.011799462651537253,43.0,43.0,1.2761445045471191,0.22803841812839343,9.805651979520917,2.0908130436778296,9.805651979520917,3.4259717250636426,0.22284804591792673,0.4956013597548008,4.0,4.0,0.1952209174633026,0.09845652431249619,0.39382609724998474,0.2637511719031319,0.39382609724998474,0.9065365885362917,0.08773530070827652,0.763376619861688,-0.0,0,0.0,-0.0,43.0,43.0,1.2761445045471191,0.22803841812839343,9.805651979520917,2.0908130436778296,9.805651979520917,3.4259717250636426,0.22284804591792673,0.4956013597548008,4.0,4.0,0.1952209174633026,0.09845652431249619,0.39382609724998474,0.2637511719031319,0.39382609724998474,0.9065365885362917,0.08773530070827652,0.763376619861688
2022-12-28,16699.69,16538.91,16795.7,16492.51,19113614755.874695,318288869204.81464,0.0,,,,-0.009803106416541058,43.0,43.0,0.8760603666305542,0.24735085258996764,10.636086661368608,2.0492023809148203,10.636086661368608,3.513692784036548,0.19098187507065623,0.710216736420989,4.0,4.0,0.24129557609558105,0.1285880133509636,0.5143520534038544,0.3254845635881062,0.5143520534038544,1.0298359794825698,0.09975055441443617,0.31710379546158607,-0.0,0,0.0,-0.0,43.0,43.0,0.8760603666305542,0.24735085258996764,10.636086661368608,2.0492023809148203,10.636086661368608,3.513692784036548,0.19098187507065623,0.710216736420989,4.0,4.0,0.24129557609558105,0.1285880133509636,0.5143520534038544,0.3254845635881062,0.5143520534038544,1.0298359794825698,0.09975055441443617,0.31710379546158607
2022-12-29,16541.38,16644.38,16671.55,16511.43,15683731676.998154,320297298175.87695,0.0,,,,0.006356835332742565,43.0,43.0,0.9056968688964844,0.27033987935892373,11.62461481243372,2.195416821795939,11.62461481243372,3.5335842124061188,0.19749937035150103,0.38732631877064705,4.0,4.0,0.28584590554237366,0.1559341922402382,0.6237367689609528,0.38799471684147896,0.6237367689609528,1.058155029332566,0.1154101501801696,0.3524747332085122,0.0,0,0.0,0.0,43.0,43.0,0.9056968688964844,0.27033987935892373,11.62461481243372,2.195416821795939,11.62461481243372,3.5335842124061188,0.19749937035150103,0.38732631877064705,4.0,4.0,0.28584590554237366,0.1559341922402382,0.6237367689609528,0.38799471684147896,0.6237367689609528,1.058155029332566,0.1154101501801696,0.3524747332085122
2022-12-30,16646.17,16604.02,16646.66,16421.76,17497327983.349342,319722045805.09534,0.0,,,,-0.0024277871912027175,43.0,43.0,0.9652027487754822,0.30151142076004384,12.964991092681885,2.4026576508742608,12.964991092681885,3.5531347675246874,0.20818545527065763,0.43441034853458405,4.0,4.0,0.34312719106674194,0.19352035224437714,0.7740814089775085,0.462340498029811,0.7740814089775085,1.1174537975791874,0.12644982126055224,0.47092626374196656,-0.0,0,0.0,-0.0,43.0,43.0,0.9652027487754822,0.30151142076004384,12.964991092681885,2.4026576508742608,12.964991092681885,3.5531347675246874,0.20818545527065763,0.43441034853458405,4.0,4.0,0.34312719106674194,0.19352035224437714,0.7740814089775085,0.462340498029811,0.7740814089775085,1.1174537975791874,0.12644982126055224,0.47092626374196656
